iso_code,country,year,sex,age_group,homicide_rate
COL,Colombia,2023,male,ALL,46.9468548
COK,Cook Islands,2012,both,ALL,3.5563960
CRI,Costa Rica,1990,both,ALL,4.4526935
CRI,Costa Rica,1990,female,ALL,1.7871642
CRI,Costa Rica,1990,male,ALL,7.1001278
CRI,Costa Rica,1991,both,ALL,4.1221969
CRI,Costa Rica,1991,female,ALL,1.5500351
CRI,Costa Rica,1991,male,ALL,6.6804199
CRI,Costa Rica,1992,both,ALL,4.8717245
CRI,Costa Rica,1992,female,ALL,1.5063472
CRI,Costa Rica,1992,male,ALL,8.2249319
CRI,Costa Rica,1993,both,ALL,4.7513930
CRI,Costa Rica,1993,female,ALL,1.1458009
CRI,Costa Rica,1993,male,ALL,8.3514078
CRI,Costa Rica,1994,both,ALL,5.2736480
CRI,Costa Rica,1994,female,ALL,1.4325653
CRI,Costa Rica,1994,male,ALL,9.1173661
CRI,Costa Rica,1995,both,ALL,5.2048328
CRI,Costa Rica,1995,female,ALL,1.5097098
CRI,Costa Rica,1995,male,ALL,8.9112743
CRI,Costa Rica,1996,both,ALL,5.2224184
CRI,Costa Rica,1996,female,ALL,1.0149019
CRI,Costa Rica,1996,male,ALL,9.4532165
CRI,Costa Rica,1997,both,ALL,5.6730523
CRI,Costa Rica,1997,female,ALL,1.0474234
CRI,Costa Rica,1997,male,ALL,10.3356312
CRI,Costa Rica,1998,both,ALL,5.9214793
CRI,Costa Rica,1998,female,ALL,1.4315658
CRI,Costa Rica,1998,male,ALL,10.4574080
CRI,Costa Rica,1999,both,ALL,6.3436974
CRI,Costa Rica,1999,female,ALL,1.6565633
CRI,Costa Rica,1999,male,ALL,11.0877714
CRI,Costa Rica,2000,both,ALL,6.3234257
CRI,Costa Rica,2000,female,ALL,2.0329778
CRI,Costa Rica,2000,male,ALL,10.6716985
CRI,Costa Rica,2001,both,ALL,6.4106610
CRI,Costa Rica,2001,female,ALL,1.4087279
CRI,Costa Rica,2001,male,ALL,11.4842951
CRI,Costa Rica,2002,both,ALL,6.3301932
CRI,Costa Rica,2002,female,ALL,1.6507540
CRI,Costa Rica,2002,male,ALL,11.0796766
CRI,Costa Rica,2003,both,ALL,7.2485050
CRI,Costa Rica,2003,female,ALL,1.8108853
CRI,Costa Rica,2003,male,ALL,12.7703266
CRI,Costa Rica,2004,both,ALL,6.6665437
CRI,Costa Rica,2004,female,ALL,1.8315784
CRI,Costa Rica,2004,male,ALL,11.5788954
CRI,Costa Rica,2005,both,ALL,7.8615614
CRI,Costa Rica,2005,female,ALL,2.8496708
CRI,Costa Rica,2005,male,ALL,12.9561756
CRI,Costa Rica,2006,both,ALL,8.1224815
CRI,Costa Rica,2006,female,30_44,2.7366405
CRI,Costa Rica,2006,female,45_59,1.2091844
CRI,Costa Rica,2006,female,60_PLUS,0.9052231
CRI,Costa Rica,2006,female,ALL,2.0652741
CRI,Costa Rica,2006,male,30_44,25.7472244
CRI,Costa Rica,2006,male,45_59,15.6865256
CRI,Costa Rica,2006,male,60_PLUS,11.6627349
CRI,Costa Rica,2006,male,ALL,14.2827004
CRI,Costa Rica,2007,both,ALL,8.4241815
CRI,Costa Rica,2007,female,30_44,2.7119634
CRI,Costa Rica,2007,female,45_59,1.7393018
CRI,Costa Rica,2007,female,60_PLUS,0.4331883
CRI,Costa Rica,2007,female,ALL,1.6748421
CRI,Costa Rica,2007,male,30_44,26.3998812
CRI,Costa Rica,2007,male,45_59,13.8372342
CRI,Costa Rica,2007,male,60_PLUS,7.6051411
CRI,Costa Rica,2007,male,ALL,15.2919003
CRI,Costa Rica,2008,both,ALL,11.5313874
CRI,Costa Rica,2008,female,30_44,4.7531022
CRI,Costa Rica,2008,female,45_59,1.1146129
CRI,Costa Rica,2008,female,60_PLUS,0.8287356
CRI,Costa Rica,2008,female,ALL,2.6787227
CRI,Costa Rica,2008,male,30_44,32.4594339
CRI,Costa Rica,2008,male,45_59,21.0227416
CRI,Costa Rica,2008,male,60_PLUS,12.1155435
CRI,Costa Rica,2008,male,ALL,20.5437550
CRI,Costa Rica,2009,both,ALL,11.6672085
CRI,Costa Rica,2009,female,30_44,2.8634893
CRI,Costa Rica,2009,female,45_59,2.1487355
CRI,Costa Rica,2009,female,60_PLUS,2.3771744
CRI,Costa Rica,2009,female,ALL,2.5985443
CRI,Costa Rica,2009,male,30_44,29.2904286
CRI,Costa Rica,2009,male,45_59,22.5842048
CRI,Costa Rica,2009,male,60_PLUS,14.8186567
CRI,Costa Rica,2009,male,ALL,20.9035257
CRI,Costa Rica,2010,both,ALL,11.5672607
CRI,Costa Rica,2010,female,30_44,2.2253197
CRI,Costa Rica,2010,female,45_59,2.3363152
CRI,Costa Rica,2010,female,60_PLUS,1.5156969
CRI,Costa Rica,2010,female,ALL,2.6530119
CRI,Costa Rica,2010,male,30_44,33.8046495
CRI,Costa Rica,2010,male,45_59,17.1551029
CRI,Costa Rica,2010,male,60_PLUS,15.9421477
CRI,Costa Rica,2010,male,ALL,20.6497264
CRI,Costa Rica,2011,both,ALL,10.2823682
CRI,Costa Rica,2011,female,30_44,3.3996022
CRI,Costa Rica,2011,female,45_59,1.5098195
CRI,Costa Rica,2011,female,60_PLUS,2.5372293
CRI,Costa Rica,2011,female,ALL,2.7506019
CRI,Costa Rica,2011,male,30_44,27.8752071
CRI,Costa Rica,2011,male,45_59,15.8469667
CRI,Costa Rica,2011,male,60_PLUS,14.4010132
CRI,Costa Rica,2011,male,ALL,17.9582794
CRI,Costa Rica,2012,both,ALL,8.7265395
CRI,Costa Rica,2012,female,30_44,2.9615531
CRI,Costa Rica,2012,female,45_59,2.9363581
CRI,Costa Rica,2012,female,60_PLUS,0.3465904
CRI,Costa Rica,2012,female,ALL,2.1238917
CRI,Costa Rica,2012,male,30_44,20.8236474
CRI,Costa Rica,2012,male,45_59,15.9540315
CRI,Costa Rica,2012,male,60_PLUS,9.7180943
CRI,Costa Rica,2012,male,ALL,15.4561212
CRI,Costa Rica,2013,both,ALL,8.7147411
CRI,Costa Rica,2013,female,30_44,2.5291435
CRI,Costa Rica,2013,female,45_59,2.1492768
CRI,Costa Rica,2013,female,60_PLUS,0.6625182
CRI,Costa Rica,2013,female,ALL,1.5122533
CRI,Costa Rica,2013,male,30_44,24.2716728
CRI,Costa Rica,2013,male,45_59,15.3372861
CRI,Costa Rica,2013,male,60_PLUS,12.3832061
CRI,Costa Rica,2013,male,ALL,16.0558762
CRI,Costa Rica,2014,both,ALL,10.0060435
CRI,Costa Rica,2014,female,30_44,3.0623739
CRI,Costa Rica,2014,female,45_59,0.9350043
CRI,Costa Rica,2014,female,60_PLUS,0.9496826
CRI,Costa Rica,2014,female,ALL,2.1193801
CRI,Costa Rica,2014,male,30_44,25.3458320
CRI,Costa Rica,2014,male,45_59,18.2936532
CRI,Costa Rica,2014,male,60_PLUS,12.2043000
CRI,Costa Rica,2014,male,ALL,18.0450746
CRI,Costa Rica,2015,both,ALL,11.5607212
CRI,Costa Rica,2015,female,ALL,1.7267784
CRI,Costa Rica,2015,male,ALL,21.5863811
CRI,Costa Rica,2016,both,ALL,11.8759050
CRI,Costa Rica,2016,female,ALL,2.6858999
CRI,Costa Rica,2016,male,ALL,21.2472774
CRI,Costa Rica,2017,both,ALL,12.2731178
CRI,Costa Rica,2017,female,ALL,2.3379220
CRI,Costa Rica,2017,male,ALL,22.4063932
CRI,Costa Rica,2018,both,ALL,11.7995457
CRI,Costa Rica,2018,female,0_9,1.1630020
CRI,Costa Rica,2018,female,10_14,0.5674821
CRI,Costa Rica,2018,female,15_17,2.7100761
CRI,Costa Rica,2018,female,18_19,9.0039103
CRI,Costa Rica,2018,female,20_24,4.0410571
CRI,Costa Rica,2018,female,25_29,7.3569623
CRI,Costa Rica,2018,female,30_44,2.1422393
CRI,Costa Rica,2018,female,45_59,1.5387896
CRI,Costa Rica,2018,female,60_PLUS,2.1151347
CRI,Costa Rica,2018,female,ALL,2.5961121
CRI,Costa Rica,2018,male,0_9,0.5569208
CRI,Costa Rica,2018,male,10_14,1.6302443
CRI,Costa Rica,2018,male,15_17,13.8025630
CRI,Costa Rica,2018,male,18_19,22.1711738
CRI,Costa Rica,2018,male,20_24,52.5629295
CRI,Costa Rica,2018,male,25_29,46.1021138
CRI,Costa Rica,2018,male,30_44,27.8604193
CRI,Costa Rica,2018,male,45_59,19.1916523
CRI,Costa Rica,2018,male,60_PLUS,11.7594815
CRI,Costa Rica,2018,male,ALL,21.1485065
CRI,Costa Rica,2019,both,ALL,11.2610056
CRI,Costa Rica,2019,female,0_9,0.5888883
CRI,Costa Rica,2019,female,10_14,0.5643389
CRI,Costa Rica,2019,female,15_17,2.7872752
CRI,Costa Rica,2019,female,18_19,0.0000000
CRI,Costa Rica,2019,female,20_24,3.0496870
CRI,Costa Rica,2019,female,25_29,3.9429650
CRI,Costa Rica,2019,female,30_44,3.5147408
CRI,Costa Rica,2019,female,45_59,1.0885349
CRI,Costa Rica,2019,female,60_PLUS,0.7581214
CRI,Costa Rica,2019,female,ALL,1.9007981
CRI,Costa Rica,2019,male,0_9,1.1283196
CRI,Costa Rica,2019,male,10_14,0.0000000
CRI,Costa Rica,2019,male,15_17,7.9928597
CRI,Costa Rica,2019,male,18_19,24.8308399
CRI,Costa Rica,2019,male,20_24,46.0201167
CRI,Costa Rica,2019,male,25_29,44.8821247
CRI,Costa Rica,2019,male,30_44,34.0308174
CRI,Costa Rica,2019,male,45_59,15.4982148
CRI,Costa Rica,2019,male,60_PLUS,7.1035971
CRI,Costa Rica,2019,male,ALL,20.8139802
CRI,Costa Rica,2020,both,ALL,11.3222838
CRI,Costa Rica,2020,female,0_9,0.2995102
CRI,Costa Rica,2020,female,10_14,1.1306206
CRI,Costa Rica,2020,female,15_17,3.7689803
CRI,Costa Rica,2020,female,18_19,6.6571691
CRI,Costa Rica,2020,female,20_24,5.1128927
CRI,Costa Rica,2020,female,25_29,4.9529470
CRI,Costa Rica,2020,female,30_44,2.9459930
CRI,Costa Rica,2020,female,45_59,1.5110631
CRI,Costa Rica,2020,female,60_PLUS,1.4502913
CRI,Costa Rica,2020,female,ALL,2.4375783
CRI,Costa Rica,2020,male,0_9,0.5740372
CRI,Costa Rica,2020,male,10_14,0.5412764
CRI,Costa Rica,2020,male,15_17,13.5303350
CRI,Costa Rica,2020,male,18_19,33.1041508
CRI,Costa Rica,2020,male,20_24,39.8649513
CRI,Costa Rica,2020,male,25_29,47.5013795
CRI,Costa Rica,2020,male,30_44,32.5364513
CRI,Costa Rica,2020,male,45_59,15.6061656
CRI,Costa Rica,2020,male,60_PLUS,7.6575433
CRI,Costa Rica,2020,male,ALL,20.3949555
CRI,Costa Rica,2021,both,ALL,11.6205821
CRI,Costa Rica,2021,female,0_9,0.3066361
CRI,Costa Rica,2021,female,10_14,0.0000000
CRI,Costa Rica,2021,female,15_17,1.8941995
CRI,Costa Rica,2021,female,18_19,4.1375030
CRI,Costa Rica,2021,female,20_24,5.6652847
CRI,Costa Rica,2021,female,25_29,4.9803401
CRI,Costa Rica,2021,female,30_44,3.2537617
CRI,Costa Rica,2021,female,45_59,1.7140935
CRI,Costa Rica,2021,female,60_PLUS,0.2317999
CRI,Costa Rica,2021,female,ALL,2.1895202
CRI,Costa Rica,2021,male,0_9,0.0000000
CRI,Costa Rica,2021,male,10_14,1.0853344
CRI,Costa Rica,2021,male,15_17,8.1691560
CRI,Costa Rica,2021,male,18_19,29.0158994
CRI,Costa Rica,2021,male,20_24,38.6411206
CRI,Costa Rica,2021,male,25_29,43.9147860
CRI,Costa Rica,2021,male,30_44,36.6458750
CRI,Costa Rica,2021,male,45_59,21.0511705
CRI,Costa Rica,2021,male,60_PLUS,5.4566537
CRI,Costa Rica,2021,male,ALL,21.2600198
CRI,Costa Rica,2022,both,ALL,12.9089020
CRI,Costa Rica,2022,female,0_9,0.3157438
CRI,Costa Rica,2022,female,10_14,0.0000000
CRI,Costa Rica,2022,female,15_17,1.8990918
CRI,Costa Rica,2022,female,18_19,4.2374976
CRI,Costa Rica,2022,female,20_24,5.7335116
CRI,Costa Rica,2022,female,25_29,3.5089830
CRI,Costa Rica,2022,female,30_44,1.8651481
CRI,Costa Rica,2022,female,45_59,1.9138247
CRI,Costa Rica,2022,female,60_PLUS,0.6682616
CRI,Costa Rica,2022,female,ALL,1.8289895
CRI,Costa Rica,2022,male,0_9,1.2106336
CRI,Costa Rica,2022,male,10_14,1.0841313
CRI,Costa Rica,2022,male,15_17,11.8324884
CRI,Costa Rica,2022,male,18_19,25.7090279
CRI,Costa Rica,2022,male,20_24,43.5832440
CRI,Costa Rica,2022,male,25_29,58.3144216
CRI,Costa Rica,2022,male,30_44,40.7190890
CRI,Costa Rica,2022,male,45_59,20.4357405
CRI,Costa Rica,2022,male,60_PLUS,5.5174153
CRI,Costa Rica,2022,male,ALL,24.2432494
CRI,Costa Rica,2023,both,ALL,17.7454799
CRI,Costa Rica,2023,female,ALL,2.7493889
CRI,Costa Rica,2023,male,ALL,33.0937701
HRV,Croatia,1990,both,ALL,2.8334673
HRV,Croatia,1990,female,ALL,1.7235965
HRV,Croatia,1990,male,ALL,4.0347255
HRV,Croatia,1991,both,ALL,9.0567001
HRV,Croatia,1991,female,ALL,4.9506820
HRV,Croatia,1991,male,ALL,13.5017698
HRV,Croatia,1992,both,ALL,8.0924547
HRV,Croatia,1992,female,ALL,3.8115793
HRV,Croatia,1992,male,ALL,12.7291164
HRV,Croatia,1993,both,ALL,4.6091304
HRV,Croatia,1993,female,ALL,2.2548522
HRV,Croatia,1993,male,ALL,7.1594848
HRV,Croatia,1994,both,ALL,3.0584873
HRV,Croatia,1994,female,ALL,1.2657554
HRV,Croatia,1994,male,ALL,5.0003842
HRV,Croatia,1995,both,ALL,3.5935714
HRV,Croatia,1995,female,ALL,1.8810003
HRV,Croatia,1995,male,ALL,5.4483714
HRV,Croatia,1996,both,ALL,2.6740904
HRV,Croatia,1996,female,ALL,1.6243986
HRV,Croatia,1996,male,ALL,3.8105902
HRV,Croatia,1997,both,ALL,2.6195323
HRV,Croatia,1997,female,ALL,1.3413011
HRV,Croatia,1997,male,ALL,4.0028647
HRV,Croatia,1998,both,ALL,2.3618500
HRV,Croatia,1998,female,ALL,1.4943300
HRV,Croatia,1998,male,ALL,3.3002711
HRV,Croatia,1999,both,ALL,2.5308825
HRV,Croatia,1999,female,ALL,1.2559981
HRV,Croatia,1999,male,ALL,3.9092528
HRV,Croatia,2000,both,ALL,2.3346639
HRV,Croatia,2000,female,ALL,1.4320182
HRV,Croatia,2000,male,ALL,3.3101727
HRV,Croatia,2001,both,ALL,1.8832503
HRV,Croatia,2001,female,ALL,1.2504095
HRV,Croatia,2001,male,ALL,2.5670373
HRV,Croatia,2002,both,ALL,1.6953949
HRV,Croatia,2002,female,ALL,1.4127367
HRV,Croatia,2002,male,ALL,2.0009180
HRV,Croatia,2003,both,ALL,1.6021600
HRV,Croatia,2003,female,ALL,0.9850401
HRV,Croatia,2003,male,ALL,2.2695661
HRV,Croatia,2004,both,ALL,1.9257293
HRV,Croatia,2004,female,ALL,1.6523319
HRV,Croatia,2004,male,ALL,2.2213680
HRV,Croatia,2005,both,ALL,1.5762831
HRV,Croatia,2005,female,ALL,1.2048771
HRV,Croatia,2005,male,ALL,1.9777589
HRV,Croatia,2006,both,ALL,1.7146300
HRV,Croatia,2006,female,ALL,1.4278830
HRV,Croatia,2006,male,ALL,2.0243696
HRV,Croatia,2007,both,ALL,1.4365304
HRV,Croatia,2007,female,ALL,1.0714224
HRV,Croatia,2007,male,ALL,1.8304947
HRV,Croatia,2008,both,ALL,1.6455639
HRV,Croatia,2008,female,ALL,1.0720917
HRV,Croatia,2008,male,ALL,2.2639517
HRV,Croatia,2009,both,ALL,1.1367510
HRV,Croatia,2009,female,ALL,1.0734355
HRV,Croatia,2009,male,ALL,1.2049827
HRV,Croatia,2010,both,ALL,1.4414765
HRV,Croatia,2010,female,30_44,1.1597457
HRV,Croatia,2010,female,45_59,1.0486456
HRV,Croatia,2010,female,60_PLUS,2.1339917
HRV,Croatia,2010,female,ALL,1.4346797
HRV,Croatia,2010,male,30_44,1.8210458
HRV,Croatia,2010,male,45_59,2.3597074
HRV,Croatia,2010,male,60_PLUS,1.4370380
HRV,Croatia,2010,male,ALL,1.4487977
HRV,Croatia,2011,both,ALL,1.1446394
HRV,Croatia,2011,female,30_44,1.6381090
HRV,Croatia,2011,female,45_59,0.6298009
HRV,Croatia,2011,female,60_PLUS,0.9767557
HRV,Croatia,2011,female,ALL,0.9458032
HRV,Croatia,2011,male,30_44,1.8350013
HRV,Croatia,2011,male,45_59,1.0767670
HRV,Croatia,2011,male,60_PLUS,1.8839776
HRV,Croatia,2011,male,ALL,1.3589007
HRV,Croatia,2012,both,ALL,1.1973977
HRV,Croatia,2012,female,30_44,1.6511089
HRV,Croatia,2012,female,45_59,1.4742693
HRV,Croatia,2012,female,60_PLUS,0.4839182
HRV,Croatia,2012,female,ALL,0.8147272
HRV,Croatia,2012,male,30_44,1.6164397
HRV,Croatia,2012,male,45_59,2.3834648
HRV,Croatia,2012,male,60_PLUS,2.0820152
HRV,Croatia,2012,male,ALL,1.6098283
HRV,Croatia,2013,both,ALL,1.0842925
HRV,Croatia,2013,female,30_44,0.7107043
HRV,Croatia,2013,female,45_59,1.4865152
HRV,Croatia,2013,female,60_PLUS,1.5947959
HRV,Croatia,2013,female,ALL,0.9544947
HRV,Croatia,2013,male,30_44,2.3141238
HRV,Croatia,2013,male,45_59,1.5316700
HRV,Croatia,2013,male,60_PLUS,0.4540357
HRV,Croatia,2013,male,ALL,1.2241218
HRV,Croatia,2014,both,ALL,0.8531859
HRV,Croatia,2014,female,30_44,1.1892968
HRV,Croatia,2014,female,45_59,0.6441881
HRV,Croatia,2014,female,60_PLUS,1.2620934
HRV,Croatia,2014,female,ALL,0.7770368
HRV,Croatia,2014,male,30_44,0.4636439
HRV,Croatia,2014,male,45_59,1.5528949
HRV,Croatia,2014,male,60_PLUS,1.3361913
HRV,Croatia,2014,male,ALL,0.9351864
HRV,Croatia,2015,both,ALL,0.8843786
HRV,Croatia,2015,female,30_44,0.4787363
HRV,Croatia,2015,female,45_59,1.0903294
HRV,Croatia,2015,female,60_PLUS,0.9369547
HRV,Croatia,2015,female,ALL,0.6915715
HRV,Croatia,2015,male,30_44,1.1648509
HRV,Croatia,2015,male,45_59,1.1289166
HRV,Croatia,2015,male,60_PLUS,1.9678712
HRV,Croatia,2015,male,ALL,1.0919439
HRV,Croatia,2016,both,ALL,1.0637157
HRV,Croatia,2016,female,0_9,0.5128784
HRV,Croatia,2016,female,10_14,0.0000000
HRV,Croatia,2016,female,15_17,1.5805279
HRV,Croatia,2016,female,18_19,0.0000000
HRV,Croatia,2016,female,20_24,1.7880771
HRV,Croatia,2016,female,25_29,0.0000000
HRV,Croatia,2016,female,30_44,0.4846769
HRV,Croatia,2016,female,45_59,1.5538360
HRV,Croatia,2016,female,60_PLUS,1.0825783
HRV,Croatia,2016,female,ALL,0.9326973
HRV,Croatia,2016,male,0_9,0.0000000
HRV,Croatia,2016,male,10_14,0.0000000
HRV,Croatia,2016,male,15_17,0.0000000
HRV,Croatia,2016,male,18_19,4.0996208
HRV,Croatia,2016,male,20_24,0.8501522
HRV,Croatia,2016,male,25_29,0.0000000
HRV,Croatia,2016,male,30_44,1.1788991
HRV,Croatia,2016,male,45_59,2.0679244
HRV,Croatia,2016,male,60_PLUS,1.5065411
HRV,Croatia,2016,male,ALL,1.2047437
HRV,Croatia,2017,both,ALL,1.1276721
HRV,Croatia,2017,female,0_9,0.5235287
HRV,Croatia,2017,female,10_14,1.0232220
HRV,Croatia,2017,female,15_17,0.0000000
HRV,Croatia,2017,female,18_19,2.2873612
HRV,Croatia,2017,female,20_24,0.0000000
HRV,Croatia,2017,female,25_29,0.8784992
HRV,Croatia,2017,female,30_44,0.4944632
HRV,Croatia,2017,female,45_59,1.3537784
HRV,Croatia,2017,female,60_PLUS,0.9208944
HRV,Croatia,2017,female,ALL,0.8512552
HRV,Croatia,2017,male,0_9,0.9886625
HRV,Croatia,2017,male,10_14,0.0000000
HRV,Croatia,2017,male,15_17,0.0000000
HRV,Croatia,2017,male,18_19,0.0000000
HRV,Croatia,2017,male,20_24,0.8689720
HRV,Croatia,2017,male,25_29,0.8369987
HRV,Croatia,2017,male,30_44,1.6830423
HRV,Croatia,2017,male,45_59,1.6330949
HRV,Croatia,2017,male,60_PLUS,2.1246286
HRV,Croatia,2017,male,ALL,1.4251717
HRV,Croatia,2018,both,ALL,0.5962928
HRV,Croatia,2018,female,0_9,0.0000000
HRV,Croatia,2018,female,10_14,0.0000000
HRV,Croatia,2018,female,15_17,0.0000000
HRV,Croatia,2018,female,18_19,0.0000000
HRV,Croatia,2018,female,20_24,0.0000000
HRV,Croatia,2018,female,25_29,0.9280010
HRV,Croatia,2018,female,30_44,0.5052304
HRV,Croatia,2018,female,45_59,0.4578954
HRV,Croatia,2018,female,60_PLUS,0.4573826
HRV,Croatia,2018,female,ALL,0.3834444
HRV,Croatia,2018,male,0_9,0.5061113
HRV,Croatia,2018,male,10_14,0.0000000
HRV,Croatia,2018,male,15_17,1.6471480
HRV,Croatia,2018,male,18_19,0.0000000
HRV,Croatia,2018,male,20_24,0.0000000
HRV,Croatia,2018,male,25_29,2.6392884
HRV,Croatia,2018,male,30_44,1.2265394
HRV,Croatia,2018,male,45_59,0.4730794
HRV,Croatia,2018,male,60_PLUS,0.8406602
HRV,Croatia,2018,male,ALL,0.8253736
HRV,Croatia,2019,both,ALL,0.8278282
HRV,Croatia,2019,female,0_9,0.5511433
HRV,Croatia,2019,female,10_14,0.0000000
HRV,Croatia,2019,female,15_17,0.0000000
HRV,Croatia,2019,female,18_19,0.0000000
HRV,Croatia,2019,female,20_24,0.9516197
HRV,Croatia,2019,female,25_29,0.9609379
HRV,Croatia,2019,female,30_44,0.5146872
HRV,Croatia,2019,female,45_59,1.1610276
HRV,Croatia,2019,female,60_PLUS,0.4538108
HRV,Croatia,2019,female,ALL,0.6775560
HRV,Croatia,2019,male,0_9,1.0379474
HRV,Croatia,2019,male,10_14,0.0000000
HRV,Croatia,2019,male,15_17,0.0000000
HRV,Croatia,2019,male,18_19,0.0000000
HRV,Croatia,2019,male,20_24,1.7971147
HRV,Croatia,2019,male,25_29,0.9102660
HRV,Croatia,2019,male,30_44,1.7465985
HRV,Croatia,2019,male,45_59,0.4792279
HRV,Croatia,2019,male,60_PLUS,1.0384205
HRV,Croatia,2019,male,ALL,0.9895398
HRV,Croatia,2020,both,ALL,1.0116445
HRV,Croatia,2020,female,0_9,0.0000000
HRV,Croatia,2020,female,10_14,0.0000000
HRV,Croatia,2020,female,15_17,3.5166690
HRV,Croatia,2020,female,18_19,0.0000000
HRV,Croatia,2020,female,20_24,0.0000000
HRV,Croatia,2020,female,25_29,0.0000000
HRV,Croatia,2020,female,30_44,1.5717483
HRV,Croatia,2020,female,45_59,0.7064625
HRV,Croatia,2020,female,60_PLUS,1.2020080
HRV,Croatia,2020,female,ALL,0.9272416
HRV,Croatia,2020,male,0_9,0.0000000
HRV,Croatia,2020,male,10_14,0.0000000
HRV,Croatia,2020,male,15_17,0.0000000
HRV,Croatia,2020,male,18_19,0.0000000
HRV,Croatia,2020,male,20_24,3.6430038
HRV,Croatia,2020,male,25_29,2.7869903
HRV,Croatia,2020,male,30_44,1.7760682
HRV,Croatia,2020,male,45_59,0.7274085
HRV,Croatia,2020,male,60_PLUS,0.8219890
HRV,Croatia,2020,male,ALL,1.1024377
HRV,Croatia,2021,both,ALL,0.8408479
HRV,Croatia,2021,female,0_9,0.5771839
HRV,Croatia,2021,female,10_14,0.0000000
HRV,Croatia,2021,female,15_17,0.0000000
HRV,Croatia,2021,female,18_19,0.0000000
HRV,Croatia,2021,female,20_24,0.0000000
HRV,Croatia,2021,female,25_29,0.0000000
HRV,Croatia,2021,female,30_44,0.2667008
HRV,Croatia,2021,female,45_59,0.7157300
HRV,Croatia,2021,female,60_PLUS,1.3454031
HRV,Croatia,2021,female,ALL,0.6884580
HRV,Croatia,2021,male,0_9,1.0856997
HRV,Croatia,2021,male,10_14,0.0000000
HRV,Croatia,2021,male,15_17,0.0000000
HRV,Croatia,2021,male,18_19,0.0000000
HRV,Croatia,2021,male,20_24,0.0000000
HRV,Croatia,2021,male,25_29,0.0000000
HRV,Croatia,2021,male,30_44,1.5465671
HRV,Croatia,2021,male,45_59,1.7159975
HRV,Croatia,2021,male,60_PLUS,0.8157788
HRV,Croatia,2021,male,ALL,1.0047169
HRV,Croatia,2022,both,ALL,0.7934422
HRV,Croatia,2022,female,0_9,0.5856670
HRV,Croatia,2022,female,10_14,0.0000000
HRV,Croatia,2022,female,15_17,0.0000000
HRV,Croatia,2022,female,18_19,0.0000000
HRV,Croatia,2022,female,20_24,1.0163325
HRV,Croatia,2022,female,25_29,0.0000000
HRV,Croatia,2022,female,30_44,0.8142571
HRV,Croatia,2022,female,45_59,0.4822449
HRV,Croatia,2022,female,60_PLUS,1.0405062
HRV,Croatia,2022,female,ALL,0.6917591
HRV,Croatia,2022,male,0_9,1.6540636
HRV,Croatia,2022,male,10_14,0.0000000
HRV,Croatia,2022,male,15_17,0.0000000
HRV,Croatia,2022,male,18_19,2.5333452
HRV,Croatia,2022,male,20_24,0.0000000
HRV,Croatia,2022,male,25_29,0.0000000
HRV,Croatia,2022,male,30_44,0.7851348
HRV,Croatia,2022,male,45_59,0.7411790
HRV,Croatia,2022,male,60_PLUS,1.4154482
HRV,Croatia,2022,male,ALL,0.9027183
HRV,Croatia,2023,both,ALL,0.6673471
HRV,Croatia,2023,female,0_9,0.5951584
HRV,Croatia,2023,female,10_14,0.0000000
HRV,Croatia,2023,female,15_17,0.0000000
HRV,Croatia,2023,female,18_19,0.0000000
HRV,Croatia,2023,female,20_24,0.0000000
HRV,Croatia,2023,female,25_29,0.0000000
HRV,Croatia,2023,female,30_44,0.2758940
HRV,Croatia,2023,female,45_59,0.7288107
HRV,Croatia,2023,female,60_PLUS,0.5915908
HRV,Croatia,2023,female,ALL,0.4461350
HRV,Croatia,2023,male,0_9,0.5611106
HRV,Croatia,2023,male,10_14,0.0000000
HRV,Croatia,2023,male,15_17,1.5862567
HRV,Croatia,2023,male,18_19,0.0000000
HRV,Croatia,2023,male,20_24,1.9487005
HRV,Croatia,2023,male,25_29,0.9059325
HRV,Croatia,2023,male,30_44,0.2656420
HRV,Croatia,2023,male,45_59,1.4879439
HRV,Croatia,2023,male,60_PLUS,1.0026389
HRV,Croatia,2023,male,ALL,0.9048825
CUB,Cuba,1992,both,ALL,6.2396846
CUB,Cuba,1992,female,ALL,3.3043682
CUB,Cuba,1992,male,ALL,9.1033669
CUB,Cuba,1993,both,ALL,7.3978204
CUB,Cuba,1993,female,ALL,3.4174815
CUB,Cuba,1993,male,ALL,11.2828336
CUB,Cuba,1994,both,ALL,8.2766697
CUB,Cuba,1994,female,ALL,3.9213722
CUB,Cuba,1994,male,ALL,12.5334873
CUB,Cuba,1995,both,ALL,7.7983686
CUB,Cuba,1995,female,ALL,3.8659081
CUB,Cuba,1995,male,ALL,11.6503890
CUB,Cuba,1996,both,ALL,6.6776075
CUB,Cuba,1996,female,ALL,3.0569391
CUB,Cuba,1996,male,ALL,10.2318592
CUB,Cuba,1997,both,ALL,6.7921848
CUB,Cuba,1997,female,ALL,2.9885955
CUB,Cuba,1997,male,ALL,10.5341633
CUB,Cuba,1998,both,ALL,7.4129707
CUB,Cuba,1998,female,ALL,3.4131506
CUB,Cuba,1998,male,ALL,11.3572887
CUB,Cuba,1999,both,ALL,5.5002468
CUB,Cuba,1999,female,ALL,2.8885363
CUB,Cuba,1999,male,ALL,8.0823139
