order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00138369,2023-02-13,P0069,S002,C005172,1,8.45,0.0,8.45,4.92,3.53
0RD00274614,2023-04-22,P0109,S093,C045373,1,3.83,0.0,3.83,2.11,1.72
0RD00025204,2024-04-02,P0086,S046,C029015,4,11.21,0.0,44.84,25.1,19.74
0RD00091602,2023-09-29,P0171,S039,C017083,5,13.56,0.0,67.8,45.7,22.1
0RD00047152,2023-04-30,P0054,S023,C039148,5,14.55,0.0,72.75,47.26,25.49
0RD00457516,2023-03-23,P0089,S048,C041720,5,7.56,0.0,37.8,20.65,17.15
0RD00216730,2024-07-24,P0190,S054,C034688,4,12.67,0.2,40.54,23.75,16.8
0RD00314703,2023-07-16,P0087,S041,C024806,2,11.64,0.0,23.28,12.33,10.95
0RD00819978,2023-02-10,P0125,S047,C006315,5,4.24,0.0,21.2,11.96,9.24
0RD00021348,2024-04-22,P0097,S059,C007105,1,14.41,0.0,14.41,7.62,6.79
0RD00318694,2024-04-17,P0080,S073,C034469,5,5.43,0.0,27.15,18.82,8.33
0RD00580684,2024-07-10,P0147,S076,C024405,2,7.58,0.2,12.13,7.18,4.95
0RD00319143,2024-04-22,P0195,S034,C020694,1,14.94,0.0,14.94,8.08,6.86
0RD00980491,2023-04-11,P0051,S025,C029074,4,9.44,0.0,37.76,23.99,13.77
0RD00929193,2024-02-25,P0193,S059,C020601,5,9.23,0.1,41.54,23.04,18.49
0RD00656346,2023-10-29,P0040,S006,C016168,5,7.94,0.0,39.7,26.69,13.01
0RD00647370,2023-05-07,P0076,S064,C045644,2,8.47,0.0,16.94,9.96,6.98
0RD00528320,2023-03-11,P0126,S054,C038454,5,3.99,0.0,19.95,12.22,7.73
0RD00980801,2024-07-12,P0172,S040,C016385,4,9.72,0.15,33.05,22.49,10.56
0RD00348714,2024-03-12,P0164,S045,C015066,5,4.86,0.0,24.3,12.41,11.89
0RD00342721,2023-03-23,P0129,S001,C044199,1,6.77,0.0,6.77,4.05,2.72
0RD00500152,2024-09-29,P0104,S097,C042593,5,11.47,0.0,57.35,35.97,21.38
0RD00287193,2024-08-08,P0066,S077,C028985,5,9.7,0.1,43.65,23.42,20.23
0RD00062153,2024-11-30,P0153,S006,C014618,4,11.03,0.0,44.12,27.98,16.14
0RD00816394,2023-12-30,P0055,S082,C042376,1,12.63,0.2,10.1,6.51,3.59
0RD00515256,2024-10-13,P0106,S006,C027151,2,3.14,0.0,6.28,3.17,3.11
0RD00786356,2023-05-10,P0094,S056,C022676,2,11.34,0.15,19.28,9.93,9.34
0RD00455575,2023-11-07,P0199,S046,C025635,3,9.24,0.0,27.72,15.87,11.85
0RD00679166,2024-08-25,P0084,S067,C043842,3,9.56,0.1,25.81,13.19,12.62
0RD00384448,2024-06-07,P0181,S056,C032385,2,11.71,0.1,21.08,14.28,6.8
0RD00181071,2023-08-31,P0198,S025,C007839,4,8.07,0.0,32.28,21.2,11.08
0RD00883294,2023-11-01,P0122,S097,C049797,2,11.23,0.0,22.46,13.77,8.69
0RD00427833,2023-05-13,P0153,S013,C028939,1,14.74,0.0,14.74,7.82,6.92
0RD00011022,2024-09-08,P0005,S084,C034305,2,4.57,0.15,7.77,5.18,2.59
0RD00466394,2024-08-19,P0066,S013,C013920,5,11.06,0.1,49.77,27.4,22.37
0RD00617578,2024-06-24,P0074,S045,C003136,5,12.58,0.0,62.9,38.37,24.53
0RD00057733,2024-01-24,P0092,S033,C032146,5,5.57,0.1,25.07,17.11,7.96
0RD00627449,2024-10-02,P0194,S049,C025099,3,8.95,0.0,26.85,14.84,12.01
0RD00092039,2023-05-10,P0178,S046,C047595,3,8.81,0.0,26.43,17.32,9.11
0RD00859002,2023-01-25,P0092,S065,C033060,3,10.13,0.1,27.35,18.11,9.24
0RD00196051,2024-11-10,P0076,S015,C040549,3,3.81,0.15,9.72,5.98,3.73
0RD00844378,2023-12-20,P0107,S081,C027036,1,12.39,0.2,9.91,6.44,3.47
0RD00431568,2024-02-14,P0007,S031,C009562,2,13.72,0.0,27.44,16.51,10.93
0RD00368146,2024-11-22,P0076,S061,C009116,4,6.74,0.0,26.96,18.79,8.17
0RD00764258,2023-09-04,P0043,S036,C023012,4,14.57,0.0,58.28,37.01,21.27
0RD00815573,2023-06-24,P0187,S004,C000702,1,3.64,0.2,2.91,1.82,1.09
0RD00065356,2024-03-16,P0195,S097,C025405,2,5.78,0.0,11.56,7.49,4.07
0RD00082450,2024-08-13,P0168,S040,C046207,4,11.97,0.0,47.88,31.01,16.87
0RD00699133,2024-04-15,P0058,S065,C026376,5,5.73,0.15,24.35,14.42,9.93
0RD00393050,2024-01-16,P0195,S058,C024136,4,4.13,0.0,16.52,9.66,6.86
0RD00938555,2024-04-09,P0127,S021,C045253,1,4.33,0.2,3.46,2.26,1.21
0RD00324467,2024-06-14,P0045,S100,C002230,1,3.14,0.0,3.14,2.04,1.1
0RD00868956,2024-08-06,P0138,S038,C009855,4,10.21,0.2,32.67,19.15,13.53
0RD00412597,2023-10-31,P0115,S066,C026473,3,10.73,0.0,32.19,19.67,12.52
0RD00044185,2024-01-03,P0037,S098,C036465,2,4.28,0.0,8.56,5.34,3.22
0RD00427944,2024-08-04,P0147,S063,C025537,1,14.86,0.0,14.86,8.32,6.54
0RD00487540,2023-11-10,P0048,S027,C031788,1,14.17,0.2,11.34,7.0,4.34
0RD00442049,2023-03-21,P0017,S092,C001546,3,13.94,0.2,33.46,18.45,15.0
0RD00605600,2023-01-24,P0189,S070,C044816,2,12.98,0.0,25.96,14.5,11.46
0RD00835936,2024-05-16,P0171,S017,C015147,2,3.72,0.2,5.95,3.96,1.99
0RD00056755,2024-05-15,P0199,S016,C042985,4,4.72,0.0,18.88,11.64,7.24
0RD00158210,2023-10-26,P0004,S042,C014314,5,5.57,0.0,27.85,15.44,12.41
0RD00373330,2023-12-21,P0057,S061,C040271,4,6.12,0.2,19.58,9.97,9.61
0RD00523595,2024-03-24,P0037,S029,C027084,4,8.0,0.0,32.0,20.27,11.73
0RD00807896,2024-05-23,P0136,S064,C043089,1,13.36,0.0,13.36,7.52,5.84
0RD00570812,2023-12-01,P0077,S019,C000442,5,14.14,0.0,70.7,46.57,24.13
0RD00769938,2023-10-14,P0127,S077,C021158,1,4.82,0.0,4.82,3.17,1.65
0RD00719722,2024-11-19,P0125,S050,C008941,5,13.66,0.0,68.3,46.85,21.45
0RD00054252,2024-07-13,P0047,S039,C034660,4,4.88,0.0,19.52,10.58,8.94
0RD00308655,2023-03-16,P0007,S028,C042538,1,14.83,0.0,14.83,9.22,5.61
0RD00251161,2024-08-12,P0195,S031,C005558,2,12.58,0.2,20.13,10.44,9.69
0RD00028050,2024-07-07,P0021,S068,C011855,5,7.65,0.1,34.43,22.38,12.05
0RD00522963,2024-06-03,P0129,S084,C039898,1,12.93,0.0,12.93,6.99,5.94
0RD00917776,2024-02-21,P0107,S059,C020312,4,14.11,0.1,50.8,33.88,16.91
0RD00690484,2023-06-13,P0087,S008,C037063,3,8.39,0.0,25.17,16.77,8.4
0RD00084695,2024-08-01,P0021,S061,C004679,4,8.5,0.0,34.0,19.71,14.29
0RD00819408,2023-04-07,P0037,S034,C019675,4,4.78,0.1,17.21,9.51,7.7
0RD00128608,2023-11-04,P0133,S061,C009151,5,4.69,0.1,21.11,12.8,8.31
0RD00865138,2024-08-06,P0049,S074,C037544,3,3.72,0.1,10.04,6.99,3.05
0RD00854520,2024-02-14,P0166,S080,C005204,1,14.05,0.2,11.24,6.72,4.52
0RD00625522,2024-04-08,P0083,S047,C013715,4,14.15,0.15,48.11,30.05,18.06
0RD00615727,2024-05-29,P0130,S003,C014001,2,12.08,0.0,24.16,16.71,7.45
0RD00408697,2023-04-11,P0168,S063,C044979,3,4.04,0.0,12.12,7.85,4.27
0RD00250682,2024-10-19,P0030,S038,C029118,4,6.99,0.2,22.37,11.73,10.64
0RD00404723,2023-06-16,P0174,S012,C011060,5,4.84,0.0,24.2,15.32,8.88
0RD00764983,2024-02-21,P0194,S038,C048174,3,6.71,0.0,20.13,12.52,7.61
0RD00028393,2024-08-04,P0127,S077,C026241,2,13.82,0.2,22.11,15.37,6.74
0RD00452122,2023-09-06,P0163,S008,C005780,1,9.26,0.1,8.33,4.93,3.41
0RD00701864,2023-01-19,P0045,S021,C017329,3,5.96,0.0,17.88,9.42,8.46
0RD00493055,2024-08-11,P0101,S084,C021626,2,7.87,0.0,15.74,8.66,7.08
0RD00780780,2023-09-15,P0030,S002,C005573,3,7.26,0.15,18.51,12.49,6.02
0RD00087742,2024-01-07,P0129,S002,C036657,1,9.14,0.15,7.77,4.92,2.85
0RD00546894,2023-01-12,P0028,S079,C037622,5,14.7,0.0,73.5,44.09,29.41
0RD00351040,2023-02-25,P0058,S097,C013041,4,11.14,0.0,44.56,26.39,18.17
0RD00454565,2024-01-20,P0020,S056,C046265,5,4.13,0.0,20.65,14.34,6.31
0RD00865992,2023-09-21,P0062,S023,C036951,3,12.78,0.0,38.34,22.05,16.29
0RD00649110,2023-06-20,P0105,S047,C049705,5,7.24,0.0,36.2,22.49,13.71
0RD00965509,2023-03-09,P0058,S055,C016274,1,4.92,0.0,4.92,3.38,1.54
0RD00379859,2024-04-27,P0009,S047,C019175,5,4.0,0.0,20.0,13.34,6.66
0RD00190865,2024-03-13,P0112,S048,C020730,3,9.46,0.0,28.38,17.39,10.99
0RD00170997,2024-03-27,P0091,S077,C048814,1,8.6,0.0,8.6,4.34,4.26
0RD00857896,2023-01-15,P0012,S023,C037731,4,10.68,0.1,38.45,23.25,15.2
0RD00969606,2023-02-28,P0012,S036,C001412,1,9.28,0.0,9.28,5.31,3.97
0RD00638467,2024-12-13,P0087,S028,C029003,5,8.37,0.0,41.85,24.59,17.26
0RD00862888,2024-11-07,P0177,S062,C019954,5,10.58,0.0,52.9,34.36,18.54
0RD00466062,2024-09-02,P0180,S087,C034639,1,6.47,0.2,5.18,3.04,2.14
0RD00186633,2023-07-11,P0162,S096,C006125,1,13.52,0.2,10.82,6.22,4.59
0RD00244647,2024-12-10,P0182,S021,C022573,4,10.14,0.15,34.48,20.01,14.46
0RD00344448,2023-08-22,P0143,S066,C034519,3,6.87,0.0,20.61,10.56,10.05
0RD00908995,2024-09-09,P0031,S013,C025001,1,9.85,0.0,9.85,6.67,3.18
0RD00062683,2023-12-29,P0013,S040,C020867,2,7.52,0.15,12.78,8.72,4.06
0RD00641741,2023-12-20,P0131,S072,C026316,3,12.97,0.0,38.91,22.87,16.04
0RD00171864,2024-01-21,P0097,S061,C048537,4,4.0,0.0,16.0,10.46,5.54
0RD00090042,2024-06-15,P0123,S014,C030485,2,11.44,0.0,22.88,13.75,9.13
0RD00319106,2023-07-08,P0076,S035,C022052,3,4.48,0.2,10.75,6.74,4.01
0RD00052005,2023-10-29,P0100,S069,C047608,4,12.79,0.1,46.04,25.72,20.32
0RD00494585,2024-02-24,P0099,S058,C040685,3,6.81,0.0,20.43,12.37,8.06
0RD00710643,2024-05-18,P0126,S048,C015545,2,5.93,0.0,11.86,7.93,3.93
0RD00094616,2023-01-11,P0050,S035,C011367,5,10.37,0.0,51.85,35.5,16.35
0RD00691564,2023-08-21,P0179,S017,C020211,4,11.55,0.0,46.2,25.97,20.23
0RD00471317,2024-06-10,P0028,S087,C023876,1,10.1,0.2,8.08,4.08,4.0
0RD00949541,2024-05-19,P0041,S093,C049881,2,9.67,0.0,19.34,10.35,8.99
0RD00022029,2024-12-13,P0174,S028,C033836,1,10.61,0.0,10.61,7.15,3.46
0RD00306734,2023-08-25,P0002,S014,C019398,2,6.57,0.0,13.14,7.31,5.83
0RD00793412,2023-09-08,P0073,S030,C041995,2,10.74,0.15,18.26,10.31,7.95
0RD00451689,2023-12-26,P0187,S079,C023173,3,7.11,0.0,21.33,11.68,9.65
0RD00034751,2024-02-07,P0162,S055,C000186,5,13.7,0.1,61.65,31.16,30.49
0RD00342123,2024-03-17,P0130,S072,C003018,4,9.69,0.1,34.88,20.13,14.75
0RD00791074,2023-10-17,P0123,S052,C028107,5,7.33,0.15,31.15,18.23,12.92
0RD00052781,2024-06-26,P0026,S006,C031820,3,5.13,0.0,15.39,9.48,5.91
0RD00800036,2024-01-27,P0150,S096,C007954,5,12.74,0.0,63.7,36.5,27.2
0RD00815796,2023-11-09,P0028,S033,C038492,5,3.85,0.0,19.25,12.26,6.99
0RD00956628,2023-03-13,P0039,S044,C013053,2,9.93,0.0,19.86,11.64,8.22
0RD00708601,2024-04-20,P0119,S056,C020125,5,5.16,0.0,25.8,15.57,10.23
0RD00687910,2023-03-05,P0049,S086,C049075,4,11.4,0.0,45.6,22.81,22.79
0RD00492601,2023-03-10,P0055,S038,C003777,1,11.02,0.15,9.37,5.76,3.61
0RD00451914,2023-07-11,P0054,S091,C031203,5,7.96,0.2,31.84,21.54,10.3
0RD00937658,2023-03-14,P0158,S067,C012102,3,6.89,0.0,20.67,14.24,6.43
0RD00960246,2023-06-25,P0131,S001,C039769,2,11.12,0.0,22.24,13.58,8.66
0RD00305720,2023-04-21,P0049,S070,C045976,2,5.69,0.0,11.38,6.61,4.77
0RD00525032,2024-08-06,P0130,S031,C005493,1,12.29,0.0,12.29,7.96,4.33
0RD00840784,2023-07-19,P0058,S089,C015774,5,11.34,0.0,56.7,36.67,20.03
0RD00815576,2024-09-28,P0081,S027,C009247,4,7.26,0.15,24.68,16.4,8.29
0RD00418056,2023-10-31,P0018,S054,C014392,2,14.37,0.0,28.74,17.94,10.8
0RD00981769,2024-12-15,P0016,S074,C040855,1,12.55,0.2,10.04,6.09,3.95
0RD00307178,2024-02-24,P0131,S085,C000863,5,4.45,0.2,17.8,12.17,5.63
0RD00479348,2024-04-18,P0051,S036,C026545,4,7.43,0.0,29.72,17.85,11.87
0RD00779188,2023-05-06,P0129,S041,C027033,3,12.64,0.0,37.92,19.81,18.11
0RD00790470,2024-12-05,P0154,S027,C048375,4,5.34,0.2,17.09,9.89,7.2
0RD00293904,2023-07-14,P0124,S003,C015737,2,10.51,0.0,21.02,14.14,6.88
0RD00032026,2024-07-28,P0150,S097,C034621,3,14.11,0.0,42.33,28.96,13.37
0RD00110564,2024-04-08,P0118,S097,C037230,2,12.6,0.0,25.2,13.32,11.88
0RD00471698,2024-01-25,P0119,S007,C009731,3,5.43,0.0,16.29,10.73,5.56
0RD00771439,2023-06-29,P0142,S022,C010264,4,3.39,0.1,12.2,7.78,4.43
0RD00166965,2023-06-05,P0141,S031,C028207,2,7.42,0.1,13.36,7.09,6.26
0RD00618636,2023-07-22,P0049,S091,C041647,3,4.41,0.0,13.23,8.03,5.2
0RD00131178,2023-04-13,P0169,S097,C047186,5,14.5,0.2,58.0,29.27,28.73
0RD00453466,2024-05-02,P0182,S047,C043490,5,7.58,0.0,37.9,26.39,11.51
0RD00977569,2024-07-16,P0144,S044,C038418,4,9.1,0.1,32.76,19.33,13.43
0RD00006684,2024-08-12,P0010,S094,C006179,1,5.83,0.1,5.25,3.62,1.63
0RD00329750,2024-10-10,P0100,S070,C022177,2,13.31,0.0,26.62,13.8,12.82
0RD00462610,2024-05-31,P0157,S099,C027705,3,12.34,0.0,37.02,20.05,16.97
0RD00632249,2024-07-02,P0193,S075,C008938,4,3.33,0.15,11.32,6.93,4.4
0RD00495704,2024-02-21,P0031,S090,C004883,4,10.02,0.0,40.08,21.06,19.02
0RD00400157,2024-10-23,P0017,S099,C033440,3,10.73,0.0,32.19,22.23,9.96
0RD00057969,2024-05-22,P0117,S070,C001386,4,9.42,0.1,33.91,18.25,15.66
0RD00350153,2023-03-31,P0031,S077,C030304,1,9.16,0.0,9.16,5.51,3.65
0RD00872743,2023-04-22,P0187,S020,C039463,3,3.89,0.2,9.34,6.09,3.24
0RD00434514,2023-12-14,P0160,S040,C003671,4,5.39,0.0,21.56,12.8,8.76
0RD00665860,2023-04-19,P0071,S003,C030212,3,8.73,0.15,22.26,14.2,8.06
0RD00262701,2024-06-30,P0034,S040,C027851,3,11.43,0.0,34.29,22.73,11.56
0RD00381094,2023-09-25,P0068,S008,C026885,5,9.33,0.15,39.65,25.13,14.52
0RD00673957,2023-06-04,P0088,S016,C001461,4,6.88,0.0,27.52,14.07,13.45
0RD00996475,2024-08-06,P0003,S045,C042932,4,10.28,0.0,41.12,20.72,20.4
0RD00386734,2024-08-13,P0110,S087,C047005,4,8.62,0.0,34.48,17.79,16.69
0RD00535275,2024-12-02,P0051,S034,C005676,3,11.14,0.2,26.74,14.25,12.49
0RD00859804,2024-03-28,P0169,S012,C005241,4,5.68,0.0,22.72,15.43,7.29
0RD00867964,2024-01-13,P0149,S010,C013640,1,6.67,0.0,6.67,4.06,2.61
0RD00601657,2023-02-10,P0162,S072,C003885,4,8.23,0.0,32.92,20.14,12.78
0RD00253806,2024-08-20,P0075,S039,C031455,3,9.07,0.1,24.49,12.97,11.52
0RD00905488,2023-04-11,P0118,S025,C027518,1,5.87,0.0,5.87,2.97,2.9
0RD00090354,2024-06-20,P0057,S047,C043003,1,10.01,0.15,8.51,4.46,4.05
0RD00558445,2023-03-23,P0011,S019,C008651,2,7.63,0.15,12.97,6.65,6.32
0RD00251832,2023-07-27,P0026,S066,C049073,4,5.67,0.0,22.68,14.55,8.13
0RD00699015,2023-01-04,P0110,S062,C043103,3,8.04,0.0,24.12,15.37,8.75
0RD00598225,2023-11-05,P0089,S013,C028587,2,12.16,0.0,24.32,16.87,7.45
0RD00123210,2024-03-20,P0073,S059,C013219,1,10.94,0.0,10.94,6.9,4.04
0RD00013142,2023-06-10,P0067,S045,C042880,3,10.65,0.0,31.95,19.65,12.3
0RD00749688,2023-06-04,P0105,S070,C022381,4,7.17,0.0,28.68,15.34,13.34
0RD00069361,2024-12-01,P0133,S078,C002173,2,13.43,0.0,26.86,15.62,11.24
0RD00040108,2024-05-31,P0177,S004,C034801,2,6.45,0.0,12.9,7.66,5.24
0RD00625109,2024-06-19,P0008,S017,C017101,3,12.09,0.15,30.83,16.35,14.48
0RD00238047,2024-07-17,P0080,S053,C041444,2,6.06,0.0,12.12,8.0,4.12
0RD00002458,2023-06-28,P0096,S089,C002253,5,8.42,0.1,37.89,25.11,12.78
0RD00630304,2023-12-18,P0180,S011,C045740,5,4.04,0.0,20.2,14.02,6.18
0RD00897961,2023-09-06,P0044,S038,C020897,5,3.58,0.0,17.9,12.0,5.9
0RD00814866,2023-12-19,P0178,S096,C045447,2,10.32,0.0,20.64,11.2,9.44
0RD00391956,2023-09-04,P0027,S028,C018924,4,10.91,0.0,43.64,22.65,20.99
0RD00197197,2023-12-02,P0111,S026,C008030,2,6.63,0.0,13.26,6.82,6.44
0RD00640487,2023-02-13,P0121,S080,C002097,1,10.82,0.0,10.82,6.53,4.29
0RD00233092,2024-03-15,P0020,S095,C031878,2,11.22,0.0,22.44,15.48,6.96
0RD00417170,2024-07-13,P0125,S031,C032125,1,4.38,0.0,4.38,2.57,1.81
0RD00679848,2024-12-01,P0152,S080,C012376,5,11.54,0.0,57.7,35.64,22.06
0RD00678654,2023-07-05,P0084,S094,C041251,4,10.24,0.15,34.82,23.52,11.3
0RD00276935,2023-07-06,P0153,S087,C006355,3,13.16,0.0,39.48,21.8,17.68
0RD00730906,2024-04-16,P0146,S010,C026318,1,9.17,0.0,9.17,6.05,3.12
0RD00719767,2023-12-09,P0065,S060,C020431,4,11.6,0.2,37.12,19.06,18.06
0RD00702625,2023-10-20,P0093,S071,C017146,2,6.05,0.15,10.29,6.39,3.9
0RD00715317,2023-01-10,P0149,S019,C026947,2,12.91,0.0,25.82,16.12,9.7
0RD00277374,2024-09-06,P0086,S016,C020342,3,6.84,0.0,20.52,10.59,9.93
0RD00803524,2024-02-08,P0151,S027,C048444,1,3.54,0.0,3.54,1.94,1.6
0RD00348874,2024-08-12,P0069,S091,C001740,5,13.68,0.0,68.4,41.92,26.48
0RD00778990,2023-01-04,P0108,S034,C000531,4,13.28,0.1,47.81,26.1,21.71
0RD00796798,2024-10-09,P0151,S035,C011937,1,13.96,0.0,13.96,7.55,6.41
0RD00542912,2023-09-20,P0011,S044,C037786,1,6.82,0.15,5.8,3.29,2.51
0RD00946951,2023-12-03,P0143,S006,C043244,3,3.24,0.0,9.72,6.28,3.44
0RD00172472,2023-01-31,P0132,S095,C045784,2,13.47,0.0,26.94,15.59,11.35
0RD00508251,2024-05-17,P0162,S080,C009641,2,12.67,0.0,25.34,17.17,8.17
0RD00872429,2024-05-11,P0129,S082,C033903,5,12.42,0.2,49.68,26.5,23.18
0RD00444108,2024-04-19,P0044,S023,C008873,1,5.12,0.2,4.1,2.73,1.37
0RD00423789,2023-07-06,P0077,S014,C043401,4,13.56,0.0,54.24,34.69,19.55
0RD00976591,2024-07-16,P0022,S028,C002020,2,5.32,0.2,8.51,4.5,4.01
0RD00730078,2024-03-19,P0092,S084,C001870,4,8.38,0.1,30.17,18.21,11.96
0RD00627837,2024-12-12,P0183,S010,C036020,5,8.26,0.0,41.3,21.31,19.99
0RD00760349,2024-07-08,P0105,S005,C022792,1,6.96,0.0,6.96,4.3,2.66
0RD00848232,2023-10-26,P0179,S073,C012184,4,4.82,0.0,19.28,13.13,6.15
0RD00292808,2023-07-10,P0174,S063,C015582,3,4.32,0.0,12.96,8.72,4.24
0RD00917219,2023-02-01,P0063,S014,C000188,5,12.51,0.0,62.55,36.35,26.2
0RD00114940,2024-12-15,P0192,S017,C015633,4,14.11,0.2,45.15,28.35,16.8
0RD00419833,2024-03-24,P0035,S078,C039585,4,8.89,0.1,32.0,19.47,12.53
0RD00020942,2024-10-24,P0090,S058,C025869,2,12.11,0.15,20.59,10.37,10.21
0RD00551171,2023-03-16,P0128,S017,C033858,2,10.74,0.15,18.26,12.75,5.51
0RD00157530,2024-03-03,P0140,S033,C017482,2,9.27,0.0,18.54,11.5,7.04
0RD00408897,2023-12-11,P0166,S004,C011015,4,7.66,0.0,30.64,19.6,11.04
0RD00219528,2023-07-03,P0096,S019,C039438,2,9.27,0.2,14.83,8.77,6.06
0RD00130043,2023-02-08,P0087,S018,C026723,1,7.34,0.2,5.87,3.91,1.96
0RD00037453,2024-03-08,P0145,S004,C015371,1,13.59,0.0,13.59,8.39,5.2
0RD00546950,2024-05-30,P0176,S032,C047039,2,9.84,0.2,15.74,8.85,6.9
0RD00497737,2023-04-01,P0189,S038,C040959,4,13.78,0.0,55.12,37.16,17.96
0RD00406685,2023-11-18,P0165,S061,C020862,3,11.59,0.0,34.77,23.32,11.45
0RD00350589,2024-05-05,P0106,S093,C010005,3,4.77,0.0,14.31,8.13,6.18
0RD00239079,2023-11-09,P0109,S064,C036360,3,3.05,0.0,9.15,6.21,2.94
0RD00414065,2023-11-20,P0056,S049,C045661,2,10.79,0.0,21.58,13.12,8.46
0RD00665062,2023-10-03,P0190,S036,C008753,5,6.27,0.0,31.35,16.43,14.92
0RD00258493,2023-12-05,P0080,S010,C048791,5,13.69,0.0,68.45,43.25,25.2
0RD00501289,2024-08-30,P0037,S098,C014571,1,7.0,0.0,7.0,3.66,3.34
0RD00265060,2023-10-07,P0071,S074,C040400,4,12.75,0.0,51.0,29.35,21.65
0RD00452062,2023-07-29,P0201,S021,C023020,2,9.09,0.1,16.36,10.27,6.1
0RD00928701,2023-08-09,P0195,S044,C045717,5,7.3,0.0,36.5,23.33,13.17
0RD00223968,2023-12-03,P0018,S006,C037651,2,10.93,0.0,21.86,13.34,8.52
0RD00986361,2024-08-12,P0157,S063,C045584,5,8.05,0.0,40.25,23.69,16.56
0RD00799468,2023-10-31,P0040,S023,C041070,2,5.29,0.15,8.99,5.0,3.99
0RD00726428,2023-03-12,P0146,S080,C035207,4,4.51,0.1,16.24,9.16,7.07
0RD00947392,2024-07-04,P0172,S048,C022480,5,5.75,0.2,23.0,13.53,9.47
0RD00484168,2024-10-21,P0003,S041,C024139,2,12.99,0.0,25.98,15.32,10.66
0RD00975154,2024-04-20,P0078,S038,C048678,3,8.09,0.0,24.27,16.46,7.81
0RD00022216,2023-01-08,P0081,S039,C027991,2,6.7,0.0,13.4,8.23,5.17
0RD00115160,2024-12-23,P0136,S077,C047855,2,6.05,0.15,10.29,5.84,4.44
0RD00496846,2023-05-26,P0137,S075,C004843,3,12.8,0.1,34.56,22.13,12.43
0RD00005415,2024-04-30,P0089,S036,C048431,3,5.35,0.0,16.05,10.01,6.04
0RD00212670,2023-04-14,P0068,S019,C024661,2,13.55,0.1,24.39,15.81,8.58
0RD00865323,2023-10-19,P0066,S082,C006292,5,3.32,0.15,14.11,9.47,4.64
0RD00915802,2023-06-26,P0098,S080,C025649,2,11.41,0.0,22.82,12.31,10.51
0RD00596485,2024-11-27,P0113,S087,C023389,2,12.29,0.0,24.58,16.2,8.38
0RD00518371,2023-11-18,P0049,S021,C033171,3,10.05,0.0,30.15,20.59,9.56
0RD00221143,2024-04-11,P0196,S049,C045388,2,4.35,0.0,8.7,5.4,3.3
0RD00627083,2023-08-10,P0102,S055,C000475,3,8.21,0.2,19.7,13.29,6.41
0RD00326876,2024-03-30,P0112,S018,C003949,4,4.12,0.0,16.48,8.42,8.06
0RD00415691,2024-03-09,P0057,S030,C020262,5,3.35,0.0,16.75,8.43,8.32
0RD00434653,2023-12-02,P0102,S065,C011190,1,12.47,0.2,9.98,6.85,3.12
0RD00507426,2024-06-15,P0150,S001,C039372,2,13.56,0.0,27.12,15.95,11.17
0RD00321723,2023-07-30,P0186,S041,C022411,4,6.69,0.0,26.76,14.34,12.42
0RD00931297,2023-05-06,P0104,S037,C035576,1,12.39,0.15,10.53,5.93,4.6
0RD00226826,2023-02-21,P0054,S022,C005381,2,12.66,0.0,25.32,17.44,7.88
0RD00415862,2023-10-07,P0042,S038,C026441,3,4.49,0.0,13.47,8.25,5.22
0RD00267655,2024-04-04,P0013,S013,C019682,5,8.61,0.0,43.05,23.3,19.75
0RD00635639,2023-11-22,P0198,S083,C010272,3,10.18,0.1,27.49,18.55,8.94
0RD00061624,2024-10-27,P0200,S053,C026821,5,3.78,0.0,18.9,9.86,9.04
0RD00404479,2024-06-06,P0134,S021,C001049,4,3.77,0.0,15.08,10.07,5.01
0RD00355532,2024-06-24,P0033,S059,C019115,5,12.93,0.0,64.65,33.41,31.24
0RD00832793,2023-05-18,P0106,S083,C009118,4,5.3,0.0,21.2,13.73,7.47
0RD00113453,2024-10-19,P0065,S090,C049999,1,4.84,0.2,3.87,2.24,1.63
0RD00081548,2024-09-06,P0192,S048,C049960,1,7.66,0.1,6.89,4.65,2.25
0RD00723785,2024-08-31,P0004,S084,C033187,4,10.32,0.2,33.02,19.47,13.56
0RD00778717,2024-06-15,P0007,S033,C044905,3,8.74,0.0,26.22,18.1,8.12
0RD00707479,2024-09-08,P0101,S021,C000968,2,12.62,0.0,25.24,16.93,8.31
0RD00817330,2024-06-14,P0179,S078,C048731,2,5.67,0.0,11.34,6.35,4.99
0RD00923442,2024-01-09,P0007,S094,C044860,5,5.09,0.2,20.36,10.75,9.61
0RD00177346,2024-06-17,P0035,S071,C004373,1,8.6,0.2,6.88,4.67,2.21
0RD00123803,2024-06-25,P0081,S052,C031067,1,10.22,0.0,10.22,5.4,4.82
0RD00538601,2024-08-25,P0172,S021,C003364,1,13.95,0.0,13.95,8.63,5.32
0RD00782084,2023-11-03,P0201,S001,C035909,4,12.0,0.2,38.4,19.99,18.41
0RD00062482,2023-08-19,P0063,S066,C008004,2,4.97,0.15,8.45,4.87,3.58
0RD00388338,2023-08-18,P0068,S017,C014420,2,5.23,0.1,9.41,5.18,4.23
0RD00788060,2023-03-27,P0177,S095,C024672,5,12.89,0.0,64.45,34.04,30.41
0RD00154466,2024-12-12,P0201,S012,C008739,1,14.21,0.0,14.21,7.21,7.0
