timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kWh,initial_soc,final_soc,energy_consumed_kWh,charging_power_kW,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward
1/11/2025 16:00,ST018,Highway,EV11024,Two-Wheeler,1/11/2025 16:00,1/11/2025 16:06,1/11/2025 18:25,6,40,38.28224412,100,24.68710235,11,139.3673016,8,67.25206768,13.73,0.490859899,Medium,Cloudy,Saturday,Off-Peak,62.33238632,CH10,High,-8.724616574
1/11/2025 16:15,ST005,Urban,EV11025,Bus,1/11/2025 16:15,1/11/2025 16:24,1/11/2025 19:58,9,40,36.56804158,99.02974821,24.98468265,7,214.1544227,5,59.63331583,9.36,0.428939404,Medium,Rainy,Saturday,Off-Peak,62.49514252,CH9,Low,-10.55848105
1/11/2025 16:30,ST009,Urban,EV11026,Car,1/11/2025 16:30,1/11/2025 16:35,1/11/2025 20:10,5,75,47.07586262,99.69585279,39.46499263,11,215.2635962,8,48.98759018,11.02,0.642526779,Medium,Cloudy,Saturday,Off-Peak,47.63784322,CH4,High,0.478285333
1/11/2025 16:45,ST020,Highway,EV11027,Car,1/11/2025 16:45,1/11/2025 16:52,1/11/2025 17:43,7,30,37.74658222,100,18.67602533,22,51.43196934,4,48.80501092,6.78,0.605227769,Medium,Cloudy,Saturday,Off-Peak,51.94517828,CH1,Low,-0.60416911
1/11/2025 17:00,ST013,Highway,EV11028,Two-Wheeler,1/11/2025 17:00,1/11/2025 17:13,1/11/2025 21:41,13,40,22.71089145,100,30.91564342,7,268.2630991,4,76.38167967,10.69,0.17379778,High,Rainy,Saturday,Peak,76.35308431,CH6,Low,-25.06240253
1/11/2025 17:15,ST001,Highway,EV11029,Two-Wheeler,1/11/2025 17:15,1/11/2025 17:26,1/11/2025 18:30,11,100,42.32008683,95.83971531,53.51962847,50,64.22355417,0,76.93306908,11.26,0.186038719,High,Cloudy,Saturday,Peak,81.62556047,CH4,Medium,-20.80545225
1/11/2025 17:30,ST017,Urban,EV11030,Bus,1/11/2025 17:30,1/11/2025 17:32,1/11/2025 18:13,2,30,58.64886902,100,12.40533929,22,41.92790138,5,66.67882014,6.77,0.359498192,High,Cloudy,Saturday,Peak,67.3078184,CH10,High,-7.05081827
1/11/2025 17:45,ST003,Urban,EV11031,Car,1/11/2025 17:45,1/11/2025 18:01,1/11/2025 19:30,16,100,21.86588521,96.17312991,74.3072447,50,89.16869363,3,85.15361169,8.83,0.14718206,High,Rainy,Saturday,Peak,86.58113083,CH8,High,-30.11526053
1/11/2025 18:00,ST001,Urban,EV11032,Car,1/11/2025 18:00,1/11/2025 18:01,1/11/2025 21:18,1,60,40.05129387,100,35.96922368,11,197.6048312,3,76.84443948,12.47,0.35407678,High,Rainy,Saturday,Peak,75.60832445,CH5,Medium,-7.246584501
1/11/2025 18:15,ST016,Highway,EV11033,Two-Wheeler,1/11/2025 18:15,1/11/2025 18:20,1/12/2025 3:05,5,75,17.63752158,99.45635127,61.36412226,7,525.9781908,9,86.31870188,6.44,0.346825004,High,Clear,Saturday,Peak,90.62929219,CH1,Medium,-16.35899024
1/11/2025 18:30,ST012,Highway,EV11034,Two-Wheeler,1/11/2025 18:30,1/11/2025 18:32,1/12/2025 1:15,2,60,22.77052104,100,46.33768737,7,403.1245134,4,100,12.29,0.38574739,High,Cloudy,Saturday,Peak,103.3496955,CH4,High,-12.4275783
1/11/2025 18:45,ST009,Urban,EV11035,Two-Wheeler,1/11/2025 18:45,1/11/2025 19:05,1/11/2025 20:57,20,30,26.3625154,95.00209204,20.59187299,11,112.3193072,4,78.81280702,5.2,0.25719795,High,Cloudy,Saturday,Peak,78.86338502,CH7,Low,-30.0466229
1/11/2025 19:00,ST018,Highway,EV11036,Car,1/11/2025 19:00,1/11/2025 19:12,1/11/2025 21:09,12,60,28.44412608,100,42.93352435,22,117.2126313,4,88.92589469,13.41,0.304793465,High,Clear,Saturday,Peak,86.00950258,CH6,Medium,-22.641375
1/11/2025 19:15,ST005,Urban,EV11037,Two-Wheeler,1/11/2025 19:15,1/11/2025 19:21,1/11/2025 21:46,6,60,55.51731732,99.97195577,26.67278307,11,145.4879077,3,77.21746723,7.52,0.308401519,High,Cloudy,Saturday,Peak,79.9123211,CH9,High,-13.69144788
1/11/2025 19:30,ST020,Urban,EV11038,Bus,1/11/2025 19:30,1/11/2025 19:40,1/11/2025 21:13,10,40,17.05830166,100,33.17667934,22,93.41734237,5,71.66182354,10.29,0.277034927,High,Clear,Saturday,Peak,69.64224053,CH10,Low,-18.52131691
1/11/2025 19:45,ST014,Highway,EV11039,Two-Wheeler,1/11/2025 19:45,1/11/2025 19:49,1/11/2025 20:30,4,60,49.48641309,100,30.30815215,50,41.50501184,3,80.26931295,9.53,0.253864781,High,Cloudy,Saturday,Peak,82.39962752,CH8,High,-13.93791917
1/11/2025 20:00,ST005,Urban,EV11040,Two-Wheeler,1/11/2025 20:00,1/11/2025 20:06,1/12/2025 0:44,6,40,18.35662087,99.46929564,32.44506991,7,278.1005992,11,90.76502965,11.2,0.263260001,High,Clear,Saturday,Peak,93.16299337,CH10,High,-21.75520591
1/11/2025 20:15,ST007,Urban,EV11041,Bus,1/11/2025 20:15,1/11/2025 20:21,1/11/2025 21:11,6,40,57.0629098,100,17.17483608,22,50.75398173,6,83.29085151,9.13,0.329273686,High,Rainy,Saturday,Peak,84.11638988,CH9,Low,-15.77995971
1/11/2025 20:30,ST014,Urban,EV11042,Two-Wheeler,1/11/2025 20:30,1/11/2025 20:40,1/12/2025 4:27,10,75,26.78932918,99.54009639,54.56307541,7,467.6835035,5,84.16162903,6.05,0.283746852,High,Rainy,Saturday,Peak,86.54116023,CH3,Medium,-20.81992024
1/11/2025 20:45,ST003,Urban,EV11043,Car,1/11/2025 20:45,1/11/2025 20:50,1/12/2025 1:57,5,75,25.55603404,100,55.83297447,11,307.2993806,4,98.6171762,7.97,0.147784911,High,Cloudy,Saturday,Peak,97.97107016,CH3,High,-22.2898879
1/11/2025 21:00,ST001,Highway,EV11044,Bus,1/11/2025 21:00,1/11/2025 21:17,1/11/2025 21:49,17,60,42.47552468,87.01439378,26.72332147,50,32.06798576,2,96.33165342,8.1,0.391389238,High,Cloudy,Saturday,Peak,92.51025451,CH5,Medium,-25.52465354
1/11/2025 21:15,ST009,Urban,EV11045,Car,1/11/2025 21:15,1/11/2025 21:25,1/11/2025 23:40,10,60,19.51916355,100,48.28850187,22,135.6355704,6,83.36284327,14.29,0.277089722,High,Clear,Saturday,Peak,84.66291463,CH3,Low,-21.35987701
1/11/2025 21:30,ST001,Highway,EV11046,Two-Wheeler,1/11/2025 21:30,1/11/2025 21:37,1/12/2025 0:43,7,75,55.29759596,100,33.52680303,11,186.9277797,11,100,7.87,0.155118502,High,Rainy,Saturday,Peak,98.78847465,CH10,Low,-27.84644494
1/11/2025 21:45,ST020,Urban,EV11047,Car,1/11/2025 21:45,1/11/2025 21:51,1/11/2025 22:13,6,30,10.49303642,72.36185736,18.56064628,50,22.27277554,5,68.00088356,13.96,0.340802744,High,Rainy,Saturday,Peak,64.39615136,CH1,Medium,-11.8760944
1/11/2025 22:00,ST003,Highway,EV11048,Car,1/11/2025 22:00,1/11/2025 22:12,1/12/2025 3:16,12,60,41.98085623,100,34.81148626,7,304.8046914,6,26.95479819,11.1,0.127319855,Low,Rainy,Saturday,Off-Peak,26.6939958,CH10,Medium,-16.571364
1/11/2025 22:15,ST012,Urban,EV11049,Bus,1/11/2025 22:15,1/11/2025 22:28,1/12/2025 9:52,13,100,20.53158611,100,79.46841389,7,684.4340015,5,23.07513221,7.08,0.294624081,Low,Cloudy,Saturday,Off-Peak,26.78700267,CH8,Low,-11.27630401
1/11/2025 22:30,ST006,Urban,EV11050,Car,1/11/2025 22:30,1/11/2025 22:42,1/12/2025 0:47,12,100,54.54284823,100,45.45715177,22,125.8886588,3,20.79098329,10.11,0.378722908,Low,Clear,Saturday,Off-Peak,24.53394889,CH7,Low,-6.296509416
1/11/2025 22:45,ST009,Highway,EV11051,Car,1/11/2025 22:45,1/11/2025 22:50,1/11/2025 23:27,5,40,18.63948259,96.03360714,30.95764982,50,37.14917978,5,22.93823848,8.03,0.314304483,Low,Rainy,Saturday,Off-Peak,18.49402521,CH4,Low,-2.658513217
1/11/2025 23:00,ST003,Urban,EV11052,Bus,1/11/2025 23:00,1/11/2025 23:23,1/12/2025 6:08,23,100,25.21838917,99.64992501,74.43153584,11,405.9901955,6,24.87889921,12.55,0.325243414,Low,Rainy,Saturday,Off-Peak,22.53434105,CH8,High,-21.21847741
1/11/2025 23:15,ST011,Highway,EV11053,Car,1/11/2025 23:15,1/11/2025 23:24,1/12/2025 2:24,9,30,30.97698223,100,20.70690533,7,180.8695452,4,18.28916459,5.74,0.367436162,Low,Cloudy,Saturday,Off-Peak,21.76597657,CH7,Low,-3.634748059
1/11/2025 23:30,ST020,Highway,EV11054,Two-Wheeler,1/11/2025 23:30,1/11/2025 23:41,1/12/2025 0:58,11,100,40.00072387,100,59.99927613,50,77.82408576,9,27.92228614,10.65,0.241151524,Low,Cloudy,Saturday,Off-Peak,23.40196173,CH7,High,-13.84991152
1/11/2025 23:45,ST019,Urban,EV11055,Two-Wheeler,1/11/2025 23:45,1/11/2025 23:45,1/12/2025 0:56,0,100,35.62373521,95.59234742,59.96861222,50,71.96233466,5,15.06775696,7.45,0.31137581,Low,Clear,Saturday,Off-Peak,11.05970226,CH8,Medium,3.827722897
1/12/2025 0:00,ST002,Urban,EV11056,Two-Wheeler,1/12/2025 0:00,1/12/2025 0:09,1/12/2025 4:04,9,100,13.67752395,100,86.32247605,22,235.8896129,5,18.76399963,7.85,0.242778009,Low,Rainy,Sunday,Off-Peak,23.30745915,CH7,High,-7.96945965
1/12/2025 0:15,ST002,Highway,EV11057,Two-Wheeler,1/12/2025 0:15,1/12/2025 0:29,1/12/2025 2:13,14,30,31.97241116,95.90630339,19.18016767,11,104.6190964,3,29.93443981,8.09,0.397568045,Low,Rainy,Sunday,Off-Peak,25.32060586,CH1,Low,-9.559846613
1/12/2025 0:30,ST010,Highway,EV11058,Bus,1/12/2025 0:30,1/12/2025 0:38,1/12/2025 1:35,8,100,50.47366048,98.13299323,47.65933275,50,57.1911993,4,21.37758183,13.33,0.197896077,Low,Cloudy,Sunday,Off-Peak,23.65592346,CH5,Medium,-8.338634051
1/12/2025 0:45,ST006,Highway,EV11059,Bus,1/12/2025 0:45,1/12/2025 0:54,1/12/2025 1:58,9,40,37.75092621,97.32794291,23.83080668,22,64.99310913,6,33.95766756,7.43,0.205941338,Low,Rainy,Sunday,Off-Peak,38.45947466,CH1,High,-12.61329337
1/12/2025 1:00,ST017,Urban,EV11060,Bus,1/12/2025 1:00,1/12/2025 1:00,1/12/2025 4:17,0,40,43.93879918,100,22.42448033,7,197.6649069,7,20.3108159,12.31,0.257334818,Low,Rainy,Sunday,Off-Peak,25.11988148,CH8,Low,0.157881371
1/12/2025 1:15,ST017,Urban,EV11061,Car,1/12/2025 1:15,1/12/2025 1:22,1/12/2025 3:50,7,30,11.25075759,100,26.62477272,11,148.2445992,9,26.28404445,7.1,0.332845559,Low,Rainy,Sunday,Off-Peak,26.14813544,CH9,Low,-6.771442114
1/12/2025 1:30,ST013,Highway,EV11062,Bus,1/12/2025 1:30,1/12/2025 1:36,1/12/2025 4:20,6,60,48.85805981,99.09173046,30.14020239,11,164.401104,4,27.12943035,5.18,0.349566419,Low,Cloudy,Sunday,Off-Peak,23.87642665,CH1,Low,-2.938893496
1/12/2025 1:45,ST015,Urban,EV11063,Bus,1/12/2025 1:45,1/12/2025 1:55,1/12/2025 9:57,10,100,10.76831254,99.14101069,88.37269815,11,482.032899,8,32.49218387,7.85,0.325741927,Low,Clear,Sunday,Off-Peak,27.79823884,CH5,Medium,-10.72617896
1/12/2025 2:00,ST006,Urban,EV11064,Car,1/12/2025 2:00,1/12/2025 2:09,1/12/2025 3:05,9,100,45.49477167,92.3801549,46.88538323,50,56.26245988,2,17.21034891,11.46,0.135279885,Low,Clear,Sunday,Off-Peak,21.69344271,CH8,High,-9.383673232
1/12/2025 2:15,ST012,Urban,EV11065,Two-Wheeler,1/12/2025 2:15,1/12/2025 2:29,1/12/2025 6:02,14,40,39.86746505,100,24.05301398,7,213.9829699,4,14.04368189,13.89,0.181000613,Low,Rainy,Sunday,Off-Peak,15.72304934,CH7,High,-13.37871797
1/12/2025 2:30,ST017,Urban,EV11066,Bus,1/12/2025 2:30,1/12/2025 2:37,1/12/2025 5:22,7,75,20.1233771,100,59.90746717,22,165.4635227,4,20.35091315,8.61,0.300799354,Low,Rainy,Sunday,Off-Peak,21.67684584,CH7,Low,-4.046202022
1/12/2025 2:45,ST006,Highway,EV11067,Two-Wheeler,1/12/2025 2:45,1/12/2025 2:45,1/12/2025 6:35,0,30,10.44074166,100,26.8677775,7,230.4369296,8,26.66501485,8.77,0.312180376,Low,Rainy,Sunday,Off-Peak,28.38167543,CH3,Low,0.032408297
1/12/2025 3:00,ST005,Urban,EV11068,Two-Wheeler,1/12/2025 3:00,1/12/2025 3:12,1/12/2025 8:39,12,75,48.18235163,99.18724434,38.25366953,7,327.888596,1,21.51372112,14.47,0.278560054,Low,Clear,Sunday,Off-Peak,23.09256047,CH7,Medium,-8.445942596
1/12/2025 3:15,ST010,Highway,EV11069,Bus,1/12/2025 3:15,1/12/2025 3:33,1/12/2025 4:48,18,75,18.29972303,100,61.27520772,50,75.93056736,9,31.88731401,12.58,0.1353937,Low,Rainy,Sunday,Off-Peak,35.21940858,CH3,Low,-24.81565181
1/12/2025 3:30,ST005,Urban,EV11070,Car,1/12/2025 3:30,1/12/2025 3:43,1/12/2025 10:54,13,60,17.79506218,100,49.32296269,7,431.2563706,4,23.88085734,5.55,0.386391254,Low,Rainy,Sunday,Off-Peak,20.16662995,CH5,Low,-8.184433848
1/12/2025 3:45,ST015,Highway,EV11071,Bus,1/12/2025 3:45,1/12/2025 3:48,1/12/2025 4:13,3,40,35.3115518,88.976067,21.46580608,50,25.75896729,3,15.12895178,14.69,0.159894593,Low,Rainy,Sunday,Off-Peak,10.72769804,CH1,High,-2.728952578
1/12/2025 4:00,ST016,Urban,EV11072,Car,1/12/2025 4:00,1/12/2025 4:10,1/12/2025 5:52,10,30,38.74767466,100,18.3756976,11,102.9393979,9,19.76851291,9.02,0.339722026,Low,Rainy,Sunday,Off-Peak,19.99548556,CH8,Medium,-8.262041807
1/12/2025 4:15,ST014,Highway,EV11073,Car,1/12/2025 4:15,1/12/2025 4:22,1/12/2025 6:04,7,100,16.44065369,100,83.55934631,50,102.2265381,2,25.50093245,14.79,0.313585896,Low,Rainy,Sunday,Off-Peak,25.43336741,CH10,Low,-3.692609597
1/12/2025 4:30,ST008,Highway,EV11074,Two-Wheeler,1/12/2025 4:30,1/12/2025 4:31,1/12/2025 5:34,1,100,45.436429,98.24499692,52.80856793,50,63.37028151,13,31.22510376,9.6,0.134805216,Low,Rainy,Sunday,Off-Peak,32.954282,CH9,Low,-9.700864268
1/12/2025 4:45,ST002,Urban,EV11075,Car,1/12/2025 4:45,1/12/2025 4:57,1/12/2025 9:48,12,40,14.29053859,99.17115386,33.95224611,7,291.0192524,3,25.91519143,13.46,0.241659352,Low,Clear,Sunday,Off-Peak,28.18473012,CH6,Low,-11.43325774
1/12/2025 5:00,ST005,Urban,EV11076,Two-Wheeler,1/12/2025 5:00,1/12/2025 5:14,1/12/2025 6:07,14,60,32.48627053,100,40.50823768,50,53.00676564,6,17.62855377,9.36,0.266752146,Low,Rainy,Sunday,Off-Peak,16.68011585,CH10,Medium,-12.52314637
1/12/2025 5:15,ST011,Urban,EV11077,Car,1/12/2025 5:15,1/12/2025 5:24,1/12/2025 6:25,9,75,35.68263359,100,48.23802481,50,61.47418207,8,22.68897698,12.32,0.177069342,Low,Clear,Sunday,Off-Peak,19.44100061,CH7,Low,-12.22571514
1/12/2025 5:30,ST006,Highway,EV11078,Two-Wheeler,1/12/2025 5:30,1/12/2025 5:44,1/12/2025 14:35,14,75,17.64435578,100,61.76673316,7,531.8239407,1,30.11661659,13,0.300391918,Low,Rainy,Sunday,Off-Peak,30.49856031,CH10,High,-11.51156577
1/12/2025 5:45,ST018,Urban,EV11079,Bus,1/12/2025 5:45,1/12/2025 5:54,1/12/2025 9:43,9,75,42.81199466,98.97272444,42.12054733,11,229.74844,3,25.95171178,14.29,0.146085566,Low,Rainy,Sunday,Off-Peak,22.75189223,CH10,Medium,-11.30777537
1/12/2025 6:00,ST002,Urban,EV11080,Bus,1/12/2025 6:00,1/12/2025 6:16,1/12/2025 7:29,16,30,54.50575682,99.11864892,13.38386763,11,73.00291436,7,18.20440729,5.81,0.292903894,Low,Cloudy,Sunday,Off-Peak,17.85564328,CH6,Medium,-14.35376464
1/12/2025 6:15,ST003,Highway,EV11081,Two-Wheeler,1/12/2025 6:15,1/12/2025 6:36,1/12/2025 8:47,21,40,39.74580105,99.97515657,24.09174221,11,131.409503,4,22.2889587,6.07,0.376962651,Low,Clear,Sunday,Off-Peak,25.33907169,CH5,Medium,-16.14891222
1/12/2025 6:30,ST005,Urban,EV11082,Two-Wheeler,1/12/2025 6:30,1/12/2025 6:36,1/12/2025 7:36,6,75,28.57597876,95.35343987,50.08309583,50,60.09971499,0,29.38510927,5.56,0.277429048,Low,Cloudy,Sunday,Off-Peak,32.96820368,CH6,High,-3.554150425
1/12/2025 6:45,ST014,Urban,EV11083,Two-Wheeler,1/12/2025 6:45,1/12/2025 7:03,1/12/2025 13:03,18,75,11.01399869,99.05044464,66.02733447,11,360.1490971,1,30.31988989,14.12,0.384751152,Low,Clear,Sunday,Off-Peak,33.57747447,CH10,Low,-13.02144343
1/12/2025 7:00,ST004,Urban,EV11084,Bus,1/12/2025 7:00,1/12/2025 7:13,1/12/2025 7:40,13,60,59.98366026,98.17900906,22.91720928,50,27.50065114,5,72.4860877,5.33,0.383749351,High,Rainy,Sunday,Peak,76.74349403,CH10,High,-18.484737
1/12/2025 7:15,ST010,Highway,EV11085,Two-Wheeler,1/12/2025 7:15,1/12/2025 7:16,1/12/2025 12:17,1,100,45.11980713,100,54.88019287,11,301.7667853,7,82.79150037,12.44,0.369114216,High,Cloudy,Sunday,Peak,87.05308367,CH5,High,-9.984873579
1/12/2025 7:30,ST019,Highway,EV11086,Car,1/12/2025 7:30,1/12/2025 7:34,1/12/2025 8:38,4,40,38.84547677,98.08144596,23.69438768,22,64.62105731,2,77.57547419,9.12,0.147627375,High,Rainy,Sunday,Peak,81.80228853,CH10,Medium,-16.0862736
1/12/2025 7:45,ST017,Highway,EV11087,Bus,1/12/2025 7:45,1/12/2025 7:57,1/12/2025 10:22,12,40,32.40643497,99.20605599,26.7198484,11,145.7446277,7,95.1713708,7.53,0.327632069,High,Clear,Sunday,Peak,95.78256821,CH10,Low,-24.7053121
1/12/2025 8:00,ST010,Urban,EV11088,Car,1/12/2025 8:00,1/12/2025 8:05,1/12/2025 13:38,5,75,16.53632583,98.03653439,61.12515642,11,333.4099441,6,92.42129662,11.15,0.354765743,High,Clear,Sunday,Peak,92.22396587,CH1,Medium,-15.84128702
1/12/2025 8:15,ST004,Urban,EV11089,Two-Wheeler,1/12/2025 8:15,1/12/2025 8:28,1/12/2025 8:46,13,30,51.78462936,100,14.46461119,50,18.39497742,6,76.28708544,10.64,0.259909168,High,Cloudy,Sunday,Peak,72.66607366,CH7,Low,-23.46014203
1/12/2025 8:30,ST011,Highway,EV11090,Two-Wheeler,1/12/2025 8:30,1/12/2025 8:31,1/12/2025 9:44,1,60,57.43280789,100,25.54031527,22,73.81146079,6,100,5.92,0.172201825,High,Rainy,Sunday,Peak,103.771586,CH4,Low,-18.83394525
1/12/2025 8:45,ST007,Highway,EV11091,Bus,1/12/2025 8:45,1/12/2025 8:59,1/12/2025 11:05,14,30,22.68347296,100,23.19495811,11,126.8622162,8,75.73903398,13.92,0.109318497,High,Clear,Sunday,Peak,79.69299665,CH5,Medium,-29.86825189
1/12/2025 9:00,ST017,Highway,EV11092,Car,1/12/2025 9:00,1/12/2025 9:10,1/12/2025 11:57,10,30,34.22364045,99.24612061,19.50674405,7,167.2006633,2,90.2727778,9.89,0.157284658,High,Clear,Sunday,Peak,85.42950154,CH6,Medium,-24.33601583
1/12/2025 9:15,ST013,Urban,EV11093,Car,1/12/2025 9:15,1/12/2025 9:24,1/12/2025 11:19,9,40,46.41577552,99.41180863,21.19841324,11,115.6277086,3,88.21833189,10.3,0.120696192,High,Clear,Sunday,Peak,92.90264465,CH6,Medium,-24.5227806
1/12/2025 9:30,ST016,Highway,EV11094,Car,1/12/2025 9:30,1/12/2025 9:38,1/12/2025 14:37,8,100,45.61970142,100,54.38029858,11,299.1992829,0,79.61432141,12.73,0.150515589,High,Rainy,Sunday,Peak,82.28927974,CH3,Medium,-19.4073966
1/12/2025 9:45,ST005,Highway,EV11095,Two-Wheeler,1/12/2025 9:45,1/12/2025 9:53,1/12/2025 21:41,8,100,16.66906183,99.32328494,82.65422311,7,708.4647695,11,87.89168451,7.53,0.211683897,High,Cloudy,Sunday,Peak,83.97319207,CH8,Medium,-24.72781999
1/12/2025 10:00,ST002,Highway,EV11096,Two-Wheeler,1/12/2025 10:00,1/12/2025 10:05,1/12/2025 17:03,5,100,50.65525236,99.4605802,48.80532784,7,418.3313815,1,64.27446024,8.01,0.489789148,High,Rainy,Sunday,Peak,64.794784,CH6,High,-3.661217614
1/12/2025 10:15,ST018,Urban,EV11097,Car,1/12/2025 10:15,1/12/2025 10:28,1/12/2025 12:28,13,100,55.57984433,99.88443064,44.30458632,22,120.83069,6,97.80349843,5.13,0.619124634,High,Rainy,Sunday,Peak,100.2364901,CH6,Medium,-16.98696067
1/12/2025 10:30,ST003,Urban,EV11098,Bus,1/12/2025 10:30,1/12/2025 10:39,1/12/2025 12:29,9,30,29.04425611,96.38636437,20.20263248,11,110.1961772,7,89.40015957,9.5,0.658669101,High,Clear,Sunday,Peak,93.92819805,CH6,Medium,-10.61995888
1/12/2025 10:45,ST018,Urban,EV11099,Two-Wheeler,1/12/2025 10:45,1/12/2025 10:53,1/12/2025 12:18,8,30,46.72341929,98.9026491,15.65376894,11,85.38419423,0,72.58070289,12,0.73050766,High,Rainy,Sunday,Peak,74.89415384,CH7,Low,-0.600910779
1/12/2025 11:00,ST020,Urban,EV11100,Bus,1/12/2025 11:00,1/12/2025 11:11,1/12/2025 11:47,11,30,58.46586016,100,12.46024195,22,36.33234575,5,50.96991808,7.92,0.662310921,Medium,Rainy,Sunday,Off-Peak,52.38611806,CH6,High,-3.824655994
1/12/2025 11:15,ST002,Highway,EV11101,Bus,1/12/2025 11:15,1/12/2025 11:23,1/12/2025 12:23,8,40,53.03633311,100,18.78546676,22,60.5204772,0,56.29815835,14.28,0.611522087,Medium,Clear,Sunday,Off-Peak,58.83619319,CH8,Low,-0.913969052
1/12/2025 11:30,ST012,Highway,EV11102,Bus,1/12/2025 11:30,1/12/2025 11:48,1/12/2025 12:50,18,75,28.55323674,97.80676439,51.94014574,50,62.32817489,9,66.0652848,10.08,0.564206656,Medium,Clear,Sunday,Off-Peak,69.72657232,CH9,Medium,-18.78685728
1/12/2025 11:45,ST006,Urban,EV11103,Bus,1/12/2025 11:45,1/12/2025 12:01,1/12/2025 16:01,16,60,26.19880533,99.75927331,44.13628079,11,240.7433498,6,49.4095887,7.56,0.664259156,Medium,Clear,Sunday,Off-Peak,48.05500841,CH4,Low,-8.954143071
1/12/2025 12:00,ST015,Urban,EV11104,Bus,1/12/2025 12:00,1/12/2025 12:08,1/12/2025 13:20,8,75,20.80942869,100,59.39292848,50,72.65338279,5,39.42058298,6.6,0.405691289,Medium,Rainy,Sunday,Off-Peak,42.24148313,CH3,Low,-6.213377911
1/12/2025 12:15,ST011,Highway,EV11105,Two-Wheeler,1/12/2025 12:15,1/12/2025 12:21,1/12/2025 12:50,6,30,11.11508524,93.79172317,24.80299138,50,29.76358965,9,46.18784649,11.21,0.47139363,Medium,Rainy,Sunday,Off-Peak,48.75668257,CH5,Medium,-5.595760406
1/12/2025 12:30,ST005,Urban,EV11106,Two-Wheeler,1/12/2025 12:30,1/12/2025 12:40,1/12/2025 18:42,10,75,10.59522344,99.10631668,66.38331993,11,362.090836,6,37.85040889,7.09,0.594328224,Medium,Rainy,Sunday,Off-Peak,33.71014624,CH3,Low,-2.740235071
1/12/2025 12:45,ST002,Highway,EV11107,Bus,1/12/2025 12:45,1/12/2025 12:45,1/12/2025 13:32,0,30,45.90031051,100,16.22990685,22,47.94733286,0,47.79338335,8.72,0.512021282,Medium,Rainy,Sunday,Off-Peak,45.53038964,CH9,Low,5.801961797
1/12/2025 13:00,ST001,Highway,EV11108,Car,1/12/2025 13:00,1/12/2025 13:07,1/12/2025 13:49,7,30,41.69077031,94.0692764,15.71355183,22,42.85514135,10,69.70575368,5.91,0.666897931,Medium,Rainy,Sunday,Off-Peak,67.53973062,CH10,Low,-5.934212792
1/12/2025 13:15,ST011,Highway,EV11109,Car,1/12/2025 13:15,1/12/2025 13:29,1/12/2025 14:53,14,30,47.2207357,98.77321986,15.46574525,11,84.35861044,3,51.64888734,6.28,0.50607235,Medium,Clear,Sunday,Off-Peak,55.00134282,CH9,High,-10.64760697
1/12/2025 13:30,ST010,Urban,EV11110,Two-Wheeler,1/12/2025 13:30,1/12/2025 13:39,1/12/2025 17:58,9,40,21.35745444,97.00499488,30.25901618,7,259.3629958,6,65.63925963,5.08,0.574995776,Medium,Cloudy,Sunday,Off-Peak,63.19970449,CH4,Medium,-7.877978636
1/12/2025 13:45,ST007,Urban,EV11111,Bus,1/12/2025 13:45,1/12/2025 13:58,1/12/2025 15:41,13,100,11.2404665,97.85888991,86.61842341,50,103.9421081,7,38.70704441,5.52,0.570969121,Medium,Cloudy,Sunday,Off-Peak,43.02530165,CH9,Medium,-7.112335255
1/12/2025 14:00,ST015,Urban,EV11112,Bus,1/12/2025 14:00,1/12/2025 14:07,1/12/2025 15:51,7,40,48.24239466,96.13488426,19.15699584,11,104.4927046,1,39.90133926,13.42,0.404145489,Medium,Clear,Sunday,Off-Peak,41.26604634,CH3,Medium,-3.355903183
1/12/2025 14:15,ST004,Urban,EV11113,Two-Wheeler,1/12/2025 14:15,1/12/2025 14:29,1/12/2025 18:47,14,40,24.91902568,100,30.03238973,7,258.8103956,2,37.60238854,10.1,0.611641307,Medium,Rainy,Sunday,Off-Peak,41.36442216,CH9,Low,-4.171238496
1/12/2025 14:30,ST007,Highway,EV11114,Two-Wheeler,1/12/2025 14:30,1/12/2025 14:31,1/12/2025 20:03,1,60,35.10063122,99.70767771,38.76422789,7,332.2648105,4,39.61519345,12.73,0.589749056,Medium,Cloudy,Sunday,Off-Peak,38.12663035,CH5,Low,6.76943299
1/12/2025 14:45,ST010,Urban,EV11115,Car,1/12/2025 14:45,1/12/2025 14:48,1/12/2025 16:36,3,30,58.54876649,100,12.43537005,7,108.282677,4,34.74627646,8.77,0.758319543,Medium,Clear,Sunday,Off-Peak,32.49264526,CH5,High,10.800331
1/12/2025 15:00,ST011,Highway,EV11116,Car,1/12/2025 15:00,1/12/2025 15:05,1/12/2025 19:58,5,75,26.90717691,98.68501865,53.83338131,11,293.6366253,6,56.22598125,7.04,0.773072761,Medium,Clear,Sunday,Off-Peak,53.87090998,CH1,Medium,3.946986579
