user_id,date,age,gender,height_cm,weight_kg,steps,calories_burned,sleep_hours,heart_rate_avg,workout_type,workout_duration_minutes,water_intake_liters,stress_level,mood
1894,2017-06-13,58,Male,158.6,97.5,17862,877.3,6.1,77,Gym,60,2.08,6,Tired
1360,2017-06-14,53,Male,159.7,80,13655,685.5,5.8,67,Gym,64,2.77,4,Neutral
1934,2017-06-15,23,Male,176.1,82.4,8968,578.1,8.2,79,Yoga,23,2.3,5,Neutral
1000,2017-06-16,33,Female,173.9,45,17292,900,7.7,82,Cycling,89,2.34,5,Happy
1386,2017-06-17,51,Male,167.2,99.8,15743,866.6,7.1,85,Running,64,2.01,1,Happy
1972,2017-06-18,40,Male,177.5,60.2,2368,266.1,6.4,80,Walking,77,2.18,6,Tired
1347,2017-06-19,59,Male,150,69.9,3226,335.5,8.6,76,Cycling,42,2.49,10,Neutral
1189,2017-06-20,41,Female,177.5,60.2,12688,693.2,8.4,88,Running,51,1.09,8,Tired
1504,2017-06-21,30,Male,172.4,54.6,4612,467.5,6.8,89,Cycling,82,0.89,5,Tired
1190,2017-06-22,35,Male,160,52,13199,706.1,9,64,Walking,27,2.54,10,Tired
1507,2017-06-23,30,Female,155.7,71.5,11034,646.3,6.7,93,Walking,44,0.56,6,Neutral
1368,2017-06-24,54,Female,171.2,45,12569,711.2,7.3,87,Yoga,52,2.36,5,Happy
1408,2017-06-25,56,Male,184.1,66.4,2059,224.3,6.1,66,Gym,85,2.24,1,Neutral
1823,2017-06-26,59,Male,167.7,85.9,19028,900,6.4,56,Gym,35,2.88,5,Neutral
1928,2017-06-27,34,Male,161.5,79.5,14115,755.8,6.1,87,Gym,74,2.03,2,Neutral
1933,2017-06-28,32,Male,171.9,76.5,19195,900,8,77,Yoga,55,3.6,4,Tired
1116,2017-06-29,35,Male,188.2,56.6,3193,337.5,7.6,70,Gym,26,3.09,2,Tired
1133,2017-06-30,40,Female,174.3,46.2,17551,883.1,5.4,78,Cycling,88,1.44,8,Neutral
1057,2017-07-01,47,Female,175.4,85.6,17128,877.9,7.8,87,Gym,27,2.3,7,Tired
1555,2017-07-02,51,Male,182.2,63.3,5182,403.9,9.7,55,Gym,22,3.57,9,Tired
1684,2017-07-03,21,Male,174.7,68.8,19928,900,6,76,None,0,2.01,4,Happy
1671,2017-07-04,20,Female,162.2,67,4868,441.1,5.9,76,Walking,55,2.46,5,Neutral
1172,2017-07-05,24,Male,152.6,80.1,9506,629.2,7,90,Yoga,49,3.48,9,Neutral
1828,2017-07-06,35,Male,160.8,97.6,6950,428.5,9.1,83,Yoga,34,2.12,9,Tired
1814,2017-07-07,59,Male,159,91.9,9914,650,6.3,83,Gym,87,3.29,2,Neutral
1148,2017-07-08,24,Male,176.6,45,15141,843.2,9.8,71,None,0,1.86,1,Neutral
1079,2017-07-09,57,Male,178,65.4,12537,698.8,5.4,82,Running,47,0.5,3,Neutral
1885,2017-07-10,23,Female,171.8,49.8,17154,812.5,7.3,70,Walking,61,3.36,10,Neutral
1212,2017-07-11,39,Male,157.3,84.1,3309,343,4.4,74,Gym,37,2.81,1,Tired
1202,2017-07-12,18,Male,187.9,70.1,7630,487.5,5.6,81,Running,24,2.85,6,Happy
1763,2017-07-13,21,Male,165.8,79.1,11693,695.5,6.7,76,Cycling,28,1.73,8,Tired
1228,2017-07-14,46,Female,176,64.1,15778,863.5,7.4,78,None,0,1.79,4,Happy
1675,2017-07-15,38,Female,170.5,54.4,12525,767,8.9,88,None,0,3.31,4,Neutral
1226,2017-07-16,43,Female,172.1,57,14416,723.6,6,71,Walking,75,2.67,10,Neutral
1658,2017-07-17,31,Female,175.7,47,19407,900,7.6,65,None,0,2.42,1,Neutral
1531,2017-07-18,26,Male,163,51,17733,900,5,66,Yoga,81,2.65,9,Neutral
1440,2017-07-19,29,Female,183.1,47.9,9629,620.9,8.5,64,Running,54,3.56,10,Neutral
1401,2017-07-20,59,Male,154.2,54.5,9360,670.2,9,91,Gym,59,3.01,8,Neutral
1046,2017-07-21,23,Male,159.6,53.6,13011,736.3,8.6,82,Running,70,2.17,3,Neutral
1232,2017-07-22,37,Female,182.9,75.9,8953,609.8,8.6,86,Yoga,79,1.52,3,Happy
1304,2017-07-23,41,Female,175.9,75.3,4301,380.5,6.9,84,Cycling,75,2.91,10,Tired
1525,2017-07-24,44,Female,195.4,75.9,12227,731.1,7.4,73,Running,60,1.85,4,Neutral
1142,2017-07-25,55,Female,170.7,87.6,7819,570.8,6.9,91,Gym,73,1.67,4,Neutral
1414,2017-07-26,25,Female,187,68.8,12782,764.2,6.9,68,Running,36,3.42,2,Neutral
1512,2017-07-27,18,Male,151.4,58.3,3769,275.2,5.9,95,None,0,3.11,4,Happy
1372,2017-07-28,41,Female,155.9,103.2,11492,639,7.4,76,Cycling,28,2.77,2,Neutral
1565,2017-07-29,24,Female,179,83.6,19564,900,7.6,93,Running,75,1.63,7,Tired
1885,2017-07-30,36,Female,152.6,72.3,4345,398.7,8.5,65,Cycling,42,3.75,5,Happy
1258,2017-07-31,39,Male,168,71.2,3665,344.1,7.6,71,Cycling,21,3.22,7,Happy
1655,2017-08-01,52,Female,181.7,74.3,11784,696.7,8.3,59,Walking,64,2.29,6,Neutral
1470,2017-08-02,47,Male,175,67,13366,679.5,5.9,85,Walking,84,2.14,2,Happy
1952,2017-08-03,46,Female,170.1,71.9,19926,900,9.1,78,Gym,57,2.55,2,Neutral
1970,2017-08-04,39,Female,165.5,77.5,10325,631.6,6.6,95,Gym,25,2.17,1,Tired
1011,2017-08-05,28,Male,172,59.1,6440,461.9,3.9,70,Gym,67,4.05,1,Tired
1329,2017-08-06,37,Female,175.8,45.5,8110,515.5,6.4,88,Cycling,63,2.23,5,Happy
1735,2017-08-07,46,Male,163.4,45,19815,900,7.9,76,Cycling,26,1.75,5,Happy
1783,2017-08-08,58,Male,173.7,83.3,18771,900,7.1,74,Walking,85,3.61,7,Neutral
1967,2017-08-09,59,Male,180.8,46.3,12495,683.6,4.1,72,None,0,2.1,1,Happy
1357,2017-08-10,51,Female,167.8,77,10629,714.6,7.3,67,Cycling,49,3.05,5,Tired
1971,2017-08-11,18,Female,170.7,52.7,16533,782,7.2,79,Walking,71,2.97,2,Happy
1407,2017-08-12,48,Female,174.8,52.9,19823,900,5.5,77,Running,55,2.46,10,Tired
1667,2017-08-13,47,Male,175.5,59.2,12365,733.7,7.8,59,Gym,54,1.82,1,Neutral
1372,2017-08-14,35,Female,178.8,72.9,13099,663,6.8,50,Gym,85,2.47,7,Tired
1007,2017-08-15,34,Male,159.9,50.7,2316,192.5,4.1,72,Yoga,69,1.68,3,Happy
1121,2017-08-16,55,Female,164.7,60.7,6204,498.9,8,87,None,0,2.48,9,Tired
1347,2017-08-17,31,Male,165.1,69.6,14512,843.5,7.3,77,Walking,23,3.04,5,Tired
1675,2017-08-18,40,Male,161,51.8,1684,202,9.3,62,Yoga,74,3.7,5,Happy
1089,2017-08-19,42,Male,152,91.4,7440,407.8,5.7,57,Gym,71,1.74,5,Neutral
1647,2017-08-20,32,Female,150,45,12735,648.5,6.7,87,Yoga,78,2.32,9,Tired
1697,2017-08-21,39,Male,182,66.7,4087,328.5,8.6,58,Running,39,2.13,10,Happy
1315,2017-08-22,20,Male,154.5,89.1,10867,730.4,5.6,83,Yoga,38,2.69,1,Tired
1177,2017-08-23,36,Male,185.7,50.1,19497,900,8.5,81,Running,27,1.43,5,Tired
1539,2017-08-24,51,Male,177.4,68.4,18341,900,8.6,91,Gym,86,1.85,10,Tired
1731,2017-08-25,52,Male,165.9,72,6778,507.2,7.5,69,Cycling,46,1.32,6,Neutral
1868,2017-08-26,18,Male,176.2,57.9,17029,900,6.8,84,Walking,27,1.49,9,Tired
1040,2017-08-27,38,Female,174.3,68.8,9079,531.9,6,89,Yoga,37,2.04,3,Happy
1739,2017-08-28,46,Female,159,78.4,4094,363.3,5.9,62,None,0,3.67,1,Happy
1703,2017-08-29,23,Male,169.9,63,15821,821.9,7.5,76,Running,65,2.74,8,Tired
1922,2017-08-30,54,Female,160.2,81.5,8582,570.2,3,75,None,0,2.55,9,Neutral
1501,2017-08-31,18,Female,176.5,75.9,10012,661.3,6.2,64,Gym,22,3.44,6,Happy
1958,2017-09-01,18,Male,162.8,61.3,1887,384.4,6,78,None,0,2.77,5,Neutral
1144,2017-09-02,44,Male,169,86.9,12920,697.3,5.5,63,None,0,2.83,8,Neutral
1200,2017-09-03,38,Male,168.6,58.9,7015,487.7,7.3,79,Gym,85,2.17,6,Happy
1928,2017-09-04,33,Female,171.2,82.8,15530,864.5,4.8,97,Cycling,20,2.05,6,Happy
1723,2017-09-05,57,Male,186.6,59.2,18259,900,8.8,73,None,0,1.58,9,Neutral
1460,2017-09-06,43,Female,167.6,65.3,13453,823.9,8.4,74,None,0,2.08,9,Tired
1731,2017-09-07,33,Male,182.2,67.6,8508,534.9,9,89,None,0,2.3,1,Neutral
1751,2017-09-08,45,Female,174.8,75.1,1556,242.4,6.2,88,Gym,64,2.74,2,Happy
1924,2017-09-09,18,Male,184.2,45,9900,664.8,7.3,69,None,0,2.47,1,Neutral
1908,2017-09-10,53,Male,166.6,76.9,1717,283.8,8.2,82,Gym,70,2.24,2,Happy
1557,2017-09-11,27,Female,177,68.5,4665,413.6,6.8,50,Cycling,80,1.86,3,Tired
1546,2017-09-12,34,Female,169.4,74.3,14891,792,6.2,65,Gym,23,2.78,2,Tired
1252,2017-09-13,40,Female,150,77.5,11336,699.8,7.2,86,None,0,2.15,6,Tired
1389,2017-09-14,24,Female,159.1,75.9,16014,797.3,6.7,70,Running,30,2.75,4,Tired
1593,2017-09-15,24,Female,175.8,45,7547,479,5.4,73,None,0,1.16,5,Tired
1882,2017-09-16,32,Female,175.2,54.1,6196,315.4,3.4,66,Yoga,76,2.74,10,Happy
1255,2017-09-17,51,Male,157.1,75,19403,900,5.6,64,Yoga,73,3.02,9,Neutral
1708,2017-09-18,21,Female,172.2,73,12971,765.4,3.5,50,Running,84,2.93,2,Tired
1814,2017-09-19,31,Male,175,58.2,19567,900,5.7,71,Yoga,66,2.36,3,Happy
1920,2017-09-20,31,Male,169.7,81.1,16216,802.4,9.1,80,None,0,3.14,10,Neutral
1449,2017-09-21,33,Female,177.3,66.2,11606,735.7,4.2,77,Gym,53,1.61,1,Neutral
1009,2017-09-22,24,Male,175.9,83.3,7691,514.6,7.7,67,None,0,2.44,2,Tired
1823,2017-09-23,49,Female,169.6,88.2,8045,606.5,8.8,61,Yoga,80,2.36,1,Tired
1797,2017-09-24,36,Female,164.9,74.2,11487,702.3,4.6,71,Yoga,39,3.23,9,Neutral
1241,2017-09-25,19,Male,180.4,78.3,2237,298.9,9.7,62,Gym,22,1.09,3,Neutral
1250,2017-09-26,27,Male,174.6,60.9,11309,744.1,6.9,67,Yoga,59,1.76,3,Happy
1876,2017-09-27,34,Female,156.2,83.4,7472,480.1,9,76,Gym,88,3.72,7,Tired
1004,2017-09-28,54,Female,172.2,73.3,4558,327.6,7.4,66,Cycling,42,0.8,1,Neutral
1118,2017-09-29,29,Male,158.5,65.6,6293,531.7,6.3,88,None,0,3.07,9,Neutral
1800,2017-09-30,23,Male,160.4,51.7,13811,782.7,3,65,Cycling,51,2.01,7,Tired
1373,2017-10-01,39,Male,163.5,62.7,19229,900,5.3,69,Yoga,43,2.68,9,Happy
1064,2017-10-02,49,Male,170.4,53.4,7362,538.5,8,83,Cycling,70,3.49,8,Happy
1145,2017-10-03,58,Female,173.7,81.4,14311,854.6,9.3,82,Yoga,77,2.71,5,Tired
1223,2017-10-04,37,Female,165.9,88.3,4182,341.7,4.9,80,Cycling,61,3.5,3,Happy
1238,2017-10-05,18,Female,166.3,83.7,15298,802.5,6.9,69,Yoga,54,2.16,9,Happy
1176,2017-10-06,23,Female,165,107.3,17847,900,6.3,81,Walking,51,2.25,5,Happy
1778,2017-10-07,36,Male,180.5,63.1,6760,461.1,7.6,83,None,0,3.05,9,Neutral
1852,2017-10-08,35,Male,150,78.9,8260,452,7.1,79,Running,64,2.19,3,Neutral
1281,2017-10-09,23,Female,166.9,52.3,1450,266.2,6.4,75,None,0,2.92,6,Happy
1062,2017-10-10,50,Female,185.4,67,14707,827.8,8,81,Cycling,68,3.33,2,Tired
1216,2017-10-11,40,Female,175.2,47.8,2915,282.6,6,74,Gym,53,3.11,3,Tired
1853,2017-10-12,40,Female,182.7,78.5,10115,558.9,7,79,Running,35,1.39,2,Tired
1826,2017-10-13,43,Female,150,64.7,8076,516.2,8.2,76,Yoga,30,2.26,2,Happy
1794,2017-10-14,30,Female,157.6,45,15814,871.8,5.9,60,Running,38,2.7,5,Tired
1688,2017-10-15,24,Female,175.1,59.7,1315,198.8,6.5,69,Gym,48,2.33,10,Neutral
1460,2017-10-16,32,Female,185.5,96.9,5793,548.5,6.2,96,Gym,73,2.56,4,Tired
1928,2017-10-17,44,Female,158.6,76.2,18760,885.4,7.7,56,None,0,2.71,4,Tired
1609,2017-10-18,43,Male,166.1,81.5,2262,261.9,7.5,91,Yoga,86,2.13,8,Neutral
1104,2017-10-19,50,Female,174,71.9,10319,669.5,6.2,81,None,0,2.36,6,Neutral
1098,2017-10-20,32,Male,155.5,67.3,14194,816.1,7.5,75,Cycling,75,1.67,10,Happy
1510,2017-10-21,53,Male,175.2,70.2,4468,422.7,3,58,Cycling,82,2.17,2,Happy
1384,2017-10-22,44,Female,150,73.7,14874,760.7,8.3,75,Walking,23,1.43,1,Happy
1404,2017-10-23,22,Female,174.9,53.6,13651,721.3,8.3,68,None,0,2.58,5,Happy
1822,2017-10-24,19,Male,160,81.4,15482,776.5,6.2,87,Gym,22,2.36,7,Happy
1517,2017-10-25,50,Male,165.5,86.8,5409,400.4,5.9,68,Walking,46,1.86,5,Neutral
1475,2017-10-26,33,Female,176.5,67.1,1547,281,6.9,72,Gym,63,3.75,4,Neutral
1976,2017-10-27,40,Male,174.5,62.2,5891,392.6,5.6,77,Walking,37,2.33,5,Neutral
1708,2017-10-28,55,Female,169.9,58.9,10721,541.4,5.9,69,None,0,2.7,10,Tired
1862,2017-10-29,33,Female,179.7,96.4,15436,875.9,7.5,85,Cycling,89,2.05,8,Tired
1644,2017-10-30,31,Female,153,63.2,17490,890.6,8.2,72,Gym,66,2.21,5,Tired
1869,2017-10-31,46,Male,172,79.8,6468,496.1,7.5,56,None,0,2.73,9,Happy
1770,2017-11-01,43,Male,162.1,67.2,15923,821.5,10,77,None,0,2.27,10,Tired
1436,2017-11-02,52,Female,179.2,66.3,2250,317.1,8.9,83,Cycling,42,2.5,7,Happy
1022,2017-11-03,32,Male,176.9,58.5,14264,886.9,8.1,89,Running,59,3.06,2,Happy
1996,2017-11-04,20,Male,177.2,55.4,2611,247.3,8,81,Cycling,34,2.14,9,Happy
1564,2017-11-05,40,Male,186.5,81.1,8928,518.2,7.1,87,Gym,76,1.57,2,Happy
1676,2017-11-06,46,Male,181.3,55.1,2790,266.6,7.8,80,Running,33,1.43,6,Tired
1713,2017-11-07,51,Male,168.4,76.9,1867,379.9,7.3,65,Walking,31,3.51,8,Neutral
1457,2017-11-08,50,Male,170,71.4,13445,736.9,8.6,67,Yoga,54,3.15,2,Happy
1082,2017-11-09,58,Male,176,81.3,1327,297.5,6.6,52,Gym,44,2.96,6,Tired
1144,2017-11-10,58,Female,171.4,60.9,4816,260.4,6.5,73,Yoga,21,2.19,5,Happy
1084,2017-11-11,40,Male,177.1,86.2,4148,384.6,8.8,82,Yoga,37,1.57,7,Happy
1077,2017-11-12,24,Male,150,67.9,16070,824.8,6.3,59,Running,54,2.3,10,Neutral
1456,2017-11-13,20,Male,188.8,108.9,12573,772.4,5.6,88,Walking,28,2.43,5,Happy
1877,2017-11-14,49,Male,170.6,45.8,11566,695.6,5.9,74,Cycling,30,1.71,3,Neutral
1000,2017-11-15,48,Male,153.8,106.4,19939,900,8.1,66,Running,86,1.47,6,Tired
1050,2017-11-16,35,Male,160.9,68.1,14157,845.3,10,59,Walking,88,1.29,7,Happy
1684,2017-11-17,24,Male,150,73.3,10322,696.5,5.7,92,Cycling,57,2.96,1,Neutral
1716,2017-11-18,58,Male,159.1,60.9,3482,414.6,8,87,Cycling,89,1.66,8,Happy
1771,2017-11-19,18,Female,168.6,46.5,4099,402.1,7.2,71,Walking,78,2.72,8,Happy
1445,2017-11-20,31,Male,185.1,62.1,12512,686.6,8.7,84,Cycling,85,2.22,4,Happy
1448,2017-11-21,49,Male,174.1,64.5,14675,798.6,8,73,Gym,60,2.91,8,Neutral
1880,2017-11-22,23,Male,172.3,72.7,10748,609.1,8.8,69,Gym,43,2.74,3,Tired
1487,2017-11-23,56,Male,158.6,86.8,12735,720.5,7.4,68,Running,69,2.34,5,Neutral
1799,2017-11-24,27,Female,161.8,72.9,14850,764.3,5.7,73,Cycling,24,2.59,3,Tired
1033,2017-11-25,24,Female,162.5,73.1,7732,500.8,6,71,Cycling,40,2.42,2,Neutral
1347,2017-11-26,43,Female,162.9,75.8,8985,666.6,7.3,76,Walking,25,2.07,5,Neutral
1094,2017-11-27,51,Female,166.5,45,13700,763.5,7.7,91,Gym,23,3.19,8,Tired
1071,2017-11-28,47,Female,167.2,45.1,7054,460.7,6.4,98,Yoga,28,2.2,9,Tired
1550,2017-11-29,53,Female,166.6,47.5,17952,863.1,10,63,Running,88,2.44,5,Tired
1153,2017-11-30,38,Female,163.3,64.4,2654,301.2,8.4,80,None,0,1.51,3,Neutral
1249,2017-12-01,34,Female,171.4,45,12428,734.4,3.9,77,Gym,28,2.69,3,Tired
1673,2017-12-02,50,Female,166.9,59.7,12311,699.3,6.8,80,Walking,37,2.07,8,Happy
1437,2017-12-03,27,Female,154,49.5,4733,386.6,5.5,70,Running,78,2.17,3,Happy
1117,2017-12-04,59,Female,170.3,77.3,7811,533.7,9.9,80,Yoga,62,1.91,9,Happy
1770,2017-12-05,29,Female,168.8,76.6,9342,593.4,3.7,61,None,0,2.41,10,Happy
1890,2017-12-06,33,Female,154.2,65.5,11464,693.8,7.6,109,Running,48,1.1,1,Tired
1305,2017-12-07,58,Female,164.1,45,16746,900,7.2,78,Gym,67,2.98,1,Tired
1267,2017-12-08,49,Female,176,66.4,13543,737.3,8.2,82,Yoga,70,2.47,5,Happy
1960,2017-12-09,32,Female,158.6,74.9,11300,645.1,7.5,64,None,0,2.17,4,Tired
1053,2017-12-10,44,Male,157.6,82.2,2795,311.8,10,68,Walking,55,1.42,3,Happy
1235,2017-12-11,45,Female,166.8,96.3,17192,900,8.4,60,Running,64,2.8,1,Neutral
1388,2017-12-12,34,Male,176.2,86.8,14708,844.4,4.2,90,Gym,54,2.06,7,Tired
1989,2017-12-13,19,Female,188.1,72.5,17383,878.5,9.1,64,Walking,25,3.41,1,Neutral
1733,2017-12-14,53,Female,176.6,65.7,9540,573.4,7.3,73,Yoga,56,2.84,6,Tired
1762,2017-12-15,24,Male,180.8,58.9,17328,852.4,9.1,74,Running,55,3.57,10,Tired
1824,2017-12-16,30,Female,173.5,90.3,7214,413.8,6.5,80,Cycling,35,2.6,2,Tired
1400,2017-12-17,32,Male,163.1,72.5,7145,423.9,5.4,62,Gym,41,3.25,4,Neutral
1623,2017-12-18,42,Male,176.5,79.5,3609,294.2,5.1,84,Gym,88,2.82,8,Neutral
1766,2017-12-19,40,Male,169.1,61.1,19610,900,8.6,87,Cycling,88,2.18,3,Happy
1302,2017-12-20,39,Female,173.8,51.4,14622,807.9,8.2,68,Walking,82,2.63,9,Neutral
1918,2017-12-21,43,Female,160.5,64,11298,598.4,6.1,75,Gym,38,1.92,5,Neutral
1206,2017-12-22,50,Female,174.7,65.5,4080,364.1,3,81,Walking,37,3.95,6,Happy
1228,2017-12-23,28,Male,168.8,72.9,1987,321.4,8.6,78,Yoga,36,2.43,2,Neutral
1852,2017-12-24,27,Male,172.3,58.9,18744,900,3.9,65,Cycling,60,2.52,1,Neutral
1909,2017-12-25,42,Female,169.1,70.4,8546,517.2,10,82,Walking,52,2.77,5,Happy
1577,2017-12-26,54,Female,167.2,87.7,16233,783.3,4.8,90,Yoga,74,1.74,1,Neutral
1074,2017-12-27,55,Female,174.8,45,2726,261.4,7,90,Running,43,3.42,4,Happy
1434,2017-12-28,58,Female,165.9,45,17149,900,7.3,81,Gym,59,1.78,8,Tired
1102,2017-12-29,41,Female,154.1,88.7,15268,836,7.5,83,Cycling,47,1.62,2,Tired
1421,2017-12-30,57,Male,151.3,48,14977,900,7.5,71,Running,86,2.38,6,Neutral
1703,2017-12-31,50,Male,171.8,64.3,1907,239.4,7.2,66,Running,58,1.6,10,Tired
1763,2018-01-01,34,Male,165.5,79.1,14764,866,6.3,74,Running,40,3.59,5,Neutral
1737,2018-01-02,41,Female,152.7,69.1,9390,539.2,6.7,98,Walking,56,2.34,1,Happy
1805,2018-01-03,54,Male,171.1,68.9,3455,313.1,6,70,Gym,21,0.5,8,Happy
1305,2018-01-04,19,Male,169.1,71.1,6208,584.4,7.2,79,Cycling,25,2.64,5,Happy
1097,2018-01-05,49,Male,165,107.8,8774,509.2,4.4,79,None,0,2.89,9,Tired
1849,2018-01-06,41,Male,172.5,96.7,15556,900,7.5,71,None,0,2.2,2,Happy
1797,2018-01-07,26,Male,183.2,59.6,16428,855.5,6.9,90,Gym,66,1.55,6,Happy
1334,2018-01-08,21,Female,182.8,85.8,4365,320.8,8.3,91,Gym,62,2.43,7,Neutral
1858,2018-01-09,34,Male,171.4,77.6,6951,406.5,6.5,102,Gym,59,2.16,1,Neutral
1434,2018-01-10,34,Female,169.2,69.7,16175,852.3,7.9,67,Yoga,30,1.82,10,Neutral
1446,2018-01-11,47,Female,171.6,56.4,12027,624.9,7.8,79,Yoga,33,1.76,4,Neutral
1993,2018-01-12,57,Female,173.1,76.8,10505,605.4,6.8,76,Yoga,21,2.61,2,Happy
1307,2018-01-13,28,Female,167.3,65.4,11094,548.5,7.5,68,Yoga,58,3.13,7,Neutral
1248,2018-01-14,38,Female,171.7,64.3,13167,744.4,5,68,Gym,82,2.82,3,Tired
1165,2018-01-15,38,Male,154.3,58.5,9769,513.6,9,77,Gym,82,1.29,9,Tired
1480,2018-01-16,35,Male,170.8,85,2020,277.8,6.2,70,None,0,2.93,8,Tired
1983,2018-01-17,46,Female,174.8,58.5,12845,644.6,6.7,65,Cycling,20,3.04,10,Neutral
1334,2018-01-18,41,Female,165.1,58.6,4844,455.1,5.4,76,None,0,3.48,7,Happy
1541,2018-01-19,27,Female,169,81.7,4573,277.4,5.8,64,None,0,1.84,8,Neutral
1758,2018-01-20,34,Male,158.9,67.8,11485,645.3,9.5,70,Cycling,58,2.46,1,Tired
1105,2018-01-21,35,Female,157.5,68.2,6442,485.7,7.2,79,Cycling,67,2.9,10,Neutral
1562,2018-01-22,59,Male,172.1,85.5,8914,574.5,6.6,74,None,0,2.13,6,Tired
1080,2018-01-23,37,Female,162.7,89.7,8951,495.7,6.5,72,None,0,2.89,7,Happy
1132,2018-01-24,54,Male,152.2,45,9802,505.1,7,93,None,0,2.48,7,Happy
1796,2018-01-25,35,Female,158.9,68.1,9520,619.9,8.1,89,Cycling,39,1.91,9,Happy
1899,2018-01-26,34,Male,160.3,48.8,1546,255.7,7.3,76,Cycling,62,1.97,7,Happy
1137,2018-01-27,26,Female,177.7,64.2,16530,807.6,7.3,65,Yoga,75,3.37,7,Happy
1183,2018-01-28,31,Male,171.8,69.9,9998,640.8,5.6,83,Gym,43,1.8,6,Neutral
1400,2018-01-29,46,Male,161.3,64.7,12465,670.5,6.6,100,Cycling,62,1.68,3,Happy
1329,2018-01-30,48,Male,164.1,54.6,16616,831.8,7.2,89,Walking,40,2.74,6,Neutral
1784,2018-01-31,21,Male,183.1,53.9,13717,705.3,7,62,Cycling,67,2.48,9,Tired
1507,2018-02-01,35,Male,179.4,80.9,16425,819,6.4,73,Cycling,85,1.58,10,Tired
1851,2018-02-02,37,Male,158.8,93,5901,396.3,6.2,68,Gym,35,2.14,3,Happy
1983,2018-02-03,26,Male,181.6,45,12842,730.1,7.7,66,None,0,1.93,3,Neutral
1068,2018-02-04,30,Female,169.2,65.1,6708,545.9,7.7,86,Yoga,40,2.05,7,Happy
1545,2018-02-05,32,Female,178,81,3082,253.4,8.5,86,Running,71,4.27,7,Tired
1773,2018-02-06,44,Female,168.4,69.5,10795,614.7,7.3,93,None,0,2.29,5,Neutral
1052,2018-02-07,32,Female,181.9,53.3,13541,733.4,3.9,82,None,0,1.88,8,Tired
1449,2018-02-08,45,Female,158.4,62.8,1260,273.6,10,75,Gym,77,3.92,8,Neutral
1204,2018-02-09,54,Male,167.4,74.5,14567,832.1,7,77,Yoga,24,3.12,2,Tired
1125,2018-02-10,36,Male,182.2,65.4,6982,471.3,6.4,66,Walking,61,3.01,6,Happy
1746,2018-02-11,43,Male,150,69.3,1500,228.1,6.9,89,Running,49,1.92,5,Happy
1042,2018-02-12,43,Male,169.5,69.7,2015,309.5,6.4,68,Yoga,28,3.33,4,Happy
1751,2018-02-13,42,Male,166.1,62.1,11525,579,5.8,71,None,0,3.07,7,Tired
1970,2018-02-14,43,Female,176.8,82.2,4963,291.3,7.9,72,Yoga,70,2.6,4,Tired
1882,2018-02-15,43,Female,180.7,62.8,12866,844.2,6.8,50,Gym,76,1.3,5,Tired
1110,2018-02-16,45,Female,177.3,54.9,13247,689.5,6.9,84,Yoga,80,2.49,8,Happy
1760,2018-02-17,35,Female,172.4,103.4,3706,327.6,3.2,66,Cycling,25,3.71,5,Tired
1662,2018-02-18,49,Male,170.4,68.8,16272,878.1,6.7,82,Yoga,45,2.65,9,Tired
1182,2018-02-19,20,Male,166.6,45,3099,341.3,5.4,71,Running,25,2.24,10,Happy
1847,2018-02-20,19,Male,172.1,88.8,7386,539.7,6.2,70,Yoga,72,2.34,2,Tired
1094,2018-02-21,50,Female,184.6,88.8,6338,500.4,7.4,64,Walking,80,2.39,2,Neutral
1970,2018-02-22,59,Male,161.7,76.9,19949,900,6.1,89,Cycling,52,1.94,9,Tired
1373,2018-02-23,36,Female,166,79.5,9300,635.5,6.3,91,Running,64,2.47,2,Happy
1911,2018-02-24,34,Male,169.2,102.4,5297,437.4,7.1,85,Running,59,3.51,3,Neutral
1519,2018-02-25,50,Male,180,55.6,9405,595.1,6.2,78,None,0,3.43,6,Happy
1899,2018-02-26,29,Female,172.2,72,16094,864.9,5.4,76,Gym,64,1.97,4,Happy
1359,2018-02-27,20,Male,179.8,99.5,16201,736.4,4.4,86,Gym,57,3.39,8,Happy
1899,2018-02-28,43,Male,180.3,102.7,13614,734.1,7.5,74,Cycling,48,3.03,8,Neutral
1695,2018-03-01,52,Female,175.9,64.5,14361,726.1,6.2,88,Running,27,2.94,2,Neutral
1280,2018-03-02,25,Male,159.4,100.2,2040,226.1,4.5,65,None,0,2.8,2,Happy
1194,2018-03-03,53,Female,186.6,82,13810,728,8.9,85,Walking,70,1.85,3,Tired
1863,2018-03-04,24,Male,184.1,92.4,8988,600.8,7.5,88,Yoga,25,2.22,2,Neutral
1194,2018-03-05,53,Male,170.6,81.5,8559,556.7,5.2,64,Yoga,66,3.08,5,Happy
1666,2018-03-06,33,Male,156.2,74.6,18371,900,5.9,67,Yoga,68,1.66,1,Tired
1092,2018-03-07,41,Male,154.4,103.1,1503,237.8,8.6,75,Gym,51,1.77,7,Happy
1671,2018-03-08,18,Male,172.5,62.1,6344,472.6,6.7,79,Running,73,2.71,8,Neutral
1945,2018-03-09,42,Male,163,98.5,9947,587.9,6.4,69,Running,55,1.95,4,Neutral
1060,2018-03-10,27,Male,152.8,100.9,10533,668.8,8.1,76,Walking,38,3.08,7,Tired
1633,2018-03-11,33,Male,154.2,90.4,15808,867.1,6.7,54,Gym,56,1.97,9,Neutral
