job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category
AI Researcher,Australia,Senior,Master,2035,83672.21,0.25,Deep Learning,84,19108,2,High,Low Risk
Cloud Engineer,Australia,Mid,Master,2027,37600.85,0.37,AWS,61,11997,1,High,Medium Risk
AI Researcher,Canada,Entry,PhD,2020,26827.99,0.1,Deep Learning,76,1870,1,High,Low Risk
Business Analyst,India,Entry,PhD,2027,7244.0,0.77,Excel,88,31957,0,Low,High Risk
Cloud Engineer,UK,Entry,Master,2019,25729.1,0.29,AWS,72,30866,1,High,Low Risk
ML Engineer,USA,Entry,PhD,2015,26639.13,0.15,Python,80,14878,2,High,Low Risk
ML Engineer,Australia,Mid,PhD,2028,46356.46,0.28,Python,78,7771,2,High,Low Risk
ML Engineer,USA,Entry,PhD,2028,42255.71,0.28,Python,69,37203,2,High,Low Risk
Business Analyst,Australia,Senior,Master,2034,44520.86,0.84,Excel,82,44391,1,High,High Risk
ML Engineer,UK,Senior,Master,2032,69024.98,0.32,Python,92,2848,2,High,Medium Risk
Business Analyst,UK,Mid,Bachelor,2020,22261.31,0.7,Excel,60,10259,0,High,High Risk
AI Researcher,Canada,Entry,PhD,2030,31047.64,0.2,Deep Learning,93,4791,2,High,Low Risk
Software Engineer,Australia,Senior,Master,2028,48005.34,0.48,Java,74,18888,1,High,Medium Risk
DevOps Engineer,Canada,Mid,Bachelor,2016,29656.44,0.21,Docker,67,19074,1,High,Low Risk
Product Manager,UK,Senior,Master,2018,49209.11,0.33,Strategy,60,31826,2,High,Medium Risk
Product Manager,UK,Senior,Bachelor,2019,57357.4,0.34,Strategy,70,48966,2,High,Medium Risk
DevOps Engineer,Germany,Mid,PhD,2017,29342.97,0.22,Docker,91,42692,2,High,Low Risk
DevOps Engineer,Canada,Entry,Bachelor,2030,29685.15,0.35,Docker,99,29054,2,High,Medium Risk
Data Scientist,Australia,Senior,PhD,2033,67700.83,0.43,Python,81,14233,2,High,Medium Risk
Cybersecurity Analyst,Canada,Entry,Master,2032,22509.64,0.32,Security,67,26832,1,High,Medium Risk
Data Analyst,UK,Mid,PhD,2030,23301.81,0.7,SQL,70,24383,0,High,High Risk
Product Manager,Australia,Mid,Master,2026,37415.49,0.41,Strategy,61,26662,1,High,Medium Risk
Cybersecurity Analyst,Germany,Entry,Bachelor,2034,21212.21,0.34,Security,98,38531,2,High,Medium Risk
Cybersecurity Analyst,Australia,Senior,Master,2016,36147.7,0.16,Security,65,12410,2,High,Low Risk
Business Analyst,Canada,Entry,PhD,2016,12314.69,0.66,Excel,87,45993,1,Medium,High Risk
Cybersecurity Analyst,Australia,Senior,Bachelor,2024,44765.67,0.24,Security,96,33323,2,High,Low Risk
Business Analyst,USA,Entry,PhD,2017,17635.13,0.67,Excel,95,30964,1,Medium,High Risk
Cybersecurity Analyst,Germany,Entry,PhD,2023,16638.44,0.23,Security,91,30648,2,Medium,Low Risk
Cybersecurity Analyst,Germany,Entry,PhD,2018,16882.55,0.18,Security,78,22689,1,Medium,Low Risk
Product Manager,India,Senior,PhD,2019,18462.69,0.34,Strategy,99,31391,1,Medium,Medium Risk
Business Analyst,Germany,Entry,Master,2022,14652.93,0.72,Excel,60,2961,0,Medium,High Risk
Business Analyst,India,Senior,Bachelor,2025,13222.45,0.75,Excel,99,11848,0,Medium,High Risk
Data Scientist,India,Senior,Bachelor,2030,23644.36,0.4,Python,67,5567,1,High,Medium Risk
AI Researcher,UK,Entry,PhD,2029,35259.03,0.19,Deep Learning,63,21389,1,High,Low Risk
ML Engineer,India,Senior,PhD,2026,21841.94,0.26,Python,68,44919,1,High,Low Risk
Data Analyst,Australia,Mid,Bachelor,2016,17387.25,0.56,SQL,90,23999,1,Medium,Medium Risk
ML Engineer,UK,Mid,Master,2024,41318.66,0.24,Python,84,41446,2,High,Low Risk
Business Analyst,Australia,Senior,Bachelor,2027,38567.71,0.77,Excel,83,32349,1,High,High Risk
AI Researcher,UK,Mid,Bachelor,2031,55616.52,0.21,Deep Learning,85,42875,2,High,Low Risk
AI Researcher,USA,Mid,Master,2027,65021.87,0.17,Deep Learning,69,32954,2,High,Low Risk
Cloud Engineer,Canada,Senior,Bachelor,2018,50542.65,0.28,AWS,64,22698,2,High,Low Risk
DevOps Engineer,Australia,Mid,Master,2034,46797.72,0.39,Docker,75,49240,2,High,Medium Risk
Cybersecurity Analyst,Germany,Mid,Master,2018,20878.11,0.18,Security,71,13392,1,High,Low Risk
Cybersecurity Analyst,Australia,Senior,Master,2029,50482.22,0.29,Security,85,14998,2,High,Low Risk
Software Engineer,Australia,Senior,PhD,2021,42171.48,0.41,Java,90,13721,2,High,Medium Risk
DevOps Engineer,Germany,Senior,PhD,2020,48863.57,0.25,Docker,82,21566,2,High,Low Risk
Cloud Engineer,Canada,Entry,PhD,2015,19214.62,0.25,AWS,60,43229,1,Medium,Low Risk
Data Scientist,USA,Mid,Bachelor,2031,48594.72,0.41,Python,89,21354,2,High,Medium Risk
Data Scientist,Australia,Mid,Master,2022,31638.33,0.32,Python,84,30523,2,High,Medium Risk
Cybersecurity Analyst,Germany,Entry,Bachelor,2015,15859.57,0.15,Security,81,14780,1,Medium,Low Risk
Product Manager,USA,Entry,PhD,2021,34808.59,0.36,Strategy,92,46939,2,High,Medium Risk
Product Manager,Australia,Entry,PhD,2018,22686.39,0.33,Strategy,74,41953,1,High,Medium Risk
Data Scientist,Canada,Entry,Master,2035,27954.86,0.45,Python,74,26901,1,High,Medium Risk
Product Manager,India,Entry,PhD,2020,9502.34,0.35,Strategy,83,26464,1,Low,Medium Risk
Cybersecurity Analyst,Germany,Mid,PhD,2017,22029.99,0.17,Security,65,36440,1,High,Low Risk
Business Analyst,Germany,Mid,PhD,2025,20680.88,0.75,Excel,82,2987,0,High,High Risk
Cybersecurity Analyst,India,Entry,Master,2016,6228.29,0.16,Security,80,14026,1,Low,Low Risk
AI Researcher,UK,Mid,Bachelor,2023,45737.26,0.13,Deep Learning,82,43946,2,High,Low Risk
Cybersecurity Analyst,India,Mid,Bachelor,2030,12105.26,0.3,Security,69,8347,1,Medium,Medium Risk
Software Engineer,Canada,Mid,Bachelor,2035,33776.95,0.55,Java,70,5668,1,High,Medium Risk
Business Analyst,USA,Entry,PhD,2028,25173.4,0.78,Excel,96,48159,1,High,High Risk
Software Engineer,Canada,Senior,Bachelor,2029,45776.57,0.49,Java,97,21316,2,High,Medium Risk
Cybersecurity Analyst,USA,Entry,Bachelor,2017,20866.03,0.17,Security,61,25000,1,High,Low Risk
Product Manager,Australia,Mid,Master,2015,32290.17,0.3,Strategy,89,6898,1,High,Medium Risk
Business Analyst,India,Senior,PhD,2015,10567.81,0.65,Excel,71,5006,0,Medium,High Risk
Data Analyst,Australia,Mid,Master,2019,16955.65,0.59,SQL,67,7078,0,Medium,Medium Risk
Cloud Engineer,UK,Senior,Bachelor,2031,69213.68,0.41,AWS,87,4961,2,High,Medium Risk
Business Analyst,UK,Mid,Master,2017,21995.84,0.67,Excel,98,32417,1,High,High Risk
DevOps Engineer,India,Entry,Master,2030,10510.92,0.35,Docker,93,47326,1,Medium,Medium Risk
Data Scientist,Canada,Senior,Master,2025,46803.21,0.35,Python,84,43571,2,High,Medium Risk
Cybersecurity Analyst,UK,Entry,PhD,2035,26781.74,0.35,Security,81,22031,1,High,Medium Risk
Data Scientist,Germany,Senior,Master,2017,43640.98,0.27,Python,60,21288,1,High,Low Risk
Business Analyst,Germany,Senior,Bachelor,2020,28001.23,0.7,Excel,80,6454,0,High,High Risk
DevOps Engineer,USA,Mid,PhD,2021,46146.4,0.26,Docker,97,44618,2,High,Low Risk
Cybersecurity Analyst,Australia,Mid,Bachelor,2035,35624.42,0.35,Security,67,40613,1,High,Medium Risk
Cloud Engineer,UK,Entry,PhD,2029,32487.1,0.39,AWS,76,9848,1,High,Medium Risk
Software Engineer,India,Entry,Bachelor,2015,6721.58,0.35,Java,73,21908,1,Low,Medium Risk
Product Manager,India,Mid,Master,2017,13021.14,0.32,Strategy,73,43222,1,Medium,Medium Risk
DevOps Engineer,Australia,Mid,Master,2032,39722.85,0.37,Docker,74,10968,1,High,Medium Risk
Business Analyst,USA,Entry,Master,2016,16872.27,0.66,Excel,94,10275,1,Medium,High Risk
Cloud Engineer,Australia,Entry,Master,2018,20932.71,0.28,AWS,81,1406,1,High,Low Risk
Software Engineer,Australia,Senior,PhD,2029,52085.83,0.49,Java,85,25366,2,High,Medium Risk
DevOps Engineer,India,Senior,PhD,2022,18964.48,0.27,Docker,79,5485,1,Medium,Low Risk
Data Scientist,USA,Senior,Bachelor,2030,70967.06,0.4,Python,77,10603,2,High,Medium Risk
Data Analyst,UK,Senior,Bachelor,2022,30871.25,0.62,SQL,73,15719,1,High,High Risk
ML Engineer,USA,Entry,PhD,2016,28702.14,0.16,Python,74,13306,1,High,Low Risk
Cybersecurity Analyst,USA,Mid,PhD,2020,36084.42,0.2,Security,94,24888,2,High,Low Risk
Product Manager,USA,Entry,Bachelor,2030,42064.95,0.45,Strategy,79,19019,1,High,Medium Risk
Product Manager,Canada,Entry,Bachelor,2021,25593.19,0.36,Strategy,99,47999,2,High,Medium Risk
AI Researcher,Germany,Senior,PhD,2027,67782.88,0.17,Deep Learning,76,48466,2,High,Low Risk
Cloud Engineer,USA,Senior,PhD,2032,95264.57,0.42,AWS,94,38663,2,High,Medium Risk
ML Engineer,Germany,Entry,Bachelor,2033,33957.18,0.33,Python,65,48929,1,High,Medium Risk
ML Engineer,Germany,Entry,Bachelor,2023,26236.77,0.23,Python,96,40791,2,High,Low Risk
ML Engineer,UK,Entry,PhD,2026,29510.79,0.26,Python,63,34575,1,High,Low Risk
DevOps Engineer,India,Mid,Bachelor,2033,15060.13,0.38,Docker,87,31607,1,Medium,Medium Risk
Data Analyst,India,Entry,PhD,2034,5989.88,0.74,SQL,85,26883,0,Low,High Risk
AI Researcher,India,Entry,Master,2017,9681.26,0.07,Deep Learning,61,14598,1,Low,Low Risk
Data Analyst,USA,Entry,Bachelor,2035,21618.31,0.75,SQL,67,5887,0,High,High Risk
Product Manager,Germany,Mid,PhD,2030,45595.07,0.45,Strategy,90,15536,2,High,Medium Risk
ML Engineer,India,Entry,PhD,2023,10026.55,0.23,Python,61,37343,1,Medium,Low Risk
DevOps Engineer,UK,Mid,Bachelor,2020,33570.71,0.25,Docker,98,34769,2,High,Low Risk
Product Manager,Australia,Entry,PhD,2020,24078.36,0.35,Strategy,75,20229,1,High,Medium Risk
Business Analyst,Canada,Entry,PhD,2024,16996.55,0.74,Excel,77,32601,0,Medium,High Risk
Cloud Engineer,UK,Entry,PhD,2022,27013.39,0.32,AWS,88,17806,1,High,Medium Risk
Software Engineer,USA,Senior,Bachelor,2034,77617.1,0.54,Java,82,11589,2,High,Medium Risk
Cloud Engineer,Canada,Senior,Bachelor,2029,61408.96,0.39,AWS,63,4164,1,High,Medium Risk
Software Engineer,Germany,Entry,Bachelor,2018,18592.61,0.38,Java,91,39505,1,Medium,Medium Risk
ML Engineer,Australia,Mid,Master,2020,39825.07,0.2,Python,99,7009,2,High,Low Risk
ML Engineer,Australia,Entry,Bachelor,2035,36390.3,0.35,Python,96,10417,2,High,Medium Risk
Cloud Engineer,Germany,Entry,Master,2023,24218.7,0.33,AWS,62,4722,1,High,Medium Risk
Cloud Engineer,Canada,Mid,Bachelor,2018,32501.05,0.28,AWS,91,14699,2,High,Low Risk
Data Analyst,Canada,Entry,Bachelor,2015,10536.37,0.55,SQL,76,34576,1,Medium,Medium Risk
Business Analyst,Canada,Entry,Bachelor,2022,14524.04,0.72,Excel,91,33247,1,Medium,High Risk
Business Analyst,Canada,Senior,Master,2028,40265.03,0.78,Excel,81,18600,1,High,High Risk
Software Engineer,Australia,Senior,Master,2022,43224.28,0.42,Java,70,28386,1,High,Medium Risk
Data Scientist,Germany,Entry,Bachelor,2022,22361.6,0.32,Python,68,3123,1,High,Medium Risk
AI Researcher,India,Mid,Bachelor,2017,14219.6,0.07,Deep Learning,92,48216,2,Medium,Low Risk
Business Analyst,Canada,Mid,Bachelor,2028,24308.81,0.78,Excel,68,2814,0,High,High Risk
ML Engineer,India,Senior,Master,2020,18901.97,0.2,Python,64,49174,1,Medium,Low Risk
AI Researcher,Germany,Entry,Master,2021,26828.33,0.11,Deep Learning,82,13317,2,High,Low Risk
Cloud Engineer,Germany,Entry,Master,2019,22751.36,0.29,AWS,93,32980,2,High,Low Risk
Data Analyst,Australia,Senior,Bachelor,2023,30526.25,0.63,SQL,84,2609,1,High,High Risk
ML Engineer,USA,Mid,Master,2028,63026.64,0.28,Python,89,46430,2,High,Low Risk
ML Engineer,Germany,Entry,Master,2034,34980.93,0.34,Python,84,26933,2,High,Medium Risk
ML Engineer,Australia,Senior,Bachelor,2033,69748.99,0.33,Python,93,43761,2,High,Medium Risk
DevOps Engineer,India,Entry,Master,2031,10298.88,0.36,Docker,70,7548,1,Medium,Medium Risk
Business Analyst,India,Senior,Master,2029,16246.69,0.79,Excel,66,32222,0,Medium,High Risk
Cybersecurity Analyst,USA,Senior,Master,2022,51453.2,0.22,Security,61,48947,2,High,Low Risk
Software Engineer,Germany,Mid,PhD,2022,24698.14,0.42,Java,77,39965,1,High,Medium Risk
Product Manager,India,Senior,Bachelor,2028,22604.54,0.43,Strategy,75,25816,1,High,Medium Risk
Data Analyst,USA,Mid,PhD,2031,28032.21,0.71,SQL,94,9378,1,High,High Risk
Data Analyst,UK,Senior,Master,2030,37148.41,0.7,SQL,65,14675,0,High,High Risk
Data Scientist,UK,Mid,Bachelor,2017,28574.16,0.27,Python,71,33443,1,High,Low Risk
DevOps Engineer,USA,Senior,PhD,2028,75055.79,0.33,Docker,98,6877,2,High,Medium Risk
Software Engineer,India,Mid,Master,2022,10986.26,0.42,Java,86,5686,1,Medium,Medium Risk
Data Scientist,USA,Mid,PhD,2024,42418.56,0.34,Python,66,32422,1,High,Medium Risk
ML Engineer,Australia,Mid,PhD,2033,48645.83,0.33,Python,99,46947,2,High,Medium Risk
Data Analyst,UK,Mid,Bachelor,2027,22510.4,0.67,SQL,76,47142,1,High,High Risk
ML Engineer,Germany,Senior,Master,2035,68030.19,0.35,Python,95,26095,2,High,Medium Risk
Data Analyst,Australia,Entry,Master,2025,16010.99,0.65,SQL,75,3843,0,Medium,High Risk
DevOps Engineer,USA,Mid,Master,2023,41473.8,0.28,Docker,71,16972,2,High,Low Risk
Product Manager,Canada,Senior,Bachelor,2017,43581.07,0.32,Strategy,75,2094,1,High,Medium Risk
Product Manager,Germany,Senior,Bachelor,2031,58097.27,0.46,Strategy,96,24324,2,High,Medium Risk
Cloud Engineer,USA,Entry,Master,2026,34656.37,0.36,AWS,95,16790,2,High,Medium Risk
Business Analyst,Canada,Entry,Master,2026,17045.66,0.76,Excel,78,13748,0,Medium,High Risk
ML Engineer,Australia,Senior,PhD,2017,52257.79,0.17,Python,96,24862,2,High,Low Risk
DevOps Engineer,Australia,Entry,Bachelor,2025,24012.73,0.3,Docker,79,15616,1,High,Medium Risk
Software Engineer,Canada,Entry,PhD,2030,22649.78,0.5,Java,95,4969,1,High,Medium Risk
Product Manager,Australia,Entry,PhD,2022,25817.84,0.37,Strategy,75,40876,1,High,Medium Risk
Cloud Engineer,Germany,Mid,PhD,2028,40727.64,0.38,AWS,89,17428,2,High,Medium Risk
Cybersecurity Analyst,USA,Entry,Master,2026,26797.27,0.26,Security,93,42789,2,High,Low Risk
Business Analyst,UK,Senior,PhD,2018,35096.99,0.68,Excel,95,36349,1,High,High Risk
Business Analyst,Australia,Senior,PhD,2032,41415.61,0.82,Excel,95,46896,1,High,High Risk
Cybersecurity Analyst,UK,Senior,Master,2017,35798.48,0.17,Security,78,14861,2,High,Low Risk
Software Engineer,UK,Entry,Bachelor,2027,22745.45,0.47,Java,74,42107,1,High,Medium Risk
ML Engineer,Germany,Entry,Bachelor,2020,24986.03,0.2,Python,63,4121,1,High,Low Risk
Cybersecurity Analyst,USA,Senior,Bachelor,2030,63373.2,0.3,Security,79,24165,2,High,Medium Risk
ML Engineer,India,Senior,PhD,2015,18126.55,0.15,Python,81,27553,2,Medium,Low Risk
Cybersecurity Analyst,UK,Senior,PhD,2019,36265.0,0.19,Security,93,32308,2,High,Low Risk
Business Analyst,Germany,Mid,Master,2035,30758.46,0.85,Excel,90,11374,0,High,High Risk
Data Analyst,Germany,Entry,Bachelor,2015,9696.29,0.55,SQL,89,13450,1,Low,Medium Risk
Software Engineer,Canada,Senior,Master,2028,49548.23,0.48,Java,90,47418,2,High,Medium Risk
Product Manager,Germany,Senior,PhD,2025,61502.52,0.4,Strategy,91,23337,2,High,Medium Risk
Business Analyst,Canada,Senior,PhD,2031,39873.59,0.81,Excel,69,36131,1,High,High Risk
DevOps Engineer,UK,Mid,Master,2033,46773.42,0.38,Docker,91,17527,2,High,Medium Risk
ML Engineer,Germany,Entry,Master,2022,26146.18,0.22,Python,98,1244,2,High,Low Risk
Business Analyst,Germany,Mid,Bachelor,2019,19324.12,0.69,Excel,83,3176,0,Medium,High Risk
Cloud Engineer,Germany,Mid,Bachelor,2034,39972.92,0.44,AWS,80,27627,1,High,Medium Risk
ML Engineer,Australia,Senior,Master,2020,57043.48,0.2,Python,71,36422,2,High,Low Risk
ML Engineer,Australia,Senior,PhD,2019,54115.75,0.19,Python,70,18755,2,High,Low Risk
ML Engineer,India,Entry,Bachelor,2025,10253.9,0.25,Python,87,22684,1,Medium,Low Risk
Product Manager,India,Mid,Master,2026,16106.75,0.41,Strategy,61,31313,1,Medium,Medium Risk
ML Engineer,India,Senior,PhD,2016,19895.51,0.16,Python,78,40321,2,Medium,Low Risk
Cloud Engineer,Germany,Entry,Master,2029,26175.07,0.39,AWS,70,40404,1,High,Medium Risk
DevOps Engineer,India,Senior,Master,2018,15914.55,0.23,Docker,62,3537,1,Medium,Low Risk
Data Analyst,UK,Mid,Bachelor,2029,25714.75,0.69,SQL,61,25368,0,High,High Risk
Cloud Engineer,India,Entry,PhD,2032,12051.46,0.42,AWS,89,14907,1,Medium,Medium Risk
DevOps Engineer,Germany,Senior,PhD,2024,47765.2,0.29,Docker,84,5873,2,High,Low Risk
Business Analyst,Germany,Senior,PhD,2019,30531.04,0.69,Excel,99,42804,1,High,High Risk
Product Manager,Australia,Mid,Master,2018,34935.25,0.33,Strategy,96,18653,2,High,Medium Risk
Business Analyst,USA,Entry,PhD,2032,23985.2,0.82,Excel,81,21947,0,High,High Risk
Data Scientist,Germany,Entry,Master,2034,28581.6,0.44,Python,86,23056,1,High,Medium Risk
Software Engineer,UK,Mid,Bachelor,2025,36015.75,0.45,Java,91,45632,2,High,Medium Risk
Data Analyst,Canada,Senior,Bachelor,2033,39126.88,0.73,SQL,99,22067,1,High,High Risk
DevOps Engineer,India,Mid,Bachelor,2015,9508.47,0.2,Docker,69,43847,1,Low,Low Risk
Data Scientist,Canada,Mid,PhD,2017,29250.85,0.27,Python,79,8206,1,High,Low Risk
DevOps Engineer,UK,Entry,Master,2025,27456.96,0.3,Docker,60,47514,1,High,Medium Risk
Product Manager,Canada,Senior,Bachelor,2026,60224.88,0.41,Strategy,83,14210,2,High,Medium Risk
AI Researcher,India,Senior,Master,2026,26627.01,0.16,Deep Learning,73,49321,2,High,Low Risk
AI Researcher,Germany,Entry,Master,2026,27536.85,0.16,Deep Learning,71,28236,2,High,Low Risk
Cloud Engineer,Germany,Mid,PhD,2017,29598.22,0.27,AWS,98,17663,2,High,Low Risk
Software Engineer,Australia,Mid,PhD,2028,32849.85,0.48,Java,73,31564,1,High,Medium Risk
Business Analyst,Germany,Entry,PhD,2028,17371.16,0.78,Excel,73,22153,0,Medium,High Risk
AI Researcher,India,Senior,PhD,2017,22394.99,0.07,Deep Learning,71,30845,2,High,Low Risk
ML Engineer,India,Mid,Master,2031,16492.94,0.31,Python,95,14731,1,Medium,Medium Risk
Cloud Engineer,USA,Senior,Master,2017,63992.19,0.27,AWS,75,47435,2,High,Low Risk
Data Analyst,UK,Senior,Master,2028,35766.96,0.68,SQL,91,28564,1,High,High Risk
ML Engineer,Canada,Mid,PhD,2033,49774.2,0.33,Python,77,15629,2,High,Medium Risk
ML Engineer,India,Entry,Master,2024,10232.37,0.24,Python,91,9044,1,Medium,Low Risk
DevOps Engineer,UK,Entry,Master,2033,30247.7,0.38,Docker,64,11900,1,High,Medium Risk
Cybersecurity Analyst,UK,Senior,PhD,2029,52049.68,0.29,Security,73,35782,2,High,Low Risk
Software Engineer,USA,Entry,Bachelor,2023,24840.04,0.43,Java,71,47416,1,High,Medium Risk
Cybersecurity Analyst,Australia,Senior,Master,2018,38761.94,0.18,Security,73,19748,2,High,Low Risk
Cybersecurity Analyst,UK,Entry,Master,2035,25817.57,0.35,Security,91,16886,1,High,Medium Risk
Software Engineer,USA,Entry,Master,2030,29379.01,0.5,Java,93,41708,1,High,Medium Risk
Data Scientist,Canada,Senior,Master,2033,55296.45,0.43,Python,82,23394,2,High,Medium Risk
Business Analyst,Canada,Mid,Master,2035,27948.11,0.85,Excel,92,35036,1,High,High Risk
Business Analyst,Australia,Entry,Master,2031,20411.15,0.81,Excel,76,21955,0,High,High Risk
Product Manager,USA,Mid,Bachelor,2033,58941.31,0.48,Strategy,82,1935,1,High,Medium Risk
Data Analyst,India,Mid,Master,2019,7250.08,0.59,SQL,79,44298,1,Low,Medium Risk
Cloud Engineer,India,Entry,Master,2026,11057.8,0.36,AWS,88,17709,1,Medium,Medium Risk
AI Researcher,Australia,Mid,Bachelor,2024,47360.91,0.14,Deep Learning,90,21245,2,High,Low Risk
Cybersecurity Analyst,Canada,Senior,Bachelor,2031,50693.49,0.31,Security,64,38371,2,High,Medium Risk
Software Engineer,Australia,Entry,Bachelor,2034,25240.77,0.54,Java,67,43230,1,High,Medium Risk
ML Engineer,Canada,Mid,Master,2024,39465.88,0.24,Python,82,8754,2,High,Low Risk
Cybersecurity Analyst,Australia,Senior,PhD,2026,48804.54,0.26,Security,83,5042,2,High,Low Risk
Data Scientist,Canada,Senior,Master,2019,43958.43,0.29,Python,85,3575,2,High,Low Risk
Data Analyst,India,Senior,Master,2026,13156.39,0.66,SQL,62,19624,0,Medium,High Risk
Business Analyst,UK,Mid,Bachelor,2018,20595.01,0.68,Excel,60,39736,0,High,High Risk
Software Engineer,India,Senior,Bachelor,2021,15895.07,0.41,Java,79,8493,1,Medium,Medium Risk
DevOps Engineer,Canada,Senior,PhD,2032,62975.98,0.37,Docker,92,48234,2,High,Medium Risk
DevOps Engineer,Australia,Entry,Master,2029,29524.11,0.34,Docker,64,6594,1,High,Medium Risk
Data Scientist,USA,Entry,Bachelor,2030,32821.99,0.4,Python,79,19028,1,High,Medium Risk
Cloud Engineer,Germany,Senior,Master,2019,43952.31,0.29,AWS,98,47851,2,High,Low Risk
Business Analyst,Canada,Senior,Master,2020,30929.96,0.7,Excel,78,41037,1,High,High Risk
Cybersecurity Analyst,USA,Senior,Bachelor,2022,49595.56,0.22,Security,72,47988,2,High,Low Risk
ML Engineer,Australia,Entry,PhD,2022,24839.52,0.22,Python,81,18883,1,High,Low Risk
Cybersecurity Analyst,India,Entry,Bachelor,2017,6235.14,0.17,Security,81,11450,1,Low,Low Risk
AI Researcher,Australia,Entry,Bachelor,2015,23223.73,0.05,Deep Learning,67,41745,2,High,Low Risk
Business Analyst,UK,Entry,Bachelor,2018,15025.28,0.68,Excel,85,45950,1,Medium,High Risk
Data Analyst,Australia,Senior,PhD,2016,25457.31,0.56,SQL,87,14331,1,High,Medium Risk
Business Analyst,USA,Mid,Bachelor,2017,26758.97,0.67,Excel,98,40346,1,High,High Risk
Cybersecurity Analyst,Australia,Entry,Bachelor,2018,17810.59,0.18,Security,90,29621,2,Medium,Low Risk
Product Manager,India,Senior,Bachelor,2020,18044.56,0.35,Strategy,86,16882,1,Medium,Medium Risk
Cloud Engineer,USA,Entry,Bachelor,2023,30354.1,0.33,AWS,78,43431,2,High,Medium Risk
Product Manager,Germany,Mid,Bachelor,2031,41691.91,0.46,Strategy,97,47448,2,High,Medium Risk
Product Manager,India,Senior,PhD,2017,18700.57,0.32,Strategy,60,49994,1,Medium,Medium Risk
Data Scientist,Canada,Entry,PhD,2021,22807.19,0.31,Python,66,21746,1,High,Medium Risk
Software Engineer,Germany,Entry,PhD,2015,17034.37,0.35,Java,63,43904,1,Medium,Medium Risk
Data Scientist,India,Senior,PhD,2030,22621.88,0.4,Python,97,31573,1,High,Medium Risk
Cloud Engineer,Australia,Senior,Bachelor,2029,61202.52,0.39,AWS,96,34367,2,High,Medium Risk
Data Scientist,India,Mid,Master,2028,15079.02,0.38,Python,72,9792,1,Medium,Medium Risk
Software Engineer,Canada,Entry,Master,2018,19044.02,0.38,Java,63,10290,1,Medium,Medium Risk
Cloud Engineer,USA,Mid,Bachelor,2031,61887.6,0.41,AWS,66,25941,2,High,Medium Risk
ML Engineer,UK,Mid,PhD,2024,41026.9,0.24,Python,87,31133,2,High,Low Risk
DevOps Engineer,Australia,Entry,Bachelor,2025,26058.92,0.3,Docker,82,20953,1,High,Medium Risk
Business Analyst,USA,Mid,Master,2029,35378.25,0.79,Excel,85,18304,1,High,High Risk
Product Manager,Australia,Mid,PhD,2029,40228.95,0.44,Strategy,78,8008,1,High,Medium Risk
Software Engineer,Canada,Mid,Master,2028,32564.59,0.48,Java,73,37386,1,High,Medium Risk
Software Engineer,USA,Mid,PhD,2026,43219.74,0.46,Java,76,14007,1,High,Medium Risk
ML Engineer,USA,Senior,Master,2018,63370.6,0.18,Python,88,22164,2,High,Low Risk
AI Researcher,UK,Senior,PhD,2017,53421.24,0.07,Deep Learning,84,1946,2,High,Low Risk
Data Scientist,India,Mid,Master,2033,13860.57,0.43,Python,97,12350,1,Medium,Medium Risk
Data Scientist,Australia,Entry,Bachelor,2026,24709.47,0.36,Python,66,33021,1,High,Medium Risk
Software Engineer,Germany,Entry,PhD,2027,19857.86,0.47,Java,69,18848,1,Medium,Medium Risk
Data Scientist,India,Mid,PhD,2030,14795.24,0.4,Python,97,23490,1,Medium,Medium Risk
Cybersecurity Analyst,Australia,Senior,PhD,2023,41304.66,0.23,Security,60,6867,1,High,Low Risk
AI Researcher,Germany,Mid,PhD,2034,49920.23,0.24,Deep Learning,93,2539,2,High,Low Risk
AI Researcher,UK,Senior,Master,2019,64018.39,0.09,Deep Learning,85,11310,2,High,Low Risk
Business Analyst,USA,Entry,Master,2030,25341.13,0.8,Excel,68,31908,0,High,High Risk
Business Analyst,India,Senior,Bachelor,2015,10661.66,0.65,Excel,83,13242,0,Medium,High Risk
Data Scientist,Australia,Entry,Bachelor,2030,26283.96,0.4,Python,86,49785,2,High,Medium Risk
Data Analyst,India,Mid,PhD,2025,7288.45,0.65,SQL,88,28151,0,Low,High Risk
ML Engineer,Germany,Senior,PhD,2018,49622.44,0.18,Python,90,31979,2,High,Low Risk
Data Scientist,Australia,Senior,Master,2029,58825.83,0.39,Python,98,38167,2,High,Medium Risk
Software Engineer,Germany,Senior,Master,2030,47167.17,0.5,Java,98,16848,2,High,Medium Risk
DevOps Engineer,Germany,Senior,Master,2032,63361.8,0.37,Docker,89,35069,2,High,Medium Risk
DevOps Engineer,USA,Entry,Master,2018,27910.36,0.23,Docker,71,40133,2,High,Low Risk
AI Researcher,UK,Mid,Master,2029,50238.61,0.19,Deep Learning,85,1692,2,High,Low Risk
Business Analyst,USA,Entry,Bachelor,2032,24317.83,0.82,Excel,60,44390,0,High,High Risk
Cybersecurity Analyst,Australia,Entry,Master,2028,24005.72,0.28,Security,82,6209,1,High,Low Risk
ML Engineer,Germany,Senior,Master,2030,61036.85,0.3,Python,65,8211,2,High,Medium Risk
