pmid,title,abstract,abstract_words,journal,pub_year,pub_month,pub_month_num,month_year,doi,authors_count,country,research_type,keywords,major_topic,language,open_access
38314127,Calcium/calcimimetic via calcium-sensing receptor ameliorates cholera toxin-induced secretory diarrhea in mice.,"Enterotoxins produce diarrhea through direct epithelial action and indirectly by activating the enteric nervous system. Calcium-sensing receptor (CaSR) inhibits both actions. The latter has been well documented in vitro but not in vivo. The hypothesis to be tested was that activating CaSR inhibits diarrhea in vivo. To determine whether CaSR agonists ameliorate secretory diarrhea evoked by cholera toxin (CTX) in mice. CTX was given orally to C57BL/6 mice to induce diarrhea. Calcium and calcimimetic R568 were used to activate CaSR. To maximize their local intestinal actions, calcium was administered luminally via oral rehydration solution (ORS), whereas R568 was applied serosally using an intraperitoneal route. To verify that their actions resulted from the intestine, effects were also examined on Cre-lox intestine-specific CaSR knockouts. Diarrhea outcome was measured biochemically by monitoring changes in fecal Cl- or clinically by assessing stool consistency and weight loss. CTX induced secretory diarrhea, as evidenced by increases in fecal Cl-, stool consistency, and weight loss following CTX exposure, but did not alter CaSR, neither in content nor in function. Accordingly, calcium and R568 were each able to ameliorate diarrhea when applied to diseased intestines. Intestinal CaSR involvement is suggested by gene knockout experiments where the anti-diarrheal actions of R568 were lost in intestinal epithelial CaSR knockouts (villinCre/Casrflox/flox) and neuronal CaSR knockouts (nestinCre/Casrflox/flox). Treatment of acute secretory diarrheas remains a global challenge. Despite advances in diarrhea research, few have been made in the realm of diarrhea therapeutics. ORS therapy has remained the standard of care, although it does not halt the losses of intestinal fluid and ions caused by pathogens. There is no cost-effective therapeutic for diarrhea. This and other studies suggest that adding calcium to ORS or using calcimimetics to activate intestinal CaSR might represent a novel approach for treating secretory diarrheal diseases.",296,World journal of gastroenterology,2024,Jan,1,Jan-2024,10.3748/wjg.v30.i3.268,7,United States,Journal Article,"Animals; Mice; Calcium; Cholera Toxin; Diarrhea; Mice, Inbred C57BL; Receptors, Calcium-Sensing; Weight Loss",Calcium,eng,True
40950366,Echocardiographic Insights into Group 2 Pulmonary Hypertension: Unveiling its Prevalence in Advanced Heart Failure Reduced Ejection Fraction.,"Heart failure (HF) is a clinical syndrome that often leads to the complications such as pulmonary arterial hypertension (PAH), particularly Group 2 PAH secondary to left heart disease (PH-LHD). Echocardiography, a noninvasive tool, is used to assess the hemodynamic changes such as left ventricular ejection fraction (EF) and filling pressures. While most existing studies focused on PAH in HF with preserved EF, this study examines the incidence and hemodynamic impact of PAH in heart failure with reduced ejection fraction (HFrEF), addressing a critical gap in understanding. A retrospective, analytical cohort study was conducted using the patient details retrieved from the electronic medical records of the HF clinic. Data were collected for the period between January 2018 and December 2021. The convenience sampling was used to identify the patients diagnosed with heart failure with reduced ejection fraction (HFrEF) and secondary PAH based on echocardiographic assessments. Among the cohort, 54% of patients exhibited secondary PAH with HFrEF. The significant correlations were found between PAH and left ventricular (LV) hemodynamic changes, including reduced EF, elevated filling pressures, and valve regurgitations such as mitral, tricuspid, and pulmonic regurgitation. Despite limitations described, this research demonstrates a robust association between PAH and LV dysfunction in HFrEF patients. The study's strengths include its adequate sample size and the application of validated echocardiographic methods to assess the hemodynamic changes.",221,Journal of cardiovascular echography,2025,Unknown,0,Unknown-2025,10.4103/jcecho.jcecho_91_24,9,Saudi Arabia,Journal Article,,,eng,True
38270193,Distinguishing metabolic signals of liver tumors from surrounding liver cells using hyperpolarized 13 C MRI and gadoxetate.,"To use the hepatocyte-specific gadolinium-based contrast agent gadoxetate combined with hyperpolarized (HP) [1-13 C]pyruvate MRI to selectively suppress metabolic signals from normal hepatocytes while preserving the signals arising from tumors. Simulations were performed to determine the expected changes in HP 13 C MR signal in liver and tumor under the influence of gadoxetate. CC531 colon cancer cells were implanted into the livers of five Wag/Rij rats. Liver and tumor metabolism were imaged at 3 T using HP [1-13 C] pyruvate chemical shift imaging before and 15 min after injection of gadoxetate. Area under the curve for pyruvate and lactate were measured from voxels containing at least 75% of normal-appearing liver or tumor. Numerical simulations predicted a 36% decrease in lactate-to-pyruvate (L/P) ratio in liver and 16% decrease in tumor. In vivo, baseline L/P ratio was 0.44 ± 0.25 in tumors versus 0.21 ± 0.08 in liver (p = 0.09). Following administration of gadoxetate, mean L/P ratio decreased by an average of 0.11 ± 0.06 (p < 0.01) in normal-appearing liver. In tumors, mean L/P ratio post-gadoxetate did not show a statistically significant change from baseline. Compared to baseline levels, the relative decrease in L/P ratio was significantly greater in liver than in tumors (-0.52 ± 0.16 vs. -0.19 ± 0.25, p < 0.05). The intracellular hepatobiliary contrast agent showed a greater effect suppressing HP 13 C MRI metabolic signals (through T1 shortening) in normal-appearing liver when compared to tumors. The combined use of HP MRI with selective gadolinium contrast agents may allow more selective imaging in HP 13 C MRI.",260,Magnetic resonance in medicine,2024,May,5,May-2024,10.1002/mrm.29918,7,USA,Journal Article,Rats; Animals; Contrast Media; Gadolinium; Hepatocytes; Gadolinium DTPA; Liver; Liver Neoplasms; Magnetic Resonance Imaging; Pyruvates,Contrast Media,eng,False
37643516,CO2-responsive deep eutectic solvents for the enhanced extraction of hesperidin from Fertile orange peel.,"Hesperidin, also known as vitamin P, is widely studied for its distinctive potential in food and pharmaceutical industries. This work focuses on the research of CO2-responsive deep eutectic solvents (DESs) used as recyclable extractants for efficient extraction of hesperidin from Fertile orange peel. Reversible phase transformation of DES solution was achieved by bubbling CO2/N2. The maximum extraction yield of 22.39 mg/g was obtained for hesperidin under the following conditions: DES-6 (triethanolamine: 4-methoxyphenol = 1:1) used as extractant, water content of 35 wt%, solid-liquid ratio of 1:60 g/mL, extraction temperature of 25 °C, and ultrasonic time of 25 min, which was much higher than that extracted by methanol. Hesperidin of 74.38% was recovered in top phase after CO2 triggering. Density function theory (DFT) results indicated that hydrogen and π-π bonds were the main factors affecting hesperidin extraction. This study provides a new idea for extracting natural bioactive compounds using recyclable extractants.",150,Food chemistry,2024,Jan,1,Jan-2024,10.1016/j.foodchem.2023.137255,4,China,Journal Article,Hesperidin; Carbon Dioxide; Citrus sinensis; Deep Eutectic Solvents; Flavonoids,Hesperidin,eng,False
38254095,Stakeholder perspectives of family interventions for schizophrenia in Indonesia: a qualitative study.,"Mental illnesses comprise the single largest source of health-related economic burden globally and low-and middle-income countries (LMICs) are disproportionately affected. Many individuals with schizophrenia do not receive evidence-based, psychosocial interventions as these are largely unavailable, undeveloped, and under-researched in LMICs. Involving service-users and carers in the design of interventions is crucial to ensure stakeholder needs are adequately addressed by the intervention and to aid successful implementation. We aimed to explore the views and perspectives of different stakeholder groups about the delivery, format, and content of family interventions for people living with schizophrenia in Indonesia as a first step towards developing evidence-based, acceptable family interventions. This study used a qualitative design comprising single stakeholder focus groups. Data were analysed separately using the framework approach incorporating deductive and inductive coding within an existing heuristic framework. 51 participants consented to take part in this study comprising six stakeholder consultation groups including service-users (n = 15), caregivers (n = 15) and healthcare professionals (n = 21). Service users were diagnosed with schizophrenia. Caregivers comprised parents (n = 10, 67%), brothers (n = 2, 13%), sister (n = 1, 7%) and husbands (n = 2, 13%). Healthcare professionals were working as nurses (n = 6, 29%), doctors (n = 5, 23%) or cadre's (n = 10, 48%). Caregiver and service-user respondents had limited knowledge or experience of structured family interventions. There was strong support for such interventions, however, for effective delivery a number of challenges exist in terms of widespread stigmatised views, low expectations for involvement in sharing decisions about care and treatment, views that healthcare professionals are expert and have the authority to delegate tasks to families such as responsibility for ensuring medication adherence and understanding the need to balance the needs of both service-users and families when there are conflicting agendas for treatment. These findings can support the development of evidence-based family interventions for families of those with schizophrenia in Indonesia, as user-informed interventions enhance engagement, satisfaction, and adherence to family interventions.",329,BMC psychiatry,2024,Jan,1,Jan-2024,10.1186/s12888-024-05504-w,11,Indonesia,"Journal Article; Research Support, Non-U.S. Gov't",Male; Humans; Schizophrenia; Indonesia; Qualitative Research; Focus Groups; Health Personnel,Schizophrenia,eng,True
38254680,Advances in Sjögren's Syndrome Dry Eye Diagnostics: Biomarkers and Biomolecules beyond Clinical Symptoms.,"Sjögren's syndrome dry eye (SSDE) is a subset of Sjögren's syndrome marked by dry eye symptoms that is distinct from non-Sjögren's syndrome dry eye (NSSDE). As SSDE can lead to severe complications, its early detection is imperative. However, the differentiation between SSDE and NSSDE remains challenging due to overlapping clinical manifestations. This review endeavors to give a concise overview of the classification, pathophysiology, clinical features and presentation, ocular and systemic complications, clinical diagnosis, and management of SSDE. Despite advancements, limitations in current diagnostic methods underscore the need for novel diagnostic modalities. Thus, the current review examines various diagnostic biomarkers utilized for SSDE identification, encompassing serum, salivary, and tear analyses. Recent advancements in proteomic research and exosomal biomarkers offer promising diagnostic potential. Through a comprehensive literature review spanning from 2016 to 2023, we highlight molecular insights and advanced diagnostic modalities that have the potential to enhance our understanding and diagnosis of SSDE.",151,Biomolecules,2024,Jan,1,Jan-2024,10.3390/biom14010080,4,Canada,Journal Article; Review,Humans; Sjogren's Syndrome; Proteomics; Dry Eye Syndromes; Eye; Biomarkers,Sjogren's Syndrome,eng,True
38215151,Exploring the landscape of drug resistance in gastrointestinal cancer immunotherapy: A review.,"Gastrointestinal (GI) cancers pose a significant challenge due to high prevalence and mortality. While advancements in detection and conventional treatments have been made, prognosis often remains poor, particularly for advanced-stage cancers. Immunotherapy has emerged as a transformative approach, leveraging the body immune system against cancer, including immune checkpoint inhibitors (ICIs), cancer vaccines, and adoptive cell transfer. These modalities have shown promise, achieving sustained responses and improved survival in some patients. However, their efficacy in GI cancers is less pronounced, hindered by drug resistance mechanisms that are either intrinsic or acquired over time. This review examines the latest understanding of immunotherapy in GI cancers, focusing on ICIs, cancer vaccines, and adoptive cell transfer, along with their associated outcomes and limitations. It delves into the mechanisms behind drug resistance, including alterations in immune checkpoints, the immunosuppressive tumor microenvironment, and genetic/epigenetic changes. The role of the gut microbiome is also considered as an emerging factor in resistance. To combat drug resistance, strategies such as enhancing immune response, targeting the tumor microenvironment, and modulating resistance mechanisms are explored. The review underscores the potential of ferroptosis induction as a novel approach. Looking forward, it highlights the need for personalized immunotherapies, understanding the influence of the gut microbiome, and further exploration of ferroptosis in overcoming resistance. While challenges persist, the continuous evolution in GI cancer immunotherapy research promises innovative treatments that could significantly improve patient outcomes.",230,Medicine,2024,Jan,1,Jan-2024,10.1097/MD.0000000000036957,6,China,Review; Journal Article,Humans; Cancer Vaccines; Gastrointestinal Neoplasms; Immunotherapy; Drug Resistance; Tumor Microenvironment,Cancer Vaccines,eng,True
38232946,Comparison of the diagnostic effectiveness of ultrasound imaging coupled with three mathematical models for discriminating thyroid nodules.,"The overlapping nature of thyroid lesions visualized on ultrasound (US) images could result in misdiagnosis and missed diagnoses in clinical practice. To compare the diagnostic effectiveness of US coupled with three mathematical models, namely logistic regression (Logistics), partial least-squares discriminant analysis (PLS-DA), and support vector machine (SVM), in discriminating between malignant and benign thyroid nodules. A total of 588 thyroid nodules (287 benign and 301 malignant) were collected, among which 80% were utilized for constructing the mathematical models and the remaining 20% were used for internal validation. In addition, an external validation cohort comprising 160 nodules (80 benign and 80 malignant) was employed to validate the accuracy of these mathematical models. Our study demonstrated that all three models exhibited effective predictive capabilities for distinguishing between benign and malignant nodules, whose diagnostic effectiveness surpassed that of the TI-RADS classification, particularly in terms of true negative diagnoses. SVM achieved a higher diagnostic rate for malignant thyroid nodules (93.8%) compared to Logistics (91.5%) and PLS-DA (91.6%). PLS-DA exhibited higher diagnostic rates for benign thyroid nodules (91.9%) compared to Logistics (86.7%) and SVM (88.7%). Both the area under the receiver operating characteristic curve (AUC) values of PLS-DA (0.917) and SVM (0.913) were higher than that of Logistics (0.891). Our findings indicate that SVM had significantly higher rates of true positive diagnoses and PLS-DA exhibited significantly higher rates of true negative diagnoses. All three models outperformed the TI-RADS classification in discriminating between malignant and benign thyroid nodules.",242,"Acta radiologica (Stockholm, Sweden : 1987)",2024,May,5,May-2024,10.1177/02841851231221912,7,PR China,Journal Article; Comparative Study,"Thyroid Nodule; Humans; Middle Aged; Male; Female; Ultrasonography; Diagnosis, Differential; Adult; Aged; Support Vector Machine",Thyroid Nodule,eng,False
37642137,Effects of branched-chain amino acids supplementation on patients undergoing hepatic intervention: a meta-analysis of randomised controlled trials.,"The benefits of branched-chain amino acid (BCAA) administration after hepatic intervention in patients with liver diseases remain unclear. We conducted a systematic review and meta-analysis to evaluate the effects of BCAA on patients undergoing hepatectomy, trans-arterial embolisation and radiofrequency ablation. Relevant randomised controlled trials (RCT) were obtained from PubMed, EMBASE and Cochrane Library databases. A meta-analysis was performed to calculate the pooled effect size by using random-effects models. The primary outcomes were survival and tumour recurrence. The secondary outcomes were hospital stay, nutrition status, biochemistry profile, complication rate of liver treatment and adverse effect of BCAA supplementation. In total, eleven RCT involving 750 patients were included. Our meta-analysis showed no significant difference in the rates of tumour recurrence and overall survival between the BCAA and control groups. However, the pooled estimate showed that BCAA supplementation in patients undergoing hepatic intervention significantly increased serum albumin (mean difference (MD): 0·11 g/dl, 95 % CI: 0·02, 0·20; 5 RCT) at 6 months and cholinesterase level (MD: 50·00 U/L, 95 % CI: 21·08, 78·92; 1 RCT) at 12 months and reduced ascites incidence (risk ratio: 0·39, 95 % CI: 0·21, 0·71; 4 RCT) at 12 months compared with the control group. Additionally, BCAA administration significantly increased body weight at 6 months and 12 months and increased arm circumference at 12 months. In conclusion, BCAA supplementation significantly improved the liver function, reduced the incidence of ascites and increased body weight and arm circumference. Thus, BCAA supplementation may beneficial for selected patients undergoing liver intervention.",249,The British journal of nutrition,2024,Jan,1,Jan-2024,10.1017/S0007114523001885,6,Taiwan,Meta-Analysis; Systematic Review; Journal Article,"Humans; Ascites; Amino Acids, Branched-Chain; Neoplasm Recurrence, Local; Liver; Dietary Supplements; Body Weight",Ascites,eng,False
41660282,MINFLUX dissects nucleosome and compacting chromatin structures in living cells.,"The chromatin structure is fundamental for genome compaction and gene transcriptional regulation in the nucleus. Although in vitro studies suggest a classical model that 11-nm nucleosome polymers fold into 30 nm fibers, such structures have not been observed in situ. In contrast, disordered chains or condensed liquid-like chromatin domains are reported in cells by EM studies and by super-resolution fluorescence microscopy. Do condensed chromatin fibers indeed exist in the cell? We identified a fluorescent dye that preferentially binds to AT-rich regions of DNA and blinks spontaneously to allow single probe visualization. Using three-dimensional (3D) MINFLUX localization, which is extremely low in phototoxicity and high-speed, we observed that a subset of DNA molecules assembles into fiber-like structures co-localized with histones. Native chromatin fibers in living cells are detected in the middle of the nucleus with segments that are variable in width. Most of the chromatin fibers are dismissed after Trichostatin A (TSA) treatment. In some cases, DNA localization even reveals the 3D ultrastructure of individual nucleosomes as 5-10 probes wrapping around an 11-nm cylinder in living cells. Therefore, chromatin fibers (∼30 nm) do exist in living cells, at least in AT-rich regions of the genome. The MINFLUX nanoscopy reveals the native chromatin ultrastructure and its folding to achieve structural compaction in the nucleus.",212,National science review,2026,Feb,2,Feb-2026,10.1093/nsr/nwaf451,16,China,Journal Article,,,eng,True
38211651,AMPKα1-mediated ZDHHC8 phosphorylation promotes the palmitoylation of SLC7A11 to facilitate ferroptosis resistance in glioblastoma.,"The cystine/glutamate antiporter SLC7A11, as the key regulator of ferroptosis, functions to transport cystine for glutathione biosynthesis and antioxidant defense. Accumulating evidence has shown that SLC7A11 is overexpressed in multiple human cancers and promotes tumor growth and progression. However, the exact mechanism underlying this key protein remains unclear. In this study, we confirmed that SLC7A11 is S-palmitoylated in glioblastoma, and this modification is required for SLC7A11 protein stability. Moreover, we revealed that ZDHHC8, a member of the protein palmitoyl transferases (PATs), catalyzes S-palmitoylation of SLC7A11 at Cys327, thereby decreasing the ubiquitination level of SLC7A11. Furthermore, AMPKα1 directly phosphorylates ZDHHC8 at S299, strengthening the interaction between ZDHHC8 and SLC7A11, leading to SLC7A11 S-palmitoylation and deubiquitination. Functional investigations showed that ZDHHC8 knockdown impairs glioblastoma (GBM) cell survival via promoting intracellular ferroptosis events, which could be largely rescued by ectopic expression of SLC7A11. Clinically, ZDHHC8 expression positively correlates with SLC7A11 and AMPKα1 expression in clinical glioma specimens. This study underscores that ZDHHC8-mediated SLC7A11 S-palmitoylation is critical for ferroptosis resistance during GBM tumorigenesis, indicating a novel treatment strategy for GBM.",176,Cancer letters,2024,Mar,3,Mar-2024,10.1016/j.canlet.2024.216619,10,China Electronic address: zjwang@njmueducn,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Amino Acid Transport System y+; Cell Line, Tumor; Cystine; Ferroptosis; Glioblastoma; Lipoylation; Phosphorylation; Acyltransferases; Membrane Proteins",Ferroptosis,eng,False
38145927,Effect of mechanical properties on in vitro dynamic digestion of starch contained in hydrogels.,"This study evaluates the effect of mechanical properties on the in vitro dynamic gastrointestinal digestion of hydrogels containing starch (HCSs) as a model for studying the nutrient digestibility of solid foods. It provides a useful theoretical basis for the processing of specific foods. Four types of HCSs with two levels of fracture stress (17.4-20.9 kPa and 55.5-57.6 kPa) and two levels of fracture strain (25.4-28.5% and 53.7-57.4%) were prepared. For these HCSs, the degree of gastric disintegration of hydrogels reduced significantly when fracture strain exceeded 30% (P < 0.05). The gastric emptying of HCS particles was also affected by mechanical properties. For example, even at the same level of fracture stress (ca. 20 kPa), the dry solids retention ratio decreased markedly from 0.90 to 0.43 with a decrease in fracture strain from 53.7% to 25.4% (P < 0.05). For the starch hydrolysis of HCSs after gastric digestion, more than 70% of starch in the particles of all types of HCSs emptied did not undergo digestion. The starch hydrolysis of HCSs during small intestinal digestion was also influenced by their mechanical properties. Fracture strains of HCSs, rather than their fracture stress, affected starch digestibility in hydrogels. The gastric disintegration, the gastric emptying, and the starch hydrolysis of HCSs are suppressed when fracture strain exceeded 30%. Even with the amount of nutritional components contained in hydrogels being the same, the in vitro gastrointestinal digestion behavior of HCSs depends on their mechanical properties. This behavior has the potential to be used in the design of processed foods with controlled bioaccessibility. © 2023 Society of Chemical Industry.",263,Journal of the science of food and agriculture,2024,Apr,4,Apr-2024,10.1002/jsfa.13235,5,Japan,Journal Article,Starch; Hydrogels; Digestion; Stomach; Hydrolysis,Starch,eng,False
38214373,Diuretics use in the management of bronchopulmonary dysplasia in preterm infants: A systematic review.,"Bronchopulmonary dysplasia (BPD), a respiratory complication associated with neonatal prematurity, presents opportunities for pharmacological intervention due to its contributing risk factors. Despite diuretics' controversial usage in BPD treatment and varying institutional practices, this review aims to consolidate evidence from clinical trials regarding diuretic use in BPD. We conducted a systematic review following PRISMA guidelines, searching EMBASE, Medline, Web of Science and CINAHL databases (PROSPERO 2022: CRD42022328292). Covidence facilitated screening and data extraction, followed by analysis and formatting in Microsoft Excel. Among 430 screened records, 13 were included for analysis. Three studies assessed spironolactone and chlorothiazide combinations, two studied spironolactone and hydrochlorothiazide, while eight examined furosemide. All studies evaluated drug effects on dynamic pulmonary compliance and pulmonary resistance, serving as comparative measures in our review. Diuretics' effectiveness in treating bronchopulmonary dysplasia remains uncertain. The limited number of identified randomised controlled trials (RCTs) hampers high-level evidence-based conclusions when applying the Population, Intervention, Comparison, Outcome (PICO) approach. Conducting large prospective studies of good quality could provide more definitive insights, but the rarity of outcomes and eligible patients poses challenges. Further research, primarily focusing on RCTs assessing diuretics' safety and efficacy in this population, is warranted.",192,"Acta paediatrica (Oslo, Norway : 1992)",2024,Mar,3,Mar-2024,10.1111/apa.17093,20,Ireland,Systematic Review; Journal Article,"Bronchopulmonary Dysplasia; Humans; Infant, Newborn; Diuretics; Infant, Premature",Bronchopulmonary Dysplasia,eng,False
38157697,A novel pterostilbene compound DCZ0825 induces macrophage M1 differentiation and Th1 polarization to exert anti-myeloma and immunomodulatory.,"Multiple myeloma (MM) is an incurable and recurrent malignancy characterized by abnormal plasma cell proliferation. There is an urgent need to develop effective drugs in MM. DCZ0825 is a small molecule compound derived from pterostilbene with direct anti-myeloma activity and indirect immune-killing effects though reversal of the immunosuppression. DCZ0825 inhibits the activity and proliferation of MM cells causing no significant toxicity to normal cells. Using flow cytometry, this study found that DCZ0825 induced caspase-dependent apoptosis in MM cells and arrested the cell cycle in the G2/M phase by down-regulating CyclinB1, CDK1 and CDC25. Moreover, DCZ0825 up-regulated IRF3 and IRF7 to increase IFN-γ, promoting M2 macrophages to transform into M1 macrophages, releasing the immunosuppression of CD4T cells and stimulated M1 macrophages and Th1 cells to secrete more INF-γ to form immune killing effect on MM cells. Treatment with DCZ0825 resulted in an increased proportion of positive regulatory cells such as CD4T, memory T cells, CD8T, and NK cells, with downregulation of the proportion of negative regulatory cells such as Treg cells and MDSCs. In conclusion, DCZ0825 is a novel compound with both antitumor and immunomodulatory activity.",185,International immunopharmacology,2024,Jan,1,Jan-2024,10.1016/j.intimp.2023.111446,17,China,Journal Article,"Humans; Multiple Myeloma; Neoplasm Recurrence, Local; Macrophages; Th1 Cells; Immunomodulation",Multiple Myeloma,eng,False
41676448,Stigmasterol attenuates atherosclerosis by inhibiting inflammatory signaling and foam cell formation.,"Foam cells derived from macrophages and smooth muscle cells (SMCs) play a pivotal role in the progression of atherosclerosis. While phytosterols (PS) have demonstrated cholesterol-lowering and anti-inflammatory properties, their impact on foam cells remains elusive. Here, we investigated the effects of PS on foam cell formation, inflammatory responses, and lipid metabolism using both single-cell RNA sequencing (scRNA-seq) and functional assays. scRNA-seq of aortic tissue from ApoE -/- mice revealed that PS supplementation reduced proinflammatory macrophages and SMC-derived intermediate cells. Among the PS components, stigmasterol most effectively attenuated foam cell formation by suppressing oxidized low-density lipoprotein (ox-LDL) uptake and enhancing cholesterol efflux. Mechanistically, stigmasterol inhibited the inflammatory CD86+ macrophage polarization by activating the Adenosine Monophosphate-Activated Protein Kinase (AMPK) pathway and inhibiting the NF-κB/NLRP3 signaling axis. In SMCs, stigmasterol upregulated ABCA1 and ABCG1 expression, reduced lipid accumulation, and suppressed CD68 expression, thereby limiting trans-differentiation into macrophage-like foam cells. In vivo, stigmasterol reduced plaque burden, promoted anti-inflammatory macrophage polarization, and inhibited SMC-to-macrophage transition in ApoE -/- mice. Collectively, these findings uncover a previously underexplored role of stigmasterol in modulating foam cell diversity and inflammation, providing mechanistic insight into the vascular protective effects of dietary PS.",192,iMetaOmics,2025,Dec,12,Dec-2025,10.1002/imo2.70056,11,Zhejiang University Hangzhou China,Journal Article,,,eng,True
38222027,"Synthesis of Poly(propylene oxide)-Poly(N,N'-dimethylacrylamide) Diblock Copolymer Nanoparticles via Reverse Sequence Polymerization-Induced Self-Assembly in Aqueous Solution.","Sterically-stabilized diblock copolymer nanoparticles comprising poly(propylene oxide) (PPO) cores are prepared via reverse sequence polymerization-induced self-assembly (PISA) in aqueous solution. N,N'-Dimethylacrylamide (DMAC) acts as a cosolvent for the weakly hydrophobic trithiocarbonate-capped PPO precursor. Reversible addition-fragmentation chain transfer (RAFT) polymerization of DMAC is initially conducted at 80% w/w solids with deoxygenated water. At 30-60% DMAC conversion, the reaction mixture is diluted to 5-25% w/w solids. The PPO chains become less solvated as the DMAC monomer is consumed, which drives in situ self-assembly to form aqueous dispersions of PPO-core nanoparticles of 120-190 nm diameter at 20 °C. Such RAFT polymerizations are well-controlled (Mw/Mn ≤ 1.31), and more than 99% DMAC conversion is achieved. The resulting nanoparticles exhibit thermoresponsive character: dynamic light scattering and transmission electron microscopy studies indicate the formation of more compact spherical nanoparticles of approximately 33 nm diameter on heating to 70 °C. Furthermore, 15-25% w/w aqueous dispersions of such nanoparticles formed micellar gels that undergo thermoreversible (de)gelation on cooling to 5 °C.",163,Macromolecules,2024,Jan,1,Jan-2024,10.1021/acs.macromol.3c01939,5,UK,Journal Article,,,eng,True
39850257,Development and Optimization of a Nanoparticle-Based Imidacloprid Insecticide for Effective Control of Blattella germanica.,"The German cockroach (Blattella germanica) is a pest with a global distribution that has adapted to live in human environments. Blattella germanica threatens human health by producing asthma-inducing allergens, carrying pathogenic/antibiotic-resistant microbes, and contributing to unhealthy indoor environments. Effective application of insecticides can play an important role in cockroach control programs. The purpose of this research was to develop and optimize a nanoparticle-based imidacloprid insecticide and evaluate its effectiveness against the German cockroach. A bioassay was conducted to determine the LC50 and LC90 of imidacloprid technical against adult German cockroaches. The appropriate initial concentration of 3mg/m2 was then utilized in the synthesis of nanoencapsulated imidacloprid via the ionic gelation method. The average particle size was determined using Dynamic Light Scattering (DLS) and the dried nanoparticles were analyzed using a Scanning Electron Microscope (SEM). The LC50 and LC90 values of Nano-imidacloprid were then compared with the technical grade of the insecticide. A comparison of the bioassay results for nanoencapsulated and imidacloprid technical revealed a superior insecticidal effect of the nanoencapsulated imidacloprid against the German cockroach. The LC50 value for the nanoencapsulated imidacloprid decreased from 4.656 to 3.081 mg/m2 and the LC90 value decreased from 8.381 to 4.486 mg/m2 when compared to imidacloprid technical. The use of nanotechnology in insecticides can lead to increased efficacy and reduced consumption. This is because the smaller particle size of nanomaterials allows for better penetration and targeted delivery to pest organisms, reducing the overall amount needed for control.",242,Journal of arthropod-borne diseases,2024,Jun,6,Jun-2024,10.18502/jad.v18i2.17535,4,Iran,Journal Article,,,eng,True
38399674,Extracellular Vesicles from Leishmania (Leishmania) infantum Contribute in Stimulating Immune Response and Immunosuppression in Hosts with Visceral Leishmaniasis.,"Visceral leishmaniasis (VL) is a chronic systemic disease. In Brazil this infection is caused by Leishmania (Leishmania) infantum. Extracellular vesicles (EVs) released by Leishmania species have different functions like the modulation of host immune systems and inflammatory responses, among others. This study evaluated the participation of EVs from L. (L.) infantum (Leish-EVs) in recognition of the humoral and cellular immune response of hosts with VL. Promastigotes were cultivated in 199 medium and, in the log phase of growth, they were centrifuged, washed, resus-pended in RPMI medium, and incubated for 2 to 24 h, at 25 °C or 37 °C to release Leish-EVs. This dynamic was evaluated using transmission (TEM) and scanning (SEM) electron microscopies, as well as nanoparticle tracking analysis (NTA). The results suggested that parasite penetration in mammal macrophages requires more Leish-EVs than those living in insect vectors, since promastigotes incubated at 37 °C released more Leish-EVs than those incubated at 25 °C. Infected THP-1 cells produced high EV concentration (THP-1 cells-EVs) when compared with those from the control group. The same results were obtained when THP-1 cells were treated with Leish-EVs or a crude Leishmania antigen. These data indicated that host-EV concentrations could be used to distinguish infected from uninfected hosts. THP-1 cells treated with Leish-EVs expressed more IL-12 than control THP-1 cells, but were unable to express IFN-γ. These same cells highly expressed IL-10, which inhibited TNF-α and IL-6. Equally, THP-1 cells treated with Leish-EVs up-expressed miR-21-5p and miR-146a-5p. In conclusion, THP-1 cells treated with Leish-EVs highly expressed miR-21-5p and miR-146a-5p and caused the dysregulation of IL-10. Indirectly, these results suggest that high expression of these miRNAs species is caused by Leish-EVs. Consequently, this molecular via can contribute to immunosuppression causing enhanced immunopathology in infected hosts.",289,Microorganisms,2024,Jan,1,Jan-2024,10.3390/microorganisms12020270,12,Brazil,Journal Article,,,eng,True
