id,node_id,fuel_type,price_pence,recorded_at,source_updated_at
281510,52d165092a9235412cf1202417703da28cd3a52b75cb94499bfda8508b83eb38,E5,151.9,2026-03-27T22:08:04.029Z,2026-03-27T22:06:05.000Z
245994,3160b9c2f42e53e49bb8cc53d7ebce5322bd98b736e8a1c803b6134838caa553,B7_STANDARD,175.9,2026-03-24T03:00:08.792Z,2026-03-24T02:58:42.000Z
25792,f2537ba3069460f870b4e86c430df036bcdc189689c1beffc700df82afa2fe7f,B7_STANDARD,143,2026-02-14T05:00:15.657Z,2026-02-14T04:30:45.000Z
59901,bd1608ce7e97e52f3ac4c225b549c71ed38cd59301a76b76d19e91ccee2aefe2,B7_STANDARD,139.9,2026-02-25T12:10:58.236Z,2026-02-25T12:07:18.777Z
51124,00cc8ad9297daaf3e3f73dab4789395579695f5b0dea23814d3aad681cd4e7d8,E10,132.9,2026-02-22T00:44:11.933Z,2026-02-07T10:36:37.063Z
396252,04ac877e5d7fc48452b0097a06a49d930b518bfa87e0702ad25d6c9d0fccf6e9,E5,178.9,2026-04-16T13:04:04.562Z,2026-04-16T13:00:41.000Z
81499,83732434e56134c8eb30584d0e050d7d005ba7779e06ab52848f7bd2dea86135,B7_STANDARD,141.9,2026-03-03T15:44:47.386Z,2026-03-03T15:42:19.079Z
328926,3e27e6c8754fb6533718dc0db41090eb5bd3f71be060dbbee697d5131b338084,B7_PREMIUM,209.9,2026-04-02T09:48:04.129Z,2026-04-02T10:47:03.000Z
111891,594ecc688fe5d2ee3c1c6069c5fca1d4e1d6708f658c2f43384718d50c7737f1,E10,138.9,2026-03-06T15:16:07.359Z,2026-03-06T15:15:03.097Z
218581,c7df074b30bb829ae5ddbede6108ed9ec51bd21dd348b69d583ec5b4c73d5c1f,E10,149.9,2026-03-21T10:16:13.448Z,2026-03-21T10:12:51.000Z
251040,888c0d182f3ad616facb3bcc0cdbfcf89f2cd8573992f5d7a8e69fc137ee6508,B7_STANDARD,169.9,2026-03-24T14:28:03.683Z,2026-03-24T14:26:03.000Z
206604,225be97b507ad0f63907e21550f9b97c6ce5794e8cf66f578f2b4b0f1591a3be,E10,142.9,2026-03-20T10:32:24.615Z,2026-03-20T10:30:13.831Z
3763,9fd09e51e01a30119ae56608c50c03c837a7cf331f68ed1614114e2358c8af61,E10,127,2026-02-07T21:40:01.860Z,2026-02-02T15:40:00.000Z
36783,24f99f6d6e79845cd2af7d530047c33c2e1020260e4bbc1718f2ebd3eba5eff5,E5,161.9,2026-02-22T00:44:10.712Z,2026-01-29T23:53:03.348Z
214812,aea2e7cb2b29d90aa23d6662ae832db176f979c121831e0527f1e6ebb1d0ab90,E5,154.9,2026-03-20T22:32:25.798Z,2026-03-20T22:31:34.000Z
87634,66a3ef9a430b0859e1405bad1f457bffec4967037a9bafe5ce6f0c9af6864307,B7_PREMIUM,163.9,2026-03-04T09:28:41.389Z,2026-03-04T09:22:47.111Z
223807,a16238b03e11f6af2fff75b00d5de3bcc6ab6dd911e0c2c2e63f03948cd8d364,E10,144.9,2026-03-22T00:00:15.911Z,2026-03-21T23:57:28.000Z
17824,081fbc96364f4e37c63426451f5e2df52f445004cc8ee79ca461076e66763c53,B7_PREMIUM,166,2026-02-07T21:40:03.032Z,2026-02-06T13:57:50.000Z
262993,b42fdf32ba87b410189e2d3c8671a6d35d71be686e70cbb9e4373bbef6ab78d1,E5,152.9,2026-03-25T16:00:18.801Z,2026-03-25T15:56:11.708Z
158598,06256db12d0a0bdf8e32c1ce98867cfd7fab4e919689618fd8ca5b2c27935c31,B7_STANDARD,159.9,2026-03-14T18:08:02.314Z,2026-03-13T06:35:42.018Z
22178,0e43b43a51542db9d8b59b6448d23a0069edc331ae71fbd4485b6699971f21dc,B7_STANDARD,142,2026-02-11T11:00:20.602Z,2026-02-11T10:43:42.000Z
375734,0c7d80784400b0d4e92c3f5192e57a8dd0d4cc5a283e93517f3a2aec926e91ac,B7_STANDARD,198.9,2026-04-08T16:00:08.108Z,2026-04-08T16:05:03.000Z
178493,c937f781bb56df16c65885215f6355f05e86bcd69d757fc87d09cfe7b7ebca09,E10,143.9,2026-03-17T08:44:01.388Z,2026-03-17T08:41:34.000Z
335651,224b476b456ce9629301d93cd5a5d345c110d432cf0ff39876f9dff1dedc96f5,E10,152.9,2026-04-02T21:32:44.448Z,2026-04-02T21:32:12.000Z
228018,cc3888ca48278b2c1cdba431ca70fd99946fdddda8c434ab5385423608d01b84,E10,144.9,2026-03-22T18:08:03.854Z,2026-03-22T18:06:07.000Z
103081,75417467916ce5a04eb1e0ac76e53a799219f0303710f5b2c2c3f9beb5aa0684,E10,135.9,2026-03-05T16:24:06.842Z,2026-03-05T16:23:59.184Z
39052,6d92ffaa00ed581bc9848ffc9de0637171e126b12d747c36d2864f1e1d0d96b1,B7_STANDARD,139.7,2026-02-22T00:44:10.899Z,2026-02-02T11:48:50.151Z
236721,794bcbabc80f2e3a669c999758a889e676dc3f23d3fc064290fe10fc4e3a2d79,B7_STANDARD,177.9,2026-03-23T12:00:08.476Z,2026-03-23T11:56:01.000Z
306832,b0fb329607e5e0dff2464e6090de366dfc2ac8f318812ef86eb59e3d525ddf89,E10,151.9,2026-03-31T05:52:03.989Z,2026-03-31T05:49:47.000Z
177707,e8515df05780fc8abb7bc2cc6815af24d4d8fd54aa35305ea4f9f41b6fba045c,B7_PREMIUM,180.9,2026-03-17T02:41:00.811Z,2026-03-17T02:15:59.000Z
93327,2aa3d60c2e6780fe55d0676e855a5c7e43f8063db37a2957e424c9f4b74ed627,E10,133.9,2026-03-04T16:55:10.110Z,2026-03-04T16:36:46.030Z
372313,a8b7ff561cd2c3b4682d09c26df32ee39e9e0752d153dfe1a50ac37e76ba31ea,E5,175.9,2026-04-08T06:08:04.317Z,2026-04-08T06:04:44.000Z
329317,627324c459deb1958d4cd119893d89e13dfdb1289956f66ee8c83bf9a0d897cd,B7_STANDARD,189.9,2026-04-02T11:04:28.603Z,2026-04-02T11:03:32.000Z
92965,5eaed628607fef3c436a1ae474a8ac8865fc1acfd5a1a19a5ba427328bf1341c,E10,140.9,2026-03-04T16:29:39.918Z,2026-03-04T16:16:42.508Z
249192,6b05c02e2262295e94ae71cd5602226f63788e823a600f951fbbc21371106cd5,E5,179.9,2026-03-24T11:48:05.818Z,2026-03-24T11:44:01.000Z
266331,a90a37d8cb9f5f093e0110e48779c2a80f428e6f5d0e783189233a9c36f6ca53,B7_STANDARD,172.9,2026-03-25T22:08:02.641Z,2026-03-25T22:04:32.000Z
299509,b1aea9f144dc003b1eaa9e55ef5a8b5c4ce918f58741655d80b3959ecf33f6bc,E5,171.9,2026-03-30T11:36:06.934Z,2026-03-30T11:33:58.000Z
192182,1b92084dd74e339b119201e86695aeaad224c850b385a7d0e5c656232ee2d88d,B7_PREMIUM,192.9,2026-03-18T16:04:01.283Z,2026-03-18T16:00:48.000Z
360370,469d0f2128e690a7aa9839a7b310efd8b42b4283bc9a5e50cca72300d5d80a10,E5,176.9,2026-04-06T15:56:05.116Z,2026-04-06T15:53:45.000Z
155891,a26f29fa60e4d2fb2494e201ae2e4b5ab2290ddc3758dd5578e6f29b81490050,B7_STANDARD,166.9,2026-03-12T11:36:01.380Z,2026-03-12T11:35:40.159Z
49881,3acb7fd6282cbd7b48c20ff8ea3671d73841290492b3ebe2ff81a116010bdfbc,E10,125.9,2026-02-22T00:44:11.849Z,2026-02-03T15:49:26.154Z
359679,6a3e9b1a89ab599789d7a8573efad73a3eb54d79892848699abf2dd4b6776254,B7_STANDARD,194.9,2026-04-06T12:52:05.062Z,2026-04-06T12:49:30.000Z
328062,0da8a3bdb9325593a2b8882a3d38747237cdf267ecb523d5a0075401b9b40f59,E10,153.9,2026-04-02T08:04:15.990Z,2026-04-02T08:02:56.000Z
49754,ae63b3695073fb15a320c108a035d36e42e52d0e50e4614d7d84ce1f812f3aee,E5,141.9,2026-02-22T00:44:11.849Z,2026-02-02T15:47:52.314Z
219928,f526c9a01d4cab7bdd35ba64c2f406f905ebc492effeed697e405cde7e1bbe1f,B7_PREMIUM,186.9,2026-03-21T12:16:28.048Z,2026-03-21T12:15:11.000Z
185063,a6fc91d7ee126db073f5d868a35487f2b94f80e35111efc15c14d4c738546876,B7_PREMIUM,181.9,2026-03-17T21:44:01.416Z,2026-03-17T21:42:33.000Z
244578,a3a9ca48c37175b7081a3e28aade12749014f0557ee6625d3e3a571bc2b1622b,E10,139.9,2026-03-23T22:08:03.031Z,2026-03-23T22:04:26.000Z
247212,e593b62457d643cf809f008152f955e66150597850d0c3923e113d6a1910f901,E10,146.9,2026-03-24T09:44:03.614Z,2026-03-24T09:42:06.000Z
251569,f74b2aea74f07d1bca31e0eac16f1f846cd80fab8d297b8c89a520c3bf10b0bb,B7_PREMIUM,174.9,2026-03-24T15:56:07.634Z,2026-03-24T14:50:48.000Z
323486,1581f6689d365c6ea1509830fd5a1c85c5e4b67310da255f137783e043bd4015,E10,156.9,2026-04-01T17:08:05.663Z,2026-04-01T15:43:55.524Z
139336,37c4012589785916003ca3f01570ab0c9740b237ffb29c9cd9070ac1a5744a0a,E10,147.9,2026-03-10T10:24:07.747Z,2026-03-10T10:20:12.720Z
11082,8fc81958242408539c4f695755e0dbc0b0d53c56d2e635f285c1b1b0895f2140,E10,128,2026-02-07T21:40:02.554Z,2026-02-02T15:15:00.000Z
197665,f82b988f746a6cf5772528e23c0e8e32163c05f456e303f12983cac19867ba8f,E10,139.9,2026-03-19T10:24:02.704Z,2026-03-19T10:22:18.495Z
357583,f9eb712611aeb6b7aa163a02d3e97611633bf9100e948978095788176efd3ad3,E10,154.9,2026-04-06T09:16:16.703Z,2026-04-06T09:14:03.000Z
208220,805f160bf0b420827e919af2da9156547bac55f70d85cc3fea45cc24b9220771,E5,167.9,2026-03-20T12:04:02.516Z,2026-03-20T12:00:08.000Z
65792,240ad2df3c1e1e8a20f69f806e2578a20cc08557bb5d856b9f775d0767168a3d,E10,130.9,2026-02-28T13:40:48.273Z,2026-02-28T13:37:53.096Z
144154,11c0417110466167007d83be6404d368b1a9b5eafc8c2d9903a25e3e2e93abca,B7_STANDARD,150.9,2026-03-10T18:04:08.056Z,2026-03-10T18:02:42.452Z
177220,6001638908f00d04ab6e15273a29d56c1f6c5a3e7ac615f72fb714b48192c490,B7_PREMIUM,186.9,2026-03-17T02:20:01.320Z,2026-03-17T02:18:57.000Z
282623,a744c5098cf84d2aaaaf1424f20ecd78891046ad08bd3200a83efce1d310bdf9,B7_STANDARD,168.9,2026-03-27T23:04:03.778Z,2026-03-27T23:03:52.000Z
331096,7338d75d97d7c6ff673e269ea4b714278f8b30d35d50f0455fbb172dc7982881,B7_STANDARD,189.9,2026-04-02T13:12:08.056Z,2026-04-02T13:10:40.000Z
298248,7882c7357998bc99b0f9d2341d927309d8fe5904273d24df48a953218e3119ec,B7_STANDARD,183.9,2026-03-30T09:28:04.149Z,2026-03-30T09:24:52.000Z
145156,bc521a21bcacdf5a3351c800d2d4d1d99ee4abf87cb6049c40617d8c3600435c,E10,140.9,2026-03-10T22:04:08.804Z,2026-03-10T22:03:46.994Z
42335,c55d9b03a7b6047df0e75373d66ebfca1bcc7cdd89ecf894a4e0e5d2cba69b89,B7_STANDARD,143.9,2026-02-22T00:44:11.162Z,2026-02-05T14:09:24.204Z
63774,13ce3b9d088e372910067e05f1edce6680bddc0bceb77d4e589971ec2838a843,E5,147.9,2026-02-27T12:29:15.798Z,2026-02-27T12:25:06.639Z
123012,9a8098c6b4281bcd80a62b11acc8380c58cbd4caf6946101d981a9641ad0cbac,B7_STANDARD,159.9,2026-03-08T15:16:07.671Z,2026-03-08T15:15:25.207Z
348712,c8767abdde14ec9663a61ebff6999e90f75e611185c0428748b48f1d8fe7dc57,E10,152.9,2026-04-04T12:00:16.515Z,2026-04-04T11:57:19.000Z
296196,17668f7500e305b665bf2e577210fb0332c1aee1e7c22de402b91086c1ad6560,B7_STANDARD,183.9,2026-03-29T22:48:02.941Z,2026-03-29T22:45:11.000Z
357654,6bf81ce4d78c31e0e6509e80fe7474af2563748afe9707779b0df667c2b2b0f0,E10,155.9,2026-04-06T09:36:02.924Z,2026-04-06T09:35:07.000Z
265988,6dc909ab7c15fa21d7fdea0f7d6a20699e378ce81c9b04efe5c2a440e3a8bc45,E10,144.9,2026-03-25T21:56:02.532Z,2026-03-25T21:54:24.000Z
148352,f7b5e92329e594e15853cce5290aad125a0fe7566862acc8012f3c66fe5b51cc,E10,139.9,2026-03-11T09:28:07.746Z,2026-03-11T09:27:49.068Z
263246,0fe59669084ecca373344dd6e8f7b66cb0dd1fdf53ff171d9dd2626913ee74e0,E5,153.9,2026-03-25T16:12:03.732Z,2026-03-25T16:11:23.664Z
343368,083cae37d0435fe15201d827d5faec7004c1f488989e8663b36233295ab39635,E5,179.9,2026-04-03T14:44:09.040Z,2026-04-03T14:42:41.000Z
77614,5d12b9426e53570f6b2bcf4286449c271f9d12a50dd4badfca5a713b1cab2265,E10,129.9,2026-03-03T10:48:47.418Z,2026-03-03T10:47:39.602Z
383288,734fa95216b845d313bfd61eb64d0ac1b3a3fa4b1c12825274d25d11363f30be,B7_STANDARD,198.9,2026-04-10T22:48:07.419Z,2026-04-10T22:47:01.000Z
204587,e626827c9e7cd87f9e146b94897d7f614894ecb9f8b2301616e41219d22c41ce,B7_PREMIUM,196.9,2026-03-20T09:28:06.025Z,2026-03-20T09:27:57.000Z
84381,8a8c0a0d49275bc6b5b657b2e50b779bc9ede8dfed11ab4cefd51b1c2b670586,E5,169.9,2026-03-03T19:44:44.073Z,2026-03-03T17:10:42.089Z
217662,916274ac5a9f7a4843dd6ba81458f826962f864aaa24b099075b2e84d4b16de9,B7_PREMIUM,185.9,2026-03-21T09:03:21.311Z,2026-03-21T08:56:59.219Z
293226,1ea85787e9e2c8130bf334846f9e405cfbbe6ac555f27175cf6f424321f394f1,B7_STANDARD,179.9,2026-03-29T18:36:24.148Z,2026-03-29T16:37:06.132Z
324048,5b7a075d243d766796dec6f898729ebe7815fe5e056da7f94c34c1e5609bce65,E5,175.9,2026-04-01T20:56:04.110Z,2026-04-01T20:56:00.000Z
349172,ac5c14aeefe4fb86cded508fd4046a1c5daefa31b937dbf5a2dbc5ab2eb61193,E10,155.9,2026-04-04T15:16:07.712Z,2026-04-04T15:13:48.000Z
362434,944872465b46e70a402c7d345b73526e0806ce80e0f48e8f62c33c4bdc040e5a,E10,155.9,2026-04-06T22:48:03.211Z,2026-04-06T22:47:23.000Z
369898,32697214cde795070a6e80e8b2999c235aae1b936f21cd1b6345719730747029,E10,159.9,2026-04-07T22:04:53.639Z,2026-04-07T22:04:38.000Z
310991,576d0e85f39a81a8f36f0c3ad00b59df70493a81910e77e92032e30113d00d38,B7_STANDARD,189.9,2026-03-31T15:00:15.089Z,2026-03-31T15:05:03.000Z
256173,70bfc9e19742170b0066fa12f7b266807fabb786c8984556f6a1bb3a1ec4bf8c,E5,151.9,2026-03-25T06:20:03.633Z,2026-03-25T06:18:15.208Z
386033,e5110ca7e344e631f3dbc4b0e55b212e6cccab69629be52dddd1a4176506e164,E5,185.9,2026-04-13T11:16:30.781Z,2026-04-13T11:15:08.000Z
195775,fd09ef91bc90aedd8f72312e00258270c2a441ca0941e8fb4460718d7d910324,B7_STANDARD,178.9,2026-03-19T08:56:01.395Z,2026-03-19T08:53:20.000Z
5844,82e51b471f418095a6d05ba1fadd4defdb8a95fee9df34a482aaa2b2b52877ee,E10,130,2026-02-07T21:40:02.022Z,2026-01-30T21:53:44.000Z
174130,c5ac865ea2dc2cea9b33ef5f4c75b36832163d540d6257e5e03004b8d08c1f45,E5,156.9,2026-03-16T15:16:01.307Z,2026-03-16T15:15:44.348Z
382934,984bcd7e65844352c99f7238072f2f6afd685f6431b74039ba035ab4881fa0d1,E10,160.9,2026-04-10T19:44:03.335Z,2026-04-10T19:41:02.000Z
153368,689e71351edbe8e3822e81f77331f00cbfb63d263ab783f44828381220267d81,B7_STANDARD,151.9,2026-03-11T18:24:08.380Z,2026-03-11T18:20:44.742Z
369955,6212fbeb3b14e2b116b25b0a3002c86b27020cb8a69835081e877a2df6b3501b,B7_STANDARD,191.9,2026-04-07T22:04:53.639Z,2026-04-07T22:02:51.000Z
53434,02088da9dc93694a24766774a0159b8ad9906917a5b447957dc0a54770239a4a,E10,127.9,2026-02-22T00:44:12.102Z,2026-02-02T15:47:57.906Z
188127,c59d87ed0637f027395a75a5ef4dc937233337b6a868762ac7f371e0abd57ff7,B7_STANDARD,161.9,2026-03-18T12:04:03.283Z,2026-03-18T12:02:11.477Z
114434,4616613b7a0a3826d813699e4137aa34e031d724ad72e7ad3f3b7b12565e93b1,B7_STANDARD,147.9,2026-03-06T22:04:07.930Z,2026-03-06T22:02:46.655Z
175325,6b8bb5a2c881d2acceab78e86c00e5d6b5f017dd238a783e44b1d21d87c43041,B7_PREMIUM,189.9,2026-03-16T18:00:01.439Z,2026-03-16T17:58:01.000Z
101989,c99da01d7aee0f072bbc9f0c3d00e07ddcad70bf62fe231f495d6dde13e3e66f,E5,150.9,2026-03-05T15:08:07.246Z,2026-03-05T15:05:13.558Z
177861,de0d2a400dfb77b1d6f4b9f1a436f12854120fb2129d8994cdd947ab3219e047,E10,143.9,2026-03-17T02:41:00.811Z,2026-03-17T02:36:31.000Z
332020,aaa2cb9479b9476f9ccdd09ec97a2621921db2a5dfcf0c1a2ae214be1c2100ff,B7_STANDARD,190.9,2026-04-02T14:28:36.468Z,2026-04-02T13:26:05.302Z
375163,a882ecb671f0cf452db129450bb3221682f24192a2a482c153a7c06c087dada8,B7_PREMIUM,220.9,2026-04-08T15:04:05.959Z,2026-04-08T15:00:05.000Z
316710,d53c8e6c6db3c4303acf4c26349e47bc2a2add026e3260f87fed4e184ad11345,E5,173.9,2026-04-01T06:08:04.279Z,2026-04-01T06:07:35.000Z
128103,74e7d440142d738000cc9007eaf97e53bab8ac1f3d30a747ec204abba8f28df2,E5,164.9,2026-03-09T12:08:09.813Z,2026-03-09T12:05:43.967Z
310043,194f8a08a6dab5417eb426052e0fd0503657c258880c31cce0fb5f91ad93092c,E10,147.9,2026-03-31T13:08:04.486Z,2026-03-31T13:07:06.000Z
311907,42775cb8999430b881e6d3775bb835f17e743db4ce28f3cb30fb959f8fe83c91,B7_STANDARD,181.9,2026-03-31T15:33:09.561Z,2026-03-31T14:24:07.756Z
342822,5ff7b19bb16b3062f26b7bd52a4834334553c20117971c1f2c6635377159754b,B7_STANDARD,186.9,2026-04-03T13:52:03.365Z,2026-04-03T13:48:50.000Z
33008,ac6b77179df68e9ad90a55a5b1e37a2b1fbf81a6c316d41841601a5c2ba78d92,B7_PREMIUM,152,2026-02-20T16:28:57.973Z,2026-02-20T16:24:26.993Z
80052,fc7cd20c117023c72f2589c8f1c33a81e99b2c1064bb50c2e82761b7b660c16b,B7_STANDARD,147.9,2026-03-03T14:33:19.312Z,2026-03-03T14:32:23.684Z
220033,a1ff8ebc91e99f78fa0d9d95ceae0e6a8394f4f3d608af2bef202f0ca2a461bf,E5,166.9,2026-03-21T12:32:20.807Z,2026-03-21T12:30:00.000Z
380782,af1ae2b0bc2800869e9921fde33bd876deae412fbb830f71e69a4f7f60340370,B7_PREMIUM,195.9,2026-04-10T08:32:20.214Z,2026-04-10T08:32:11.000Z
104927,d13005fa2efafda55190026e757bcd480041ccb53b53e8291850b21cf99872ae,B7_STANDARD,147.9,2026-03-05T22:36:06.951Z,2026-03-05T22:33:10.044Z
54428,f6c44296de1244a1397840db4ad977134fbf081fcdda1f28e9dc80537e1cadd7,B7_STANDARD,137.9,2026-02-23T02:04:54.467Z,2026-02-23T02:04:09.861Z
229921,71d2facefad4d97a67472719baf7add6634e26354fc165ca430a3edebbd95f44,B7_STANDARD,171.9,2026-03-22T23:52:02.439Z,2026-03-22T23:49:09.000Z
369194,e9cbab3da3319246c0f322b3345d1728b4be782217d9bfdcc13edae0770c5ba6,B7_PREMIUM,209.9,2026-04-07T21:08:03.918Z,2026-04-07T21:05:06.000Z
273587,140f432c688dbcc8459017740549a043c9155a335a208fc577a1b1e073b59bd7,B7_PREMIUM,183.9,2026-03-26T23:00:06.905Z,2026-03-26T22:56:17.000Z
129476,ec10d667058b4b928ed9c26bf1f2829273680479b27ef5f8f78df1b365df90ad,B7_STANDARD,159.9,2026-03-09T12:12:08.198Z,2026-03-09T12:09:20.439Z
82072,42c2e4df50ea7cd12e47f966230961af163e4a3fa7582abb00529aec572793b3,B7_STANDARD,138.9,2026-03-03T16:12:48.154Z,2026-03-03T16:12:34.009Z
15043,1d756f4e101b82f62b81408e35e4e9685146de4ef0d2424dd4bf06202d2ed87b,E5,146,2026-02-07T21:40:02.876Z,2026-02-06T13:57:50.000Z
117552,2fd017a69abd77f2300badc9266d48b510fe610865ea41c8fd229b16409c70d9,E5,164.9,2026-03-07T10:48:07.287Z,2026-03-07T10:46:20.037Z
353040,273b68faf7b1bc7d4fa8b89ca76cb6e80996123a855f6292eb9ce14e4edba96b,E5,169.9,2026-04-05T08:36:12.553Z,2026-04-05T06:46:44.000Z
70121,00db83a0c187d6c4aeb80e9014803357a38694cf66f68554075d98ea58593668,B7_STANDARD,145.9,2026-03-02T11:52:56.693Z,2026-03-02T11:49:33.645Z
5203,5fc8d76d338bde86b244a721572d0a01031a61b2fcaf8ba2d5dd24949fe3dffa,B7_PREMIUM,166,2026-02-07T21:40:02.022Z,2026-02-06T13:57:50.000Z
234154,b11ddc8ccd4a80b62e34abadb736cc5f4ddda0e28a3af6c362407e94c08a5512,B7_PREMIUM,174.9,2026-03-23T10:16:23.993Z,2026-03-23T10:11:51.438Z
396676,f7dbe7682200f20746226e26207f43fcbb7e8ab94981c17ed98bf7ae9b8c1178,E10,162.9,2026-04-16T15:48:59.390Z,2026-04-16T14:19:06.519Z
245403,7c19bc79a887a54f948319bc2a29ed44d29080f8cd2193d86020b4e689a7009d,E10,149.9,2026-03-24T01:01:30.737Z,2026-03-23T23:55:05.000Z
385316,82693ab3d3084b66bbd74d06dc5afddd8084fbcbb7873b71eb8400f7820afdda,E10,155.9,2026-04-12T20:52:24.370Z,2026-04-12T20:50:15.000Z
56005,9557b0fbc590e19d3a3cca314723400e36368371c4147b87782480ba05d65ba0,E10,130.9,2026-02-23T15:12:47.468Z,2026-02-23T15:10:25.261Z
120425,9fef495cdd3ede001f0dd420d79077330660ca010c06d56b744b4b910033c3ec,E10,133.9,2026-03-07T21:00:32.756Z,2026-03-07T20:59:25.934Z
339867,c3ea7e56a1c3a4b15a3649cd4fae9117afb3209b4412db68ca2e0bce7e9f5c21,B7_STANDARD,184.9,2026-04-03T09:04:05.086Z,2026-04-03T09:00:19.000Z
153071,223148a8f6d3780ed1bffe09bed28972f544570b006dc5e4a52ec2203f2e991e,E10,136.9,2026-03-11T18:08:07.983Z,2026-03-11T18:07:35.294Z
352400,67b6ebab9c2a2f1bc821e231fc987c96bc09ff1b2c9f78406bd785aa2fb403d9,E10,154.9,2026-04-05T00:04:52.390Z,2026-04-04T22:58:32.000Z
55238,2d699206e4442a0de0ec006955c765ddd15f1244205974a5a835571465c2b7f5,B7_STANDARD,135.7,2026-02-23T12:49:01.954Z,2026-02-23T12:47:49.488Z
209303,baf32821ab13065a5657c5ced41af56ab5631fffe4c21c02f5d501c802de5da3,E5,165.9,2026-03-20T14:16:12.892Z,2026-03-20T14:13:48.000Z
51189,c391ef1e57d19f234c5ef1da66b707d29ad68af4928dfbbc84cb018d9bea8e42,E10,139.9,2026-02-22T00:44:11.933Z,2026-01-15T11:02:06.000Z
49547,2404dc126a0370efd4b22575510ef7437c510a63f5cf64b9e38206ad4a230054,E10,132.9,2026-02-22T00:44:11.849Z,2026-02-21T13:19:26.833Z
386308,a428a0cd7c6c2ebf2d124ca53925816b070beebe3f233111746dd172375b6a06,E10,165.9,2026-04-13T14:12:18.012Z,2026-04-13T14:11:35.000Z
362248,42ed5909624735a131b9cadde050f87bbc11c50a5deccf90f3a1aa1efcfc844f,B7_STANDARD,189.9,2026-04-06T22:04:03.264Z,2026-04-06T22:02:59.000Z
245152,ccf9ac4cc7c0bfaf16a3845e7dad829d01cd774b7deffb7d8d37012b4d2083e1,E10,149.9,2026-03-23T23:48:05.724Z,2026-03-23T23:45:54.000Z
51352,c3597f0db51e81da90b509a88511757fcddaae8cdb42f7b5a7c05e6a527bb17c,E5,158.9,2026-02-22T00:44:11.933Z,2026-01-29T10:24:47.000Z
111627,9a9e8bad92ac204d832a0e90c7e7dce48bc1279fb15a4c35688215e0396777d0,B7_PREMIUM,177.9,2026-03-06T15:04:07.154Z,2026-03-06T15:00:29.065Z
84013,c85035ba5577686fa833577e4233d5ec5827e21081994aaa9b60a8d4a029b770,E10,157.9,2026-03-03T19:44:44.073Z,2026-03-03T17:16:58.096Z
158230,a269d642fcfff63b1d1cdb22560aa5d41fb136a36a2e93de08df7191775dcc7d,E10,141.9,2026-03-14T18:08:02.314Z,2026-03-13T17:37:35.816Z
395634,5c6eeb16f41758f94e55505dafb5263f7e79319bda1df1a2117959b84345cb81,E10,156.9,2026-04-16T09:44:04.161Z,2026-04-16T09:40:30.000Z
274877,fd5c162ae40659213692e2755bceb35283db4dcb52a6d3e42cff3522ef40a35f,E10,157.9,2026-03-27T09:32:06.776Z,2026-03-27T09:28:54.000Z
310883,cd7176b51a0194d1163fa011d408376b14f81d844f0d9fb401abbe2e3aa3f0b4,B7_STANDARD,185.9,2026-03-31T14:56:04.226Z,2026-03-31T14:52:59.000Z
348061,79226953a0a22b488c6ee7841fb8d55b684e5a74d4b00dab7a4d618ecc974d78,B7_PREMIUM,208.9,2026-04-04T10:16:18.072Z,2026-04-04T10:15:02.000Z
325454,7a005177f3eea2e569cd772f04386a55126d7edb4d86e7363b2a6d7586343d09,E5,166.9,2026-04-01T22:28:16.152Z,2026-04-01T20:52:52.000Z
71841,ec96d7720ca7b22f4a7b800b7d85dd476365a271c7f5f29072c11b7ce139dd7d,E10,133.9,2026-03-02T16:44:51.427Z,2026-03-02T16:43:50.589Z
133787,77307d38b5630855667533057b526f16f66cbc9ca9fb06ccdf29e780cd4458ce,E5,149.9,2026-03-09T17:20:08.238Z,2026-03-09T17:19:05.770Z
281245,780e4ec24b753cded019fb2523c696c9a91ab2f808480f8f7fb31b68142de22a,E5,156.9,2026-03-27T22:04:03.900Z,2026-03-27T22:01:44.000Z
191415,e0de4867ec6562aa913c1e332f50599d500e6644807c07f4f23fab25ffc02dd7,B7_STANDARD,165.9,2026-03-18T14:16:04.220Z,2026-03-18T14:09:23.606Z
368605,0e36d315fb797ba57adfc448ad2b4c29125b1f5f8ec8f8b65a42e7083c9248ac,B7_PREMIUM,207.9,2026-04-07T19:20:58.090Z,2026-04-07T18:19:08.974Z
11352,2475739a275545aaa159d2b5a962ec69da83ba6f4650d875958182198b11b6e2,B7_PREMIUM,170,2026-02-07T21:40:02.554Z,2026-02-06T14:01:00.000Z
127598,2f86beb959f3acdb79411099d1c6d8647e1697807c489446451f42801cfaf2fc,B7_PREMIUM,178.9,2026-03-09T11:56:08.286Z,2026-03-09T11:53:41.946Z
114409,503aec10e7c8eb73013d9d9435d4fa97a24f65aacbe0796609d4d94e08db5c4a,E5,141.9,2026-03-06T22:04:07.930Z,2026-03-06T22:01:52.400Z
90877,25030f2ddc04d1236a77d90cfe3f65ddf403e10071d36991a3f014f7a263b893,B7_STANDARD,151.9,2026-03-04T14:49:20.714Z,2026-03-04T14:36:35.221Z
92956,ead034d2e42a284e8a7c85c9643482c7bbcd4321e001ca466693f2e186ae8df9,B7_STANDARD,146.9,2026-03-04T16:29:39.918Z,2026-03-04T16:10:54.139Z
